ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList
E942.4	Coronary vasodilators causing adverse effects in therapeutic use	coronary vasodilators causing adverse effects in therapeutic use	['972']	['968', '968.3']
E942.5	Other vasodilators causing adverse effects in therapeutic use	other vasodilators causing adverse effects in therapeutic use	['972']	['968', '968.3']
E942.6	Other antihypertensive agents causing adverse effects in therapeutic use	other antihypertensive agents causing adverse effects in therapeutic use	['972', '972.6']	['968', '968.4']
E942.7	Antivaricose drugs, including sclerosing agents, causing adverse effects in therapeutic use	antivaricose drugs including sclerosing agents causing adverse effects in therapeutic use	['972']	['968']
E942.8	Capillary-active drugs causing adverse effects in therapeutic use	capillary-active drugs causing adverse effects in therapeutic use	['972']	['968']
E942.9	Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use	other andagents primarily affecting the cardiovascular system causing adverse effects in therapeutic use	['972']	['968']
E943	Agents primarily affecting gastrointestinal system causing adverse effects in therapeutic use	agents primarily affecting gastrointestinal system causing adverse effects in therapeutic use	['973']	['969']
E943.0	Antacids and antigastric secretion drugs causing adverse effects in therapeutic use	antacids and antigastric secretion drugs causing adverse effects in therapeutic use	['973']	['969']
E943.1	Irritant cathartics causing adverse effects in therapeutic use	irritant cathartics causing adverse effects in therapeutic use	['973']	['969']
E943.2	Emollient cathartics causing adverse effects in therapeutic use	emollient cathartics causing adverse effects in therapeutic use	['973']	['969']
E943.3	Other cathartics, including intestinal atonia drugs, causing adverse effects in therapeutic use	other cathartics including intestinal atonia drugs causing adverse effects in therapeutic use	['973']	['969']
E943.4	Digestants causing adverse effects in therapeutic use	digestants causing adverse effects in therapeutic use	['973']	['969']
E943.5	Antidiarrheal drugs causing adverse effects in therapeutic use	antidiarrheal drugs causing adverse effects in therapeutic use	['973']	['969']
E943.6	Emetics causing adverse effects in therapeutic use	emetics causing adverse effects in therapeutic use	['973']	['969']
E943.8	Other specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use	other specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use	['973']	['969']
E943.9	Unspecified agent primarily affecting the gastrointestinal system causing adverse effects in therapeutic use	agent primarily affecting the gastrointestinal system causing adverse effects in therapeutic use	['973']	['969']
E944	Water, mineral, and uric acid metabolism drugs causing adverse effects in therapeutic use	water mineral and uric acid metabolism drugs causing adverse effects in therapeutic use	['974']	['970']
E944.0	Mercurial diuretics causing adverse effects in therapeutic use	mercurial diuretics causing adverse effects in therapeutic use	['974']	['970']
E944.1	Purine derivative diuretics causing adverse effects in therapeutic use	purine derivative diuretics causing adverse effects in therapeutic use	['974']	['970']
E944.2	Carbonic acid anhydrase inhibitors causing adverse effects in therapeutic use	carbonic acid anhydrase inhibitors causing adverse effects in therapeutic use	['974']	['970']
E944.3	Saluretics causing adverse effects in therapeutic use	saluretics causing adverse effects in therapeutic use	['974']	['970']
E944.4	Other diuretics causing adverse effects in therapeutic use	other diuretics causing adverse effects in therapeutic use	['974']	['970']
E944.5	Electrolytic, caloric, and water-balance agents causing adverse effects in therapeutic use	electrolytic caloric and water-balance agents causing adverse effects in therapeutic use	['974']	['970']
E944.6	Other mineral salts, not elsewhere classified, causing adverse effects in therapeutic use	other mineral salts not elsewhere classified causing adverse effects in therapeutic use	['974']	['970']
E944.7	Uric acid metabolism drugs causing adverse effects in therapeutic use	uric acid metabolism drugs causing adverse effects in therapeutic use	['974']	['970']
E945	Agents primarily acting on the smooth and skeletal muscles and respiratory system causing adverse effects in therapeutic use	agents primarily acting on the smooth and skeletal muscles and respiratory system causing adverse effects in therapeutic use	['975']	['971']
E945.0	Oxytocic agents causing adverse effects in therapeutic use	oxytocic agents causing adverse effects in therapeutic use	['975']	['971']
E945.1	Smooth muscle relaxants causing adverse effects in therapeutic use	smooth muscle relaxants causing adverse effects in therapeutic use	['975']	['971']
E945.2	Skeletal muscle relaxants causing adverse effects in therapeutic use	skeletal muscle relaxants causing adverse effects in therapeutic use	['975']	['971']
E945.3	Other and unspecified drugs acting on muscles causing adverse effects in therapeutic use	other anddrugs acting on muscles causing adverse effects in therapeutic use	['975']	['971']
E945.4	Antitussives causing adverse effects in therapeutic use	antitussives causing adverse effects in therapeutic use	['975']	['971']
E945.5	Expectorants causing adverse effects in therapeutic use	expectorants causing adverse effects in therapeutic use	['975']	['971']
E945.6	Anti-common cold drugs causing adverse effects in therapeutic use	anti-common cold drugs causing adverse effects in therapeutic use	['975']	['971']
E945.7	Antiasthmatics causing adverse effects in therapeutic use	antiasthmatics causing adverse effects in therapeutic use	['975']	['971', '971.1']
E945.8	Other and unspecified respiratory drugs causing adverse effects in therapeutic use	other andrespiratory drugs causing adverse effects in therapeutic use	['975']	['971']
E946	Agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs causing adverse effects in therapeutic use	agents primarily affecting skin and mucous membrane ophthalmological otorhinolaryngological and dental drugs causing adverse effects in therapeutic use	['976']	['972']
E946.0	Local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use	local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use	['976']	['972']
E946.1	Antipruritics causing adverse effects in therapeutic use	antipruritics causing adverse effects in therapeutic use	['976']	['972']
E946.2	Local astringents and local detergents causing adverse effects in therapeutic use	local astringents and local detergents causing adverse effects in therapeutic use	['976']	['972']
E946.3	Emollients, demulcents, and protectants causing adverse effects in therapeutic use	emollients demulcents and protectants causing adverse effects in therapeutic use	['976']	['972']
E946.4	Keratolytics, keratoplastics, other hair treatment drugs and preparations causing adverse effects in therapeutic use	keratolytics keratoplastics other hair treatment drugs and preparations causing adverse effects in therapeutic use	['976']	['972']
E946.5	Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use	eye anti-infectives and other eye drugs causing adverse effects in therapeutic use	['976']	['972']
E946.6	Anti-infectives and other drugs and preparations for ear, nose, and throat causing adverse effects in therapeutic use	anti-infectives and other drugs and preparations for ear nose and throat causing adverse effects in therapeutic use	['976']	['972']
E946.7	Dental drugs topically applied causing adverse effects in therapeutic use	dental drugs topically applied causing adverse effects in therapeutic use	['976']	['972']
E946.8	Other agents primarily affecting skin and mucous membrane causing adverse effects in therapeutic use	other agents primarily affecting skin and mucous membrane causing adverse effects in therapeutic use	['976']	['972']
E946.9	Unspecified agent primarily affecting skin and mucous membrane causing adverse effects in therapeutic use	agent primarily affecting skin and mucous membrane causing adverse effects in therapeutic use	['976']	['972']
