phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_simpleLabel	phecodeXupdated_category
NB_876	Newborn affected by maternal complications of pregnancy	newborn affected by maternal complications of pregnancy	Neonatal
NB_877	Newborn affected by complications of placenta, cord and membranes	newborn affected by complications of placenta cord and membranes	Neonatal
NB_878	Newborn affected by other complications of labor and delivery	newborn affected by other complications of labor and delivery	Neonatal
NB_879	Newborn affected by noxious substances transmitted via placenta or breast milk	newborn affected by noxious substances transmitted via placenta or breast milk	Neonatal
NB_880	Birth trauma	birth trauma	Neonatal
NB_881	Neonatal aspiration	neonatal aspiration	Neonatal
NB_882	Intrauterine hypoxia, birth asphyxia and fetal distress	intrauterine hypoxia birth asphyxia and fetal distress	Neonatal
NB_882.1	Hypoxic ischemic encephalopathy [HIE]	hypoxic ischemic encephalopathy hie	Neonatal
NB_885	Weeks gestation	weeks gestation	Neonatal
NB_885.1	Extremely preterm (<= 28 weeks)	extremely preterm  28 weeks	Neonatal
NB_885.11	Extremely preterm, <24 weeks	extremely preterm 24 weeks	Neonatal
NB_885.12	Extremely preterm, 24 weeks	extremely preterm 24 weeks	Neonatal
NB_885.13	Extremely preterm, 25-26 weeks	extremely preterm 25-26 weeks	Neonatal
NB_885.131	Extremely preterm, 25 weeks*	extremely preterm 25 weeks	Neonatal
NB_885.132	Extremely preterm, 26 weeks*	extremely preterm 26 weeks	Neonatal
NB_885.14	Extremely preterm, 27-28 weeks	extremely preterm 27-28 weeks	Neonatal
NB_885.141	Extremely preterm, 27 weeks*	extremely preterm 27 weeks	Neonatal
NB_885.142	Extremely preterm, 28 weeks*	extremely preterm 28 weeks	Neonatal
NB_885.21	Very preterm, 29-30 weeks	very preterm 29-30 weeks	Neonatal
NB_885.211	Very preterm, 29 weeks*	very preterm 29 weeks	Neonatal
NB_885.212	Very preterm, 30 weeks*	very preterm 30 weeks	Neonatal
NB_885.22	Very preterm, 31-32 weeks	very preterm 31-32 weeks	Neonatal
NB_885.221	Very preterm, 31 weeks*	very preterm 31 weeks	Neonatal
NB_885.222	Very preterm, 32 weeks*	very preterm 32 weeks	Neonatal
NB_885.31	Moderate to late preterm, 33-34 weeks	moderate to late preterm 33-34 weeks	Neonatal
NB_885.311	Moderate to late preterm, 33 weeks*	moderate to late preterm 33 weeks	Neonatal
NB_885.312	Moderate to late preterm, 34 weeks*	moderate to late preterm 34 weeks	Neonatal
NB_885.32	Moderate to late preterm, 35-36 weeks	moderate to late preterm 35-36 weeks	Neonatal
NB_885.321	Moderate to late preterm, 35 weeks*	moderate to late preterm 35 weeks	Neonatal
NB_885.322	Moderate to late preterm, 36 weeks*	moderate to late preterm 36 weeks	Neonatal
NB_885.5	Post-term infant (>40 weeks)	post-term infant 40 weeks	Neonatal
NB_886	Birthweight	birthweight	Neonatal
NB_886.1	Extremely low birthweight (<1,000 g)	extremely low birthweight 1000 g	Neonatal
NB_886.11	Extremely low birthweight, <500 grams	extremely low birthweight 500 grams	Neonatal
NB_886.12	Extremely low birthweight, 500-749 grams	extremely low birthweight 500-749 grams	Neonatal
NB_886.13	Extremely low birthweight, 750-999 grams	extremely low birthweight 750-999 grams	Neonatal
NB_886.2	Very low birthweight (1,000 - 1,500 g)	very low birthweight 1000 - 1500 g	Neonatal
NB_886.21	Very low birthweight, 1,000-1,249 grams	very low birthweight 1000-1249 grams	Neonatal
NB_886.22	Very low birthweight, 1,250-1,499 grams	very low birthweight 1250-1499 grams	Neonatal
NB_886.3	Low birthweight (1,500 - 2,500 g)	low birthweight 1500 - 2500 g	Neonatal
NB_886.31	Low birthweight, 1,500-1,749 grams	low birthweight 1500-1749 grams	Neonatal
NB_886.32	Low birthweight, 1,750-1,999 grams	low birthweight 1750-1999 grams	Neonatal
NB_886.33	Low birthweight, 2,000-2,499 grams	low birthweight 2000-2499 grams	Neonatal
NB_886.4	Birthweight 2,500+ grams	birthweight 2500 grams	Neonatal
NB_887	Abnormal findings on neonatal screening	abnormal findings on neonatal screening	Neonatal
NB_887.1	Abnormal findings on neonatal hearing screening*	abnormal findings on neonatal hearing screening	Neonatal
NB_889	Nonspecific symptoms peculiar to infancy	nonspecific symptoms peculiar to infancy	Neonatal
NB_889.1	Fussy infant	fussy infant	Neonatal
NB_889.2	Apparent life threatening event in infant (ALTE)	apparent life threatening event in infant alte	Neonatal
NB_889.4	Teething syndrome	teething syndrome	Neonatal
PP_900.1	Spontaneous abortion	spontaneous abortion	Pregnancy
PP_900.2	Recurrent pregnancy loss	recurrent pregnancy loss	Pregnancy
PP_901	Abnormal products of conception	abnormal products of conception	Pregnancy
PP_901.1	Ectopic pregnancy	ectopic pregnancy	Pregnancy
PP_901.11	Abdominal pregnancy	abdominal pregnancy	Pregnancy
PP_901.12	Tubal pregnancy	tubal pregnancy	Pregnancy
PP_901.13	Ovarian pregnancy	ovarian pregnancy	Pregnancy
PP_901.2	Hydatidiform mole	hydatidiform mole	Pregnancy
PP_901.3	Missed abortion	missed abortion	Pregnancy
PP_901.4	Papyraceous fetus	papyraceous fetus	Pregnancy
PP_902	Intrauterine death	intrauterine death	Pregnancy
PP_903	Preterm labor (including history of)	preterm labor including history of	Pregnancy
PP_903.1	Preterm labor with preterm delivery	preterm labor with preterm delivery	Pregnancy
PP_903.2	Threatened premature labor	threatened premature labor	Pregnancy
PP_904.1	Hemorrhage in early pregnancy	hemorrhage in early pregnancy	Pregnancy
PP_904.11	Threatened abortion	threatened abortion	Pregnancy
PP_904.2	Spotting complicating pregnancy	spotting complicating pregnancy	Pregnancy
PP_904.3	Antepartum hemorrhage	antepartum hemorrhage	Pregnancy
PP_905	Premature rupture of membranes	premature rupture of membranes	Pregnancy
PP_906	Cervical shortening and incompetence	cervical shortening and incompetence	Pregnancy
PP_907	Placental disorders	placental disorders	Pregnancy
PP_907.1	Placenta previa	placenta previa	Pregnancy
PP_907.2	Low lying placenta*	low lying placenta	Pregnancy
PP_907.3	Premature separation of placenta [abruptio placentae]	premature separation of placenta abruptio placentae	Pregnancy
PP_907.4	Placenta accreta*	placenta accreta	Pregnancy
PP_907.6	Malformation of placenta*	malformation of placenta	Pregnancy
PP_907.7	Placental infarction*	placental infarction	Pregnancy
PP_907.8	Placental transfusion syndromes*	placental transfusion syndromes	Pregnancy
PP_908	Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium	edema proteinuria and hypertensive disorders in pregnancy childbirth and the puerperium	Pregnancy
PP_908.1	Preeclampsia and eclampsia	preeclampsia and eclampsia	Pregnancy
PP_908.12	Severe pre-eclampsia	severe pre-eclampsia	Pregnancy
PP_908.13	Eclampsia	eclampsia	Pregnancy
PP_908.14	HELLP syndrome*	hellp syndrome	Pregnancy
PP_908.2	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	pre-existing hypertension complicating pregnancy childbirth and the puerperium	Pregnancy
PP_908.3	Gestational [pregnancy-induced] hypertension without significant proteinuria	gestational pregnancy-induced hypertension without significant proteinuria	Pregnancy
PP_908.4	Gestational edema and proteinuria*	gestational edema and proteinuria	Pregnancy
PP_909	Diabetes mellitus or abnormal glucose in pregnancy, childbirth, and the puerperium	diabetes mellitus or abnormal glucose in pregnancy childbirth and the puerperium	Pregnancy
PP_909.1	Gestational diabetes mellitus*	gestational diabetes mellitus	Pregnancy
PP_909.2	Pre-existing diabetes mellitus in pregnancy*	pre-existing diabetes mellitus in pregnancy	Pregnancy
PP_909.3	Abnormal glucose complicating pregnancy	abnormal glucose complicating pregnancy	Pregnancy
PP_910	Obesity or excessive weight gain in pregnancy	obesity or excessive weight gain in pregnancy	Pregnancy
PP_910.1	Excessive weight gain in pregnancy	excessive weight gain in pregnancy	Pregnancy
PP_911	Excessive vomiting in pregnancy	excessive vomiting in pregnancy	Pregnancy
PP_911.1	Hyperemesis gravidarum	hyperemesis gravidarum	Pregnancy
PP_912	Venous complications in pregnancy	venous complications in pregnancy	Pregnancy
PP_912.1	Varicose veins in pregnancy	varicose veins in pregnancy	Pregnancy
PP_912.2	Thrombotic conditions of pregnancy	thrombotic conditions of pregnancy	Pregnancy
PP_912.21	Deep phlebothrombosis [DVT] of pregnancy	deep phlebothrombosis dvt of pregnancy	Pregnancy
PP_913	Obstetrical embolism	obstetrical embolism	Pregnancy
PP_914	Anemia in pregnancy	anemia in pregnancy	Pregnancy
PP_916	Maternal infections and carrier state in pregnancy	maternal infections and carrier state in pregnancy	Pregnancy
PP_916.1	Infections of genitourinary tract in pregnancy	infections of genitourinary tract in pregnancy	Pregnancy
PP_916.2	Viral diseases complicating pregnancy, childbirth, or the puerperium	viral diseases complicating pregnancy childbirth or the puerperium	Pregnancy
PP_916.21	Viral hepatitis complicating pregnancy*	viral hepatitis complicating pregnancy	Pregnancy
PP_916.4	Streptococcus B carrier	streptococcus b carrier	Pregnancy
PP_916.6	Syphilis complicating pregnancy	syphilis complicating pregnancy	Pregnancy
PP_916.7	Gonorrhea complicating pregnancy	gonorrhea complicating pregnancy	Pregnancy
PP_917	Liver and biliary tract disorders in pregnancy	liver and biliary tract disorders in pregnancy	Pregnancy
PP_918	Pregnancy related renal disease	pregnancy related renal disease	Pregnancy
PP_919	Peripheral neuritis in pregnancy	peripheral neuritis in pregnancy	Pregnancy
PP_920	Problems associated with amniotic cavity and membranes	problems associated with amniotic cavity and membranes	Pregnancy
PP_920.1	Polyhydramnios	polyhydramnios	Pregnancy
PP_920.2	Oligohydramnios	oligohydramnios	Pregnancy
PP_920.3	Infection of amniotic cavity	infection of amniotic cavity	Pregnancy
PP_920.31	Chorioamnionitis*	chorioamnionitis	Pregnancy
PP_922	Endocrine, nutritional and metabolic diseases complicating pregnancy	endocrine nutritional and metabolic diseases complicating pregnancy	Pregnancy
PP_922.1	Low weight gain in pregnancy*	low weight gain in pregnancy	Pregnancy
PP_922.2	Thyroid dysfunction complicating pregnancy, childbirth, or the puerperium	thyroid dysfunction complicating pregnancy childbirth or the puerperium	Pregnancy
PP_923	Maternal hypotension syndrome	maternal hypotension syndrome	Pregnancy
PP_924	Cardiovascular disorders complicating pregnancy, childbirth, or the puerperium	cardiovascular disorders complicating pregnancy childbirth or the puerperium	Pregnancy
PP_926	Mental disorders complicating pregnancy, childbirth and the puerperium	mental disorders complicating pregnancy childbirth and the puerperium	Pregnancy
PP_926.1	Postpartum mood disturbance*	postpartum mood disturbance	Pregnancy
PP_926.11	Postpartum depression*	postpartum depression	Pregnancy
PP_927	Drugs and alcohol during pregnancy	drugs and alcohol during pregnancy	Pregnancy
PP_927.1	Alcohol use during pregnancy*	alcohol use during pregnancy	Pregnancy
PP_927.2	Tobacco use during pregnancy	tobacco use during pregnancy	Pregnancy
PP_927.3	Other drug use during pregnancy	other drug use during pregnancy	Pregnancy
PP_928	Poor fetal growth and uterine size date discrepancy	poor fetal growth and uterine size date discrepancy	Pregnancy
PP_928.1	Uterine size date discrepancy	uterine size date discrepancy	Pregnancy
PP_928.2	Placental insufficiency, known or suspected*	placental insufficiency known or suspected	Pregnancy
PP_929	Excessive fetal growth	excessive fetal growth	Pregnancy
PP_930	Maternal care for abnormality of pelvic organs	maternal care for abnormality of pelvic organs	Pregnancy
PP_930.3	Abnormalities of gravid uterus	abnormalities of gravid uterus	Pregnancy
PP_930.31	Maternal care for retroversion of gravid uterus	maternal care for retroversion of gravid uterus	Pregnancy
PP_932	Known or suspected fetal abnormality affecting management of mother	known or suspected fetal abnormality affecting management of mother	Pregnancy
PP_932.1	Abnormality in fetal heart rate or rhythm	abnormality in fetal heart rate or rhythm	Pregnancy
PP_932.11	Abnormality in fetal heart rate and rhythm complicating labor and delivery*	abnormality in fetal heart rate and rhythm complicating labor and delivery	Pregnancy
PP_932.2	Central nervous system malformation in fetus affecting management of mother	central nervous system malformation in fetus affecting management of mother	Pregnancy
PP_932.3	Genetic disease in fetus affecting management of mother	genetic disease in fetus affecting management of mother	Pregnancy
PP_932.4	Decreased fetal movements, affecting management of mother	decreased fetal movements affecting management of mother	Pregnancy
PP_932.5	Fetal hematologic conditions	fetal hematologic conditions	Pregnancy
PP_932.6	Maternal care for hydrops fetalis*	maternal care for hydrops fetalis	Pregnancy
PP_935	Rhesus isoimmunization affecting management of mother	rhesus isoimmunization affecting management of mother	Pregnancy
PP_937	Abnormal findings on antenatal screening of mother	abnormal findings on antenatal screening of mother	Pregnancy
PP_938	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	other conditions or status of the mother complicating pregnancy childbirth or the puerperium	Pregnancy
PP_938.1	Pruritic urticarial papules and plaques of pregnancy (PUPPP)*	pruritic urticarial papules and plaques of pregnancy puppp	Pregnancy
PP_940	Malposition and malpresentation of fetus	malposition and malpresentation of fetus	Pregnancy
PP_940.1	Maternal care for breech presentation	maternal care for breech presentation	Pregnancy
PP_940.2	Maternal care for transverse and oblique lie	maternal care for transverse and oblique lie	Pregnancy
PP_940.3	Maternal care for face, brow and chin presentation	maternal care for face brow and chin presentation	Pregnancy
PP_941	Abnormal forces of labor	abnormal forces of labor	Pregnancy
PP_941.1	Uterine inertia	uterine inertia	Pregnancy
PP_941.2	Precipitate labor	precipitate labor	Pregnancy
PP_941.3	Hypertonic, incoordinate, and prolonged uterine contractions	hypertonic incoordinate and prolonged uterine contractions	Pregnancy
PP_941.4	Long labor	long labor	Pregnancy
PP_941.5	False labor	false labor	Pregnancy
PP_944	Late pregnancy	late pregnancy	Pregnancy
PP_945	Rupture of uterus	rupture of uterus	Pregnancy
PP_945.2	Rupture of uterus during labor	rupture of uterus during labor	Pregnancy
PP_945.3	Postpartum hemorrhage	postpartum hemorrhage	Pregnancy
PP_947	Umbilical cord complications	umbilical cord complications	Pregnancy
PP_947.1	Prolapse of cord complicating labor and delivery	prolapse of cord complicating labor and delivery	Pregnancy
PP_947.2	Short cord complicating labor and delivery	short cord complicating labor and delivery	Pregnancy
PP_947.3	Labor and delivery complicated by vasa previa	labor and delivery complicated by vasa previa	Pregnancy
PP_947.4	Cord entanglement complicating labor and delivery	cord entanglement complicating labor and delivery	Pregnancy
PP_947.5	Vascular lesions of cord complicating labor and delivery	vascular lesions of cord complicating labor and delivery	Pregnancy
