phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
362.8	Meibomian gland dysfunction of eyelid*	meibomian gland dysfunction of eyelid	Eye
363.5	Epiphora	epiphora	Eye
363.52	Epiphora due to insufficient drainage	epiphora due to insufficient drainage	Eye
363.6	Inflammation of lacrimal passages	inflammation of lacrimal passages	Eye
363.61	Dacryocystitis	dacryocystitis	Eye
363.62	Canaliculitis	canaliculitis	Eye
363.63	Lacrimal mucocele	lacrimal mucocele	Eye
363.7	Stenosis and insufficiency of lacrimal passages	stenosis and insufficiency of lacrimal passages	Eye
363.8	Granuloma of lacrimal passages	granuloma of lacrimal passages	Eye
367.41	Cellulitis of orbit	cellulitis of orbit	Eye
367.42	Granuloma of orbit	granuloma of orbit	Eye
374.1	Retinal detachments and breaks	retinal detachments and breaks	Eye
365.3	Exophthalmos [Proptosis]	exophthalmos proptosis	Eye
366.21	Pinguecula	pinguecula	Eye
365.2	Orbital edema or congestion	orbital edema or congestion	Eye
365.33	Lateral displacement of globe	lateral displacement of globe	Eye
365.4	Orbital cysts	orbital cysts	Eye
365.5	Myopathy of extraocular muscles	myopathy of extraocular muscles	Eye
365.6	Deformity of orbit	deformity of orbit	Eye
367.12	Allergic [atopic] conjunctivitis	allergic atopic conjunctivitis	Eye
525.1	Celiac disease	celiac disease	GI
366.42	Conjunctival hyperemia	conjunctival hyperemia	Eye
367.21	Corneal ulcer	corneal ulcer	Eye
367.22	Punctate keratitis	punctate keratitis	Eye
367.9	Chorioretinal inflammation	chorioretinal inflammation	Eye
367.56	Vogt-Koyanagi-Harada Disease	vogt-koyanagi-harada disease	Eye
367.32	Neurotrophic keratoconjunctivitis	neurotrophic keratoconjunctivitis	Eye
369.62	Keratoconus	keratoconus	Eye
369.14	Corneal pigmentations	corneal pigmentations	Eye
247.13	Kayser-Fleischer ring	kayser-fleischer ring	Metab
369.15	Corneal deposits	corneal deposits	Eye
370.2	Cyst of iris, ciliary body and anterior chamber	cyst of iris ciliary body and anterior chamber	Eye
370.3	Vascular disorders of iris and ciliary body	vascular disorders of iris and ciliary body	Eye
370.4	Adhesions and disruptions of iris and ciliary body	adhesions and disruptions of iris and ciliary body	Eye
370.6	Floppy iris syndrome	floppy iris syndrome	Eye
371.21	Anterior subcapsular polar cataract	anterior subcapsular polar cataract	Eye
371.22	Posterior subcapsular polar cataract	posterior subcapsular polar cataract	Eye
371.3	Nuclear cataract	nuclear cataract	Eye
372.1	Aphakia	aphakia	Eye
372.2	Dislocation of lens	dislocation of lens	Eye
373.1	Chorioretinal scars	chorioretinal scars	Eye
373.11	Solar retinopathy	solar retinopathy	Eye
783	Congenital deformities of hip	congenital deformities of hip	Cong
373.31	Choroideremia	choroideremia	Eye
377.4	Retinal hemorrhage	retinal hemorrhage	Eye
374.11	Serous retinal detachment	serous retinal detachment	Eye
374.12	Traction detachment of retina	traction detachment of retina	Eye
374.2	Retinoschisis and retinal cysts	retinoschisis and retinal cysts	Eye
374.3	Retinal vascular changes and occlusions	retinal vascular changes and occlusions	Eye
374.21	Retinoschisis	retinoschisis	Eye
374.22	Retinal cysts	retinal cysts	Eye
374.13	Horseshoe tear of retina without detachment	horseshoe tear of retina without detachment	Eye
374.14	Round hole of retina without detachment	round hole of retina without detachment	Eye
374.31	Exudative retinopathy	exudative retinopathy	Eye
374.32	Retinal microaneurysms	retinal microaneurysms	Eye
374.33	Retinal neovascularization	retinal neovascularization	Eye
374.34	Retinal vasculitis	retinal vasculitis	Eye
374.35	Retinal telangiectasis	retinal telangiectasis	Eye
374.36	Retinal ischemia	retinal ischemia	Eye
374.4	Retinal disorders in diseases classified elsewhere	retinal disorders in diseases classified elsewhere	Eye
374.51	Age-related macular degeneration	age-related macular degeneration	Eye
374.52	Macular cyst, hole, or pseudohole	macular cyst hole or pseudohole	Eye
374.53	Cystoid macular degeneration	cystoid macular degeneration	Eye
374.54	Drusen (degenerative) of macula	drusen degenerative of macula	Eye
374.6	Peripheral retinal degeneration	peripheral retinal degeneration	Eye
374.61	Lattice degeneration of retina	lattice degeneration of retina	Eye
374.7	Retinal dystrophy	retinal dystrophy	Eye
374.55	Puckering of macula	puckering of macula	Eye
374.56	Toxic maculopathy of retina	toxic maculopathy of retina	Eye
374.57	Angioid streaks of macula	angioid streaks of macula	Eye
374.8	Retinal edema	retinal edema	Eye
374.71	Pigmentary retinal dystrophy	pigmentary retinal dystrophy	Eye
374.37	Retinal arterial occlusions	retinal arterial occlusions	Eye
374.38	Retinal vein occlusions	retinal vein occlusions	Eye
374.9	Central serous chorioretinopathy	central serous chorioretinopathy	Eye
374.511	Nonexuadative (dry) age-related macular degeneration	nonexuadative dry age-related macular degeneration	Eye
374.41	Hypertensive retinopathy	hypertensive retinopathy	Eye
374.42	Diabetic retinopathy	diabetic retinopathy	Eye
375.121	Aqueous misdirection	aqueous misdirection	Eye
375.8	Secondary glaucoma	secondary glaucoma	Eye
375.61	Blind hypertensive eye	blind hypertensive eye	Eye
375.71	Blind hypotensive eye	blind hypotensive eye	Eye
376	Disorders of vitreous body	disorders of vitreous body	Eye
376.1	Vitreous degeneration	vitreous degeneration	Eye
376.2	Vitreous opacities	vitreous opacities	Eye
376.21	Crystalline deposits in vitreous body	crystalline deposits in vitreous body	Eye
376.22	Vitreous membranes and strands	vitreous membranes and strands	Eye
376.3	Vitreous prolapse	vitreous prolapse	Eye
376.4	Vitreomacular adhesion	vitreomacular adhesion	Eye
377	Hemorrhage of the eye	hemorrhage of the eye	Eye
377.1	Hemorrhage of orbit	hemorrhage of orbit	Eye
377.2	Conjunctival hemorrhage	conjunctival hemorrhage	Eye
377.3	Choroidal hemorrhage and rupture	choroidal hemorrhage and rupture	Eye
377.5	Vitreous hemorrhage	vitreous hemorrhage	Eye
377.6	Hemorrhage in optic nerve sheath	hemorrhage in optic nerve sheath	Eye
369.3	Corneal neovascularization	corneal neovascularization	Eye
377.7	Hemophthalmos	hemophthalmos	Eye
381.3	Esotropia	esotropia	Eye
468.28	Pneumonia due to Mycoplasma pneumoniae	pneumonia due to mycoplasma pneumoniae	Resp
468.29	Tuberculosis pneumonia	tuberculosis pneumonia	Resp
500	Disorders of tooth develoment	disorders of tooth develoment	GI
500.2	Abnormalities of size and form of teeth	abnormalities of size and form of teeth	GI
500.1	Anodontia	anodontia	GI
500.3	Supernumerary teeth	supernumerary teeth	GI
500.4	Disturbances in tooth eruption	disturbances in tooth eruption	GI
500.41	Impacted teeth*	impacted teeth	GI
501	Dental caries	dental caries	GI
500.6	Ankylosis of teeth	ankylosis of teeth	GI
502	Other diseases of teeth and supporting structures	other diseases of teeth and supporting structures	GI
502.1	Dental attrition and abrasion	dental attrition and abrasion	GI
502.2	Cracked tooth	cracked tooth	GI
502.3	Deposits [accretions] on teeth	deposits accretions on teeth	GI
502.4	Pathological resorption of teeth	pathological resorption of teeth	GI
502.6	Loss of teeth and edentulism	loss of teeth and edentulism	GI
502.5	Hypercementosis	hypercementosis	GI
504.4	Gingival enlargement*	gingival enlargement	GI
502.7	Atrophy of edentulous alveolar ridge	atrophy of edentulous alveolar ridge	GI
506.2	Hypertrophy of salivary gland	hypertrophy of salivary gland	GI
506.4	Sialolithiasis	sialolithiasis	GI
506.5	Disturbances of salivary secretion	disturbances of salivary secretion	GI
507	Lesions of mouth	lesions of mouth	GI
507.1	Stomatitis	stomatitis	GI
507.11	Recurrent oral aphthae [Recurrent aphthous stomatitis]	recurrent oral aphthae recurrent aphthous stomatitis	GI
507.2	Cellulitis and abscess of mouth	cellulitis and abscess of mouth	GI
507.31	Hairy leukoplakia*	hairy leukoplakia	GI
508	Diseases of lips	diseases of lips	GI
509	Diseases of tongue	diseases of tongue	GI
509.1	Glossitis	glossitis	GI
509.2	Geographic tongue	geographic tongue	GI
509.3	Hypertrophy of tongue papillae	hypertrophy of tongue papillae	GI
509.4	Atrophy of tongue papillae	atrophy of tongue papillae	GI
509.11	Glossodynia	glossodynia	GI
509.5	Plicated tongue	plicated tongue	GI
506.51	Dry mouth*	dry mouth	GI
510	Diseases of esophagus	diseases of esophagus	GI
522.63	Eosinophilic colitis	eosinophilic colitis	GI
510.4	Perforation of esophagus	perforation of esophagus	GI
510.5	Dyskinesia of esophagus	dyskinesia of esophagus	GI
510.6	Diverticulum of esophagus	diverticulum of esophagus	GI
513.1	Esophageal ulcer	esophageal ulcer	GI
522.62	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	GI
510.7	Gastroesophageal laceration-hemorrhage syndrome [Mallory-Weiss tear]	gastroesophageal laceration-hemorrhage syndrome mallory-weiss tear	GI
510.8	Barrett's esophagus	barretts esophagus	GI
511	Gastro-esophageal reflux disease	gastro-esophageal reflux disease	GI
514.2	Intestinal obstruction	intestinal obstruction	GI
513	Peptic ulcer	peptic ulcer	GI
513.2	Gastric ulcer	gastric ulcer	GI
513.3	Duodenal ulcer	duodenal ulcer	GI
513.4	Gastrojejunal ulcer	gastrojejunal ulcer	GI
522.14	Microscopic colitis*	microscopic colitis	GI
514	Gastrointestinal obstruction	gastrointestinal obstruction	GI
514.1	Esophageal obstruction (Stricture and stenosis of esophagus)	esophageal obstruction stricture and stenosis of esophagus	GI
514.31	Paralytic ileus	paralytic ileus	GI
516	Other diseases of stomach and duodenum	other diseases of stomach and duodenum	GI
514.21	Impaction of intestine	impaction of intestine	GI
516.1	Pyloric stenosis	pyloric stenosis	GI
750.3	Megalencephaly*	megalencephaly	Cong
516.3	Fistula of stomach and duodenum	fistula of stomach and duodenum	GI
517	Gastrointestinal angiodysplasia	gastrointestinal angiodysplasia	GI
516.6	Achlorhydria	achlorhydria	GI
516.4	Gastroparesis	gastroparesis	GI
516.5	Acute dilatation of stomach	acute dilatation of stomach	GI
518	Appendicitis	appendicitis	GI
520.2	Diaphragmatic hernia [Hiatal hernia]	diaphragmatic hernia hiatal hernia	GI
520.13	Umbilical hernia	umbilical hernia	GI
520.14	Ventral hernia	ventral hernia	GI
520.15	Incisional hernia	incisional hernia	GI
523.1	Diverticula of small intestine	diverticula of small intestine	GI
522.4	Toxic gastroenteritis and colitis	toxic gastroenteritis and colitis	GI
522.5	Allergic and dietetic gastroenteritis and colitis	allergic and dietetic gastroenteritis and colitis	GI
522.6	Eosinophilic gastroenteritis and colitis	eosinophilic gastroenteritis and colitis	GI
512	Dysphagia	dysphagia	GI
522.91	Atrophic gastritis	atrophic gastritis	GI
522.61	Eosinophilic esophagitis	eosinophilic esophagitis	GI
751.11	Spina bifida occulta	spina bifida occulta	Cong
522.9	Gastritis	gastritis	GI
523.3	Gastric diverticulum	gastric diverticulum	GI
770.51	Vaginal agenesis	vaginal agenesis	Cong
770.52	Vaginal septum	vaginal septum	Cong
770.53	Imperforate hymen	imperforate hymen	Cong
770.6	Congenital malformations of vulva*	congenital malformations of vulva	Cong
770.61	Fusion of labia*	fusion of labia	Cong
771	Congenital malformations of male genital organs	congenital malformations of male genital organs	Cong
771.1	Undescended and ectopic testicle	undescended and ectopic testicle	Cong
771.2	Congenital malformations of penis	congenital malformations of penis	Cong
771.21	Hypospadias	hypospadias	Cong
771.22	Congenital chordee	congenital chordee	Cong
771.23	Hypoplasia of penis	hypoplasia of penis	Cong
771.24	Hidden penis	hidden penis	Cong
771.11	Undescended testis [Cryptorchidism]	undescended testis cryptorchidism	Cong
771.12	Retractile testis	retractile testis	Cong
771.25	Congenital torsion of penis*	congenital torsion of penis	Cong
771.26	Curvature of penis (lateral)*	curvature of penis lateral	Cong
771.4	Scrotal transposition	scrotal transposition	Cong
771.5	Atresia of vas deferens*	atresia of vas deferens	Cong
772	Indeterminate sex and pseudohermaphroditism	indeterminate sex and pseudohermaphroditism	Cong
772.1	Hermaphroditism	hermaphroditism	Cong
772.2	Pseudohermaphroditism*	pseudohermaphroditism	Cong
773	Congenital malformation of kidney	congenital malformation of kidney	Cong
773.1	Renal hypoplasia/aplasia	renal hypoplasiaaplasia	Cong
773.11	Renal agenesis*	renal agenesis	Cong
773.12	Renal hypoplasia*	renal hypoplasia	Cong
773.2	Renal dysplasia	renal dysplasia	Cong
773.3	Cystic kidney disease	cystic kidney disease	Cong
773.31	Medullary cystic kidney	medullary cystic kidney	Cong
773.6	Accessory kidney*	accessory kidney	Cong
773.7	Lobulated, fused and horseshoe kidney*	lobulated fused and horseshoe kidney	Cong
773.8	Ectopic kidney*	ectopic kidney	Cong
774.2	Congenital ureterocele	congenital ureterocele	Cong
774.3	Congenital megaureter*	congenital megaureter	Cong
774.4	Agenesis of ureter*	agenesis of ureter	Cong
774.5	Duplication of ureter*	duplication of ureter	Cong
774.6	Malposition of ureter*	malposition of ureter	Cong
775	Other congenital malformations of urinary system	other congenital malformations of urinary system	Cong
775.1	Exstrophy	exstrophy	Cong
775.2	Congenital posterior urethral valves*	congenital posterior urethral valves	Cong
775.3	Atresia and stenosis of urethra and bladder neck, congenital	atresia and stenosis of urethra and bladder neck congenital	Cong
775.4	Abnormality of the urachus	abnormality of the urachus	Cong
775.5	Congenital absence of bladder and urethra*	congenital absence of bladder and urethra	Cong
777.11	Laryngeal web	laryngeal web	Cong
777.13	Laryngeal hypoplasia*	laryngeal hypoplasia	Cong
777.14	Laryngocele*	laryngocele	Cong
777.15	Congenital laryngomalacia*	congenital laryngomalacia	Cong
777.2	Congenital malformations of trachea and bronchus*	congenital malformations of trachea and bronchus	Cong
777.3	Congenital malformations of lung	congenital malformations of lung	Cong
777.31	Congenital cystic lung	congenital cystic lung	Cong
777.32	Congenital bronchiectasis	congenital bronchiectasis	Cong
777.33	Congenital hypoplasia and dysplasia of lung	congenital hypoplasia and dysplasia of lung	Cong
777.34	Accessory lobe of lung*	accessory lobe of lung	Cong
777.35	Sequestration of lung [Pulmonary sequestration]*	sequestration of lung pulmonary sequestration	Cong
778	Congenital malformations of great arteries	congenital malformations of great arteries	Cong
778.1	Common arterial trunk [Truncus arteriosus]	common arterial trunk truncus arteriosus	Cong
778.2	Transposition of great vessels	transposition of great vessels	Cong
778.41	Coarctation of aorta	coarctation of aorta	Cong
778.42	Interruption of aortic arch	interruption of aortic arch	Cong
778.4	Congenital anomalies of aorta	congenital anomalies of aorta	Cong
778.43	Congenital atresia and stenosis of aorta	congenital atresia and stenosis of aorta	Cong
778.44	Aplasia or hypoplasia of aorta*	aplasia or hypoplasia of aorta	Cong
778.45	Congenital dilation of aorta*	congenital dilation of aorta	Cong
778.46	Vascular ring of aorta*	vascular ring of aorta	Cong
778.47	Right aortic arch*	right aortic arch	Cong
778.5	Anomalies of pulmonary artery, congenital	anomalies of pulmonary artery congenital	Cong
778.52	Stenosis of pulmonary artery*	stenosis of pulmonary artery	Cong
778.51	Pulmonary artery coarctation and atresia	pulmonary artery coarctation and atresia	Cong
779	Congenital malformations of heart valves	congenital malformations of heart valves	Cong
779.1	Anomalies of pulmonary valve, congenital	anomalies of pulmonary valve congenital	Cong
779.11	Pulmonary valve atresia	pulmonary valve atresia	Cong
779.12	Congenital pulmonary valve stenosis	congenital pulmonary valve stenosis	Cong
779.13	Congenital pulmonary valve insufficiency*	congenital pulmonary valve insufficiency	Cong
780	Other congenital anomalies of heart	other congenital anomalies of heart	Cong
779.2	Congenital malformations of tricuspid valve	congenital malformations of tricuspid valve	Cong
779.21	Congenital tricuspid stenosis*	congenital tricuspid stenosis	Cong
779.22	Ebstein anomaly of the tricuspid valve	ebstein anomaly of the tricuspid valve	Cong
779.3	Congenital malformation of aortic and mitral valves	congenital malformation of aortic and mitral valves	Cong
779.31	Congenital stenosis of aortic valve	congenital stenosis of aortic valve	Cong
779.32	Congenital insufficiency of aortic valve	congenital insufficiency of aortic valve	Cong
779.33	Congenital mitral stenosis	congenital mitral stenosis	Cong
