hpo_code	hpo_label	hpo_simpleLabel	hpo_original
HP_0410063	Increased level of galactonate in red blood cells	increased level of galactonate in red blood cells	True
HP_0410063	Increased level of galactonate in RBCs	increased level of galactonate in rbcs	False
HP_0410063	Increased level of galactonate in erythrocytes	increased level of galactonate in erythrocytes	False
HP_0410064	Increased level of galactitol in red blood cells	increased level of galactitol in red blood cells	True
HP_0410064	Increased level of galactitol in erythrocytes	increased level of galactitol in erythrocytes	False
HP_0410065	Increased level of hippuric acid in blood	increased level of hippuric acid in blood	True
HP_0410065	Increased level of N-benzoylglycine in blood	increased level of n-benzoylglycine in blood	False
HP_0410066	Increased level of hippuric acid in urine	increased level of hippuric acid in urine	True
HP_0410066	Increased level of N-benzoylglycine in urine	increased level of n-benzoylglycine in urine	False
HP_0410067	Increased level of L-fucose in urine	increased level of l-fucose in urine	True
HP_0410068	Increased level of L-glutamic acid in blood	increased level of l-glutamic acid in blood	True
HP_0500148	Abnormal circulating glutamate concentration	abnormal circulating glutamate concentration	True
HP_0500148	Abnormality of glutamate metabolism	abnormality of glutamate metabolism	False
HP_0410069	Increased level of propylene glycol in blood	increased level of propylene glycol in blood	True
HP_0410069	Increased level of propane-1,2-diol in blood	increased level of propane-12-diol in blood	False
HP_0410070	Increased level of ribitol in urine	increased level of ribitol in urine	True
HP_0410071	Increased level of ribitol in CSF	increased level of ribitol in csf	True
HP_0410071	Increased level of ribitol in cerebrospinal fluid	increased level of ribitol in cerebrospinal fluid	False
HP_0410072	Increased level of ribose in urine	increased level of ribose in urine	True
HP_0410073	Increased level of ribose in CSF	increased level of ribose in csf	True
HP_0410073	Increased level of ribose in cerebrospinal fluid	increased level of ribose in cerebrospinal fluid	False
HP_0410074	Increased level of xylitol in urine	increased level of xylitol in urine	True
HP_0410075	Increased level of xylitol in CSF	increased level of xylitol in csf	True
HP_0410075	Increased level of xylitol in cerebrospinal fluid	increased level of xylitol in cerebrospinal fluid	False
HP_0410132	Increased level of L-pyroglutamic acid in urine	increased level of l-pyroglutamic acid in urine	True
HP_0410132	Elevated urine 5-oxoproline	elevated urine 5-oxoproline	False
HP_0410132	Increased level of 5-oxo-L-proline in urine	increased level of 5-oxo-l-proline in urine	False
HP_0410133	Chronic idiopathic urticaria	chronic idiopathic urticaria	True
HP_0410133	CIU	ciu	False
HP_0410133	CSU	csu	False
HP_0410133	Chronic spontaneous urticaria	chronic spontaneous urticaria	False
HP_0410135	Cold urticaria	cold urticaria	True
HP_0410136	Aquagenic urticaria	aquagenic urticaria	True
HP_0410137	Solar urticaria	solar urticaria	True
HP_0410138	Vibratory urticaria	vibratory urticaria	True
HP_0410139	Exercise induced anaphylaxis	exercise induced anaphylaxis	True
HP_0410144	Abnormal biotinidase level	abnormal biotinidase level	True
HP_0410145	Decreased biotinidase level	decreased biotinidase level	True
HP_0410146	Increased biotinidase level	increased biotinidase level	True
HP_0410147	Eosinophilic infiltration in the stomach mucosa	eosinophilic infiltration in the stomach mucosa	True
HP_0410147	Eosinophilic gastritis	eosinophilic gastritis	False
HP_0410148	Idiopathic anaphylaxis	idiopathic anaphylaxis	True
HP_0410149	Drug-induced anaphylaxis	drug-induced anaphylaxis	True
HP_0410149	Drug induced anaphylaxis	drug induced anaphylaxis	False
HP_0410151	Eosinophilic infiltration of the esophagus	eosinophilic infiltration of the esophagus	True
HP_0410151	Eosinophilic esophagitis	eosinophilic esophagitis	False
HP_0410151	Eosinophilic infiltration of the oesophagus	eosinophilic infiltration of the esophagus	False
HP_0410152	Eosinophilic microabscess formation in the esophagus	eosinophilic microabscess formation in the esophagus	True
HP_0410152	Eosinophilic micro-abscess formation in the esophagus	eosinophilic micro-abscess formation in the esophagus	False
HP_0410152	Eosinophilic micro-abscess formation in the oesophagus	eosinophilic micro-abscess formation in the esophagus	False
HP_0410152	Eosinophilic microabscess formation in the oesophagus	eosinophilic microabscess formation in the esophagus	False
HP_0410153	Increased level of methylsuccinic acid in urine	increased level of methylsuccinic acid in urine	True
HP_0410153	Increased level of pyrotartaric acid in urine	increased level of pyrotartaric acid in urine	False
HP_0410154	Increased level of myristic acid in serum	increased level of myristic acid in serum	True
HP_0410154	Increased level of tetradecanoic acid in serum	increased level of tetradecanoic acid in serum	False
HP_0410156	Increased level of N-acetylneuraminic acid in urine	increased level of n-acetylneuraminic acid in urine	True
HP_0410156	Increased level of NANA in urine	increased level of nana in urine	False
HP_0410156	Increased level of Neu5Ac in urine	increased level of neu5ac in urine	False
HP_0410157	Increased level of N-acetylneuraminic acid in fibroblasts	increased level of n-acetylneuraminic acid in fibroblasts	True
HP_0410157	Increased level of NANA in fibroblasts	increased level of nana in fibroblasts	False
HP_0410157	Increased level of Neu5Ac in fibroblasts	increased level of neu5ac in fibroblasts	False
HP_0410157	Increased level of sialic acid in fibroblasts	increased level of sialic acid in fibroblasts	False
HP_0410158	Increased urine O-phosphoethanolamine level	increased urine o-phosphoethanolamine level	True
HP_0410158	Increased level of O-phosphoethanolamine in urine	increased level of o-phosphoethanolamine in urine	False
HP_0410166	Defective interstrand cross-link repair	defective interstrand cross-link repair	True
HP_0410167	Abnormal morphology of the chest musculature	abnormal morphology of the chest musculature	True
HP_0410167	Abnormality of the chest musculature	abnormality of the chest musculature	False
HP_0410168	Abnormality of the back musculature	abnormality of the back musculature	True
HP_0410169	Abnormal morphology of the shoulder musculature	abnormal morphology of the shoulder musculature	True
HP_0410169	Abnormality of the shoulder musculature	abnormality of the shoulder musculature	False
HP_0410169	Muscle issues in the shoulder	muscle issues in the shoulder	False
HP_0410171	Increased cotinine level	increased cotinine level	True
HP_0410173	Increased circulating troponin I concentration	increased circulating troponin i concentration	True
HP_0410173	Increased troponin I level in blood	increased troponin i level in blood	False
HP_0500020	Abnormal cardiac biomarker test	abnormal cardiac biomarker test	True
HP_0410174	Increased circulating troponin T concentration	increased circulating troponin t concentration	True
HP_0410174	Increased troponin T level in blood	increased troponin t level in blood	False
HP_0410176	Abnormal glucose-6-phosphate dehydrogenase level	abnormal glucose-6-phosphate dehydrogenase level	True
HP_0410176	Abnormal G6PD level	abnormal g6pd level	False
HP_0410177	Abnormal glucose-6-phosphate dehydrogenase level in blood	abnormal glucose-6-phosphate dehydrogenase level in blood	True
HP_0410177	Abnormal G6PD level in blood	abnormal g6pd level in blood	False
HP_0410178	Increased glucose-6-phosphate dehydrogenase level in blood	increased glucose-6-phosphate dehydrogenase level in blood	True
HP_0410178	Increased G6PD level in blood	increased g6pd level in blood	False
HP_0410179	Decreased glucose-6-phosphate dehydrogenase level in blood	decreased glucose-6-phosphate dehydrogenase level in blood	True
HP_0410179	Decreased G6PD level in blood	decreased g6pd level in blood	False
HP_0410180	Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot	abnormal glucose-6-phosphate dehydrogenase level in dried blood spot	True
HP_0410180	Abnormal G6PD level in dried blood spot	abnormal g6pd level in dried blood spot	False
HP_0410180	Abnormal glucose-6-phosphate dehydrogenase level in DBS	abnormal glucose-6-phosphate dehydrogenase level in dbs	False
HP_0410181	Increased glucose-6-phosphate dehydrogenase level in dried blood spot	increased glucose-6-phosphate dehydrogenase level in dried blood spot	True
HP_0410181	Increased G6PD level in dried blood spot	increased g6pd level in dried blood spot	False
HP_0410181	Increased glucose-6-phosphate dehydrogenase level in DBS	increased glucose-6-phosphate dehydrogenase level in dbs	False
HP_0410182	Decreased glucose-6-phosphate dehydrogenase level in dried blood spot	decreased glucose-6-phosphate dehydrogenase level in dried blood spot	True
HP_0410182	Decreased G6PD level in dried blood spot	decreased g6pd level in dried blood spot	False
HP_0410182	Decreased glucose-6-phosphate dehydrogenase level in DBS	decreased glucose-6-phosphate dehydrogenase level in dbs	False
HP_0410183	Abnormal glucose-6-phosphate dehydrogenase level in leukocytes	abnormal glucose-6-phosphate dehydrogenase level in leukocytes	True
HP_0410183	Abnormal G6PD level in leukocytes	abnormal g6pd level in leukocytes	False
HP_0410184	Abnormal glucose-6-phosphate dehydrogenase level in red blood cells	abnormal glucose-6-phosphate dehydrogenase level in red blood cells	True
HP_0410184	Abnormal G6PD level in RBCs	abnormal g6pd level in rbcs	False
HP_0410184	Abnormal G6PD level in red blood cells	abnormal g6pd level in red blood cells	False
HP_0410185	Abnormal glucose-6-phosphate dehydrogenase level in tissue	abnormal glucose-6-phosphate dehydrogenase level in tissue	True
HP_0410185	Abnormal G6PD level in tissue	abnormal g6pd level in tissue	False
HP_0410186	Increased glucose-6-phosphate dehydrogenase level in tissue	increased glucose-6-phosphate dehydrogenase level in tissue	True
HP_0410186	Increased G6PD level in tissue	increased g6pd level in tissue	False
HP_0410187	Decreased glucose-6-phosphate dehydrogenase level in tissue	decreased glucose-6-phosphate dehydrogenase level in tissue	True
HP_0410187	Decreased G6PD level in tissue	decreased g6pd level in tissue	False
HP_0410188	Decreased glucose-6-phosphate dehydrogenase level in red blood cells	decreased glucose-6-phosphate dehydrogenase level in red blood cells	True
HP_0410188	Decreased G6PD level in RBCs	decreased g6pd level in rbcs	False
HP_0410188	Decreased G6PD level in red blood cells	decreased g6pd level in red blood cells	False
HP_0410189	Increased glucose-6-phosphate dehydrogenase level in red blood cells	increased glucose-6-phosphate dehydrogenase level in red blood cells	True
HP_0410189	Increased G6PD level in RBCs	increased g6pd level in rbcs	False
HP_0410189	Increased G6PD level in red blood cells	increased g6pd level in red blood cells	False
HP_0410190	Decreased glucose-6-phosphate dehydrogenase level in leukocytes	decreased glucose-6-phosphate dehydrogenase level in leukocytes	True
HP_0410190	Decreased G6PD level in leukocytes	decreased g6pd level in leukocytes	False
HP_0410191	Increased glucose-6-phosphate dehydrogenase level in leukocytes	increased glucose-6-phosphate dehydrogenase level in leukocytes	True
HP_0410191	Increased G6PD level in leukocytes	increased g6pd level in leukocytes	False
HP_0410192	Abnormal uridine diphosphate glucose-4-epimerase level	abnormal uridine diphosphate glucose-4-epimerase level	True
HP_0410192	Abnormal UDP-glucose 4-epimerase level	abnormal udp-glucose 4-epimerase level	False
HP_0410193	Abnormal uridine diphosphate glucose-4-epimerase level in plasma	abnormal uridine diphosphate glucose-4-epimerase level in plasma	True
HP_0410193	Abnormal UDP-glucose 4-epimerase activity level in plasma	abnormal udp-glucose 4-epimerase activity level in plasma	False
HP_0410194	Increased uridine diphosphate glucose-4-epimerase level in plasma	increased uridine diphosphate glucose-4-epimerase level in plasma	True
HP_0410194	Increased UDP-glucose 4-epimerase level in plasma	increased udp-glucose 4-epimerase level in plasma	False
HP_0410195	Decreased uridine diphosphate glucose-4-epimerase level in plasma	decreased uridine diphosphate glucose-4-epimerase level in plasma	True
HP_0410195	Decreased UDP-glucose 4-epimerase level in plasma	decreased udp-glucose 4-epimerase level in plasma	False
HP_0410196	Abnormal uridine diphosphate glucose-4-epimerase level in red blood cells	abnormal uridine diphosphate glucose-4-epimerase level in red blood cells	True
HP_0410196	Abnormal UDP-glucose 4-epimerase level in RBCs	abnormal udp-glucose 4-epimerase level in rbcs	False
HP_0410196	Abnormal UDP-glucose 4-epimerase level in red blood cells	abnormal udp-glucose 4-epimerase level in red blood cells	False
HP_0410197	Increased uridine diphosphate glucose-4-epimerase level in red blood cells	increased uridine diphosphate glucose-4-epimerase level in red blood cells	True
HP_0410197	Increased UDP-glucose 4-epimerase level in RBCs	increased udp-glucose 4-epimerase level in rbcs	False
HP_0410197	Increased UDP-glucose 4-epimerase level in red blood cells	increased udp-glucose 4-epimerase level in red blood cells	False
HP_0410198	Decreased uridine diphosphate glucose-4-epimerase level in red blood cells	decreased uridine diphosphate glucose-4-epimerase level in red blood cells	True
HP_0410198	Decreased UDP-glucose 4-epimerase level in RBCs	decreased udp-glucose 4-epimerase level in rbcs	False
HP_0410198	Decreased UDP-glucose 4-epimerase level in red blood cells	decreased udp-glucose 4-epimerase level in red blood cells	False
HP_0410199	Increased CSF urate concentration	increased csf urate concentration	True
HP_0410199	Elevated CSF urate concentration	elevated csf urate concentration	False
HP_0410199	Increased cerebrospinal fluid urate	increased cerebrospinal fluid urate	False
HP_0500117	Abnormal CSF urate concentration	abnormal csf urate concentration	True
HP_0410200	Positive meconium barbiturate test	positive meconium barbiturate test	True
HP_0500098	Meconium xenobiotic	meconium xenobiotic	True
HP_0410201	Positive hair barbiturate test	positive hair barbiturate test	True
HP_0500099	Hair xenobiotic	hair xenobiotic	True
HP_0410202	Positive stool barbiturate test	positive stool barbiturate test	True
HP_0500097	Stool xenobiotic	stool xenobiotic	True
HP_0410203	Positive gastric fluid barbiturate test	positive gastric fluid barbiturate test	True
HP_0500101	Gastric fluid xenobiotic	gastric fluid xenobiotic	True
HP_0410204	Increased intestinal transit time	increased intestinal transit time	True
HP_0410205	Abnormal circulating nicotinurate concentration	abnormal circulating nicotinurate concentration	True
HP_0410205	Abnormal circulating N-nicotinoylglycine level	abnormal circulating n-nicotinoylglycine level	False
HP_0410205	Abnormal circulating nicotinurate level	abnormal circulating nicotinurate level	False
HP_0410206	Increased circulating nicotinurate level	increased circulating nicotinurate level	True
