narrower,phecode1.2_label,hpo_label,phecode1.2_code,hpo_code
,Disorders of vitreous body,Vitreomacular adhesion,379.2,HP_0031150
,Secondary malignant neoplasm,Neoplasm,198,HP_0002664
,Cardiac congenital anomalies,Scimitar anomaly,747.1,HP_0011626
,Helminthiases,Central nervous system cyst,134,HP_0030724
,Congenital anomalies of limbs,Cyclopia,755,HP_0009914
,Irregular menstrual cycle/bleeding,Secondary amenorrhea,626.1,HP_0000869
,Abnormal movement,Ataxia,350,HP_0001251
,Atrial fibrillation,Permanent atrial fibrillation,427.21,HP_0004754
,Pleurisy; pleural effusion,Pleural plaque,507,HP_0033398
,Alopecia,Patchy alopecia,704.1,HP_0002232
,Cancer of brain,Neoplasm,191.11,HP_0002664
,Nonspecific findings on examination of blood,Increased circulating antibody level,790,HP_0010702
,Acidosis,Hyperchloremic acidosis,276.41,HP_0001995
,"Esophagitis, GERD and related diseases",Esophageal ulceration,530.1,HP_0004791
,Nephritis and nephropathy without mention of glomerulonephritis,Minimal change glomerulonephritis,580.3,HP_0012579
,Absent or infrequent menstruation,Primary amenorrhea,626.11,HP_0000786
,Ptosis of eyelid,Bilateral ptosis,374.3,HP_0001488
,Hypertrophic obstructive cardiomyopathy,Hypertrophic cardiomyopathy,425.11,HP_0001639
,Chromosomal anomalies and genetic disorders,Congenital kyphoscoliosis,758,HP_0008453
,"Vaginal enterocele, congenital or acquired",Abnormality of the genitourinary system,618.6,HP_0000119
,Mucous polyp of cervix,Abnormal inflammatory response,622.2,HP_0012647
,Disorders of the pituitary gland and its hypothalamic control,Microprolactinoma,253,HP_0012341
,Diseases of esophagus,Oral leukoplakia,530,HP_0002745
,"Disorders of fluid, electrolyte, and acid-base balance",Alkalemia,276,HP_0032369
,Spinal stenosis of lumbar region,Lumbar spinal canal stenosis,720.1,HP_0004610
,Cancer of intrathoracic organs,Thymoma,164,HP_0100522
,"Malignant neoplasm of small intestine, including duodenum",Carcinoma,159.2,HP_0030731
,Congenital osteodystrophies,Osteopetrosis,756.5,HP_0011002
,Chromosomal anomalies,Congenital kyphoscoliosis,758.1,HP_0008453
,Vitamin B-complex deficiencies,Decreased serum complement C4b,261.2,HP_0045044
,Muscular wasting and disuse atrophy,Amyotrophic lateral sclerosis,772.1,HP_0007354
,Cardiomyopathy,Apical hypertrophic cardiomyopathy,425,HP_0031992
,Congenital anomalies of the integument,Lymphedema,757,HP_0001004
,Other disorders of testis,Abnormality of the genitourinary system,603,HP_0000119
,Disorders of refraction and accommodation; blindness and low vision,Severely reduced visual acuity,367,HP_0001141
,Other disorders of eyelids,Lower eyelid coloboma,374,HP_0000652
,Isoimmunization of fetus or newborn,Prolonged neonatal jaundice,656.1,HP_0006579
,Other acquired deformities of limbs,Scapular winging,736,HP_0003691
,"Iron deficiency anemias, unspecified or not due to blood loss",Heinz body anemia,280.1,HP_0005511
,Benign neoplasm of colon,Neuroendocrine neoplasm,208,HP_0100634
,Occlusion of cerebral arteries,Thromboembolic stroke,433.2,HP_0001727
,Other perinatal conditions of fetus or newborn,Aspiration pneumonia,656,HP_0011951
,Other perinatal conditions of fetus or newborn,Transient neutropenia,656,HP_0410255
,"Anomalies of respiratory system, congenital",Laryngotracheal stenosis,748,HP_0004894
,Speech and language disorder,Impaired social interactions,315.2,HP_0000735
,Intestinal infection,Lung abscess,008,HP_0025044
,Macroglobulinemia,Leukemia,270.35,HP_0001909
,Primary/intrinsic cardiomyopathies,Cardiomyopathy,425.1,HP_0001638
,Other infectious and parasitic diseases,Abnormality of the skin,136,HP_0000951
,Azoospermia and oligospermia,Abnormality of the genitourinary system,609.11,HP_0000119
,Disorders of tooth development,Gemination,520,HP_0011091
,Abnormal findings on study of brain and/or nervous system,EMG abnormality,346,HP_0003457
,Dyschromia and Vitiligo,Nevus spilus,694,HP_0025510
,Precocious sexual development and puberty NEC,Puberty and gonadal disorders,259.4,HP_0008373
,Leukemia,Acute promyelocytic leukemia,204,HP_0004836
,Psychogenic and somatoform disorders,Bruxism,303,HP_0003763
,"Diseases of nail, NOS",Fragile nails,703,HP_0001808
,Inguinal hernia,Hernia,550.1,HP_0100790
,Hemorrhoids,Abnormality of the gastrointestinal tract,455,HP_0011024
,Miscarriage; stillbirth,Hydatidiform mole,634,HP_0032192
,"Inflammatory disease of cervix, vagina, and vulva",Recurrent aphthous stomatitis,614.5,HP_0011107
,Duodenal ulcer,Gastric ulcer,531.3,HP_0002592
,Retinal vascular changes and abnomalities,Retinal vasculitis,362.4,HP_0025188
,Cardiac conduction disorders,Wolff-Parkinson-White syndrome,426,HP_0001716
,Paroxysmal ventricular tachycardia,Polymorphic ventricular tachycardia,427.12,HP_0031677
,Breast cancer [male],Neoplasm,174.2,HP_0002664
,Endocrine and metabolic disturbances of fetus and newborn,Hypoparathyroidism,656.3,HP_0000829
,Phobia,Claustrophobia,300.13,HP_0025253
,Gross hematuria,Abnormality of the genitourinary system,593.1,HP_0000119
,Genitourinary congenital anomalies,Retractile testis,751,HP_0012646
,Central origin vertigo,Congenital nystagmus,386.21,HP_0006934
,Cancer of eye,Neoplasm,190,HP_0002664
,Cellulitis and abscess of arm/hand,Abnormality of the skin,681.3,HP_0000951
,Symptoms and disorders of the joints,Abnormal joint morphology,741,HP_0001367
,Intracranial hemorrhage,Ischemic stroke,430,HP_0002140
,Diabetes mellitus,obsolete Glucose intolerance,250,HP_0000833
,"Disorders secondary to childbirth, surgery, trauma",Abnormality of the genitourinary system,617,HP_0000119
,Fracture of vertebral column without mention of spinal cord injury,Paradoxical respiration,805,HP_0030207
,Stress fracture,Fractured humerus,743.4,HP_0041055
,Mood disorders,Bipolar affective disorder,296,HP_0007302
,Cataplexy and narcolepsy,Narcolepsy,347,HP_0030050
,Systemic sclerosis,Scleroderma,709.3,HP_0100324
,Other specified congenital anomalies of nervous system,Alobar holoprosencephaly,752.2,HP_0006988
,Muscular dystrophies and other myopathies,Mitochondrial myopathy,359,HP_0003737
,Congenital osteodystrophies,Multiple epiphyseal dysplasia,756.5,HP_0002654
,Respiratory abnormalities,Hyperventilation,513,HP_0002883
,Abnormal movement,Abnormal head movements,350,HP_0002457
,Nontoxic nodular goiter,Goiter,241,HP_0000853
,Intestinal malabsorption (non-celiac),Celiac disease,557,HP_0002608
,Congenital anomalies of urinary system,Renal duplication,751.2,HP_0000075
,Acute upper respiratory infections of multiple or unspecified sites,Pharyngitis,465,HP_0025439
,Ptosis of eyelid,Amblyopia,374.3,HP_0000646
,Cardiac dysrhythmias,Sick sinus syndrome,427,HP_0011704
,Disorders of carbohydrate transport and metabolism,Galactose intolerance,271,HP_0004919
,Other disorders of intestine,Abnormal intestine morphology,569,HP_0002242
,Vascular complications of surgery and medical procedures,Raynaud phenomenon,856,HP_0030880
,Other disorders of lipoid metabolism,Aspartylglucosaminuria,277.5,HP_0012068
,Acute graft-versus-host disease,Complement deficiency,081.11,HP_0004431
,Congestive heart failure; nonhypertensive,High-output congestive heart failure,428,HP_0001722
,Leukemia,Chronic leukemia,204,HP_0005558
,Myeloproliferative disease,Sideroblastic anemia,200,HP_0001924
,Cellulitis and abscess of arm/hand,Cutaneous abscess,681.3,HP_0031292
,Hyperaldosteronism,Primary hyperaldosteronism,255.12,HP_0011736
,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),Benign neoplasm of the central nervous system,227.3,HP_0100835
,Basal cell carcinoma,Carcinoma,172.21,HP_0030731
,Nephritis; nephrosis; renal sclerosis,Crescentic glomerulonephritis,580,HP_0008653
,Extrapyramidal disease and abnormal movement disorders,Blepharospasm,333,HP_0000643
,Spina bifida,Spina bifida occulta,752.11,HP_0003298
,Cleft palate,Cleft upper lip,749.1,HP_0000204
,Pathologic fracture of vertebrae,Bone fracture,743.21,HP_0020110
,Nephritis and nephropathy with pathological lesion,Nephritis,580.32,HP_0000123
,Genitourinary congenital anomalies,Rectovaginal fistula,751,HP_0000143
,Other retinal disorders,Pigmentary retinopathy,362,HP_0000580
,Rhabdomyolysis,Myopathy,772.4,HP_0003198
,Cardiac conduction disorders,Mobitz II atrioventricular block,426,HP_0011708
,Carditis,Pericarditis,420,HP_0001701
,Strabismus and other disorders of binocular eye movements,Microtropia,378,HP_0031724
,Broken tooth,Fractured mandible,873,HP_0041155
,Cardiac shunt/ heart septal defect,Discordant atrioventricular connection,747.11,HP_0011553
,Disorders of lacrimal system,Lacrimal duct stenosis,375,HP_0007678
,Other venous embolism and thrombosis,Thromboembolic stroke,452,HP_0001727
,Alcohol-related disorders,Hepatic steatosis,317,HP_0001397
,Nephritis and nephropathy without mention of glomerulonephritis,Nephritis,580.3,HP_0000123
,Disorders of plasma protein metabolism,Increased circulating antibody level,270.3,HP_0010702
,Disorders of other cranial nerves,Trigeminal neuralgia,352,HP_0100661
,Other perinatal conditions of fetus or newborn,Recurrent pneumonia,656,HP_0006532
,Spinocerebellar disease,Spinocerebellar tract degeneration,334.1,HP_0002503
,Congenital anomalies of genital organs,Perineal hypospadias,751.1,HP_0000051
,"Thyroiditis, acute and subacute",Abnormality of the thyroid gland,245.1,HP_0000820
,Paralytic strabismus,Ophthalmoplegia,378.5,HP_0000602
,Hematological disorders of newborn,Disseminated intravascular coagulation,656.5,HP_0005521
,Cardiac and circulatory congenital anomalies,Mitral stenosis,747,HP_0001718
,Other congenital musculoskeletal anomalies,Brachydactyly,756,HP_0001156
,Cardiac and circulatory congenital anomalies,Arteriovenous fistula,747,HP_0004947
,Other and unspecified congenital anomalies,Splenomegaly,759,HP_0001744
,Spina bifida,Myelomeningocele,752.11,HP_0002475
,Other alveolar and parietoalveolar pneumonopathy,Pulmonary lymphangiomyomatosis,504,HP_0012798
,Regional enteritis,Abnormality of the gastrointestinal tract,555.1,HP_0011024
,Glucocorticoid deficiency,Adrenal insufficiency,255.21,HP_0000846
,Congenital anomalies of male genital organs,Cryptorchidism,751.12,HP_0000028
,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",Abnormality of the neck,293.1,HP_0000464
,Broken tooth,Overjet,873,HP_0011095
,Peritoneal adhesions (postoperative) (postinfection),Abdominal adhesions,568.1,HP_0033134
,Benign neoplasm of other endocrine glands and related structures,Chemodectoma,227,HP_0030074
,Phlebitis and thrombophlebitis,Thromboembolic stroke,451,HP_0001727
,Glucocorticoid deficiency,Decreased circulating cortisol level,255.21,HP_0008163
,"Breast conditions, congenital or relating to hormones",Supernumerary nipple,612,HP_0002558
,Abnormality of red blood cells,Methemoglobinemia,289.9,HP_0012119
,"Lymphoid leukemia, chronic",Neoplasm,204.12,HP_0002664
,Irregular menstrual cycle/bleeding,Irregular menstruation,626.1,HP_0000858
,Anatomical abnormatilies of kidney and ureters,Glomerular sclerosis,586.1,HP_0000096
,Cardiac conduction disorders,Bundle branch block,426,HP_0011710
,Chronic cystitis,Abnormality of the genitourinary system,592.12,HP_0000119
,Acne,Acne,706.1,HP_0001061
,Other disorders of eye,Heterochromia iridis,379,HP_0001100
,Valvular heart disease/ heart chambers,Congenital mitral stenosis,747.12,HP_0011570
,Other disorders of circulatory system,Gastrointestinal hemorrhage,459,HP_0002239
,Hemorrhage in early pregnancy,Vasa previa,636.3,HP_0033991
,Congenital anomalies of genital organs,Streak ovary,751.1,HP_0010464
,Chronic pulmonary heart disease,Pulmonary arterial hypertension,415.2,HP_0002092
,Nephritis; nephrosis; renal sclerosis,Focal segmental glomerulosclerosis,580,HP_0000097
,Deep vein thrombosis [DVT],Deep venous thrombosis,452.2,HP_0002625
,Late effects of cerebrovascular disease,Weakness of facial musculature,433.8,HP_0030319
,Circumscribed scleroderma,Abnormality of the skin,701.3,HP_0000951
,Immunity deficiency,Complement deficiency,279.1,HP_0004431
,Lipoma,Neoplasm,214,HP_0002664
,"Benign neoplasm of brain, cranial nerves, meninges",Vestibular Schwannoma,225.1,HP_0009588
,Disorders of the globe,Abnormality of the eye,360,HP_0000478
,Disturbance of skin sensation,Hypoesthesia,687.4,HP_0033748
,Respiratory insufficiency,Respiratory distress,509.2,HP_0002098
,Hypertrophy of female genital organs,obsolete Clitoromegaly,623,HP_0000057
,Hearing loss,Severe sensorineural hearing impairment,389,HP_0008625
,"Infertility, female, associated with anovulation",Polycystic ovaries,626.15,HP_0000147
,Atrial flutter,Paroxysmal atrial fibrillation,427.22,HP_0004757
,Other disorders of bone and cartilage,Rib osteolysis,733,HP_0034047
,"Allergies, other",Abnormality of the gastrointestinal tract,949,HP_0011024
,"Paroxysmal tachycardia, unspecified",Supraventricular arrhythmia,427.1,HP_0005115
,Dissociative disorder,Dissociative reaction,303.1,HP_0032940
,Thyroid cancer,Thyroid carcinoma,193,HP_0002890
,Other diseases of blood and blood-forming organs,Carcinoma,289,HP_0030731
,Other disorders of eye,Abnormal pupillary function,379,HP_0007686
,Lagophthalmos,Lagopthalmos,374.2,HP_0030001
,Chronic osteomyelitis,Osteoid osteoma,710.12,HP_0030433
,Fracture of clavicle or scapula,Fractured left clavicle,803.3,HP_0041116
,Malignant neoplasm of gallbladder and extrahepatic bile ducts,Neoplasm,159.3,HP_0002664
,Polyp of corpus uteri,Abnormality of the genitourinary system,622.1,HP_0000119
,Dislocation,Knee dislocation,830,HP_0004976
,Hearing loss,Tinnitus,389,HP_0000360
,Type 1 diabetes with ketoacidosis,Diabetes mellitus,250.11,HP_0000819
,"Neuralgia, neuritis, and radiculitis NOS",Neuralgia,766,HP_0033345
,Cardiac congenital anomalies,Ectopia cordis,747.1,HP_0001683
,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",Recurrent aphthous stomatitis,528,HP_0011107
,Atrial fibrillation and flutter,Paroxysmal atrial fibrillation,427.2,HP_0004757
,Alcohol-related disorders,Psychosis,317,HP_0000709
,Respiratory abnormalities,Central cyanosis,513,HP_0034032
,Separation of retinal layers,Central serous chorioretinopathy,362.31,HP_0025567
,Abnormality of gait,Tip-toe gait,350.2,HP_0030051
,Diabetes or abnormal glucose tolerance complicating pregnancy,Maternal diabetes,649.1,HP_0009800
,Urethritis and urethral syndrome,Urethritis,592.2,HP_0500006
,Other congenital musculoskeletal anomalies,Morgagni diaphragmatic hernia,756,HP_0025194
,Disorders involving the immune mechanism,B lymphocytopenia,279,HP_0010976
,Cerebrovascular disease,Transient global amnesia,433,HP_0010534
,Intracerebral hemorrhage,Antenatal intracerebral hemorrhage,430.2,HP_0007023
,Other endocrine disorders,Neoplasm of the endocrine system,259,HP_0100568
,Inflammation of the eye,Intermediate uveitis,371,HP_0012124
,Benign neoplasm of ovary,Carcinoma,220,HP_0030731
,Somatoform disorder,Psychogenic non-epileptic seizure,303.4,HP_0033052
,Phlebitis and thrombophlebitis of intracranial venous sinuses,Ptosis,325,HP_0000508
,Other diseases of blood and blood-forming organs,Hemolytic anemia,289,HP_0001878
,Diseases of esophagus,Mallory-Weiss tear,530,HP_0032062
,Cardiac congenital anomalies,Complete atrioventricular canal defect,747.1,HP_0001674
,Noninflammatory disorders of vagina,Abdominal adhesions,619.4,HP_0033134
,Cancer of other endocrine glands,Neoplasm of the parathyroid gland,194,HP_0100733
,Other local infections of skin and subcutaneous tissue,Pyoderma gangrenosum,686,HP_0025452
,Complications of labor and delivery NEC,Placenta increta,669,HP_0025655
,Cancer within the respiratory system,Neoplasm of the lung,165,HP_0100526
,"Spondylolisthesis, congenital",Spondylolisthesis,754.2,HP_0003302
,Erythematosquamous dermatosis,Atopic dermatitis,690,HP_0001047
,Myeloproliferative disease,Refractory anemia,200,HP_0005505
,Epilepsy,Generalized non-motor (absence) seizure,345.1,HP_0002121
,Visual disturbances,Congenital stationary night blindness,368,HP_0007642
,Cardiac congenital anomalies,Mixed total anomalous pulmonary venous connection,747.1,HP_0011722
,Contracture of palmar fascia [Dupuytren's disease],Dupuytren contracture,728.71,HP_0005679
,Cancer within the respiratory system,Pulmonary arterial hypertension,165,HP_0002092
,Congenital anomaly of fingers/toes,Congenital facial diplegia,755.3,HP_0007188
,Vesicoureteral reflux,Abnormal tubulointerstitial morphology,586.12,HP_0001969
,Congenital anomalies of peripheral vascular system,Congenital malformation of the great arteries,747.2,HP_0011603
