phecodeX_label	hpo_label	phecodeX_code	hpo_code
Stroke and transient cerebral ischemic attacks	Weakness of facial musculature	431	HP_0030319
Non-inflammatory spondylopathy	Spinal deformities	715	HP_0008443
Congenital cerebral cysts*	Porencephalic cyst	750.4	HP_0002132
Scleral staphyloma	Posterior staphyloma	368.1	HP_0030856
Apnea NEC	Apnea	488.7	HP_0002104
Congenital anomalies of aorta	Left aortic arch with retroesophageal diverticulum of Kommerell	778.4	HP_0011593
Food allergy	Seafood allergy	840.1	HP_0410333
Lesions of mouth	Oral leukoplakia	507	HP_0002745
Malignant neoplasm of the endocrine glands	Carcinoid tumor	110	HP_0100570
Severe or profound intellectual disabilities	Intellectual disability, profound	892.63	HP_0002187
Indeterminate sex and pseudohermaphroditism	Streak ovary	772	HP_0010464
Congenital malformations of brain	Arrhinencephaly	750	HP_0002139
Abdominal pain	Abdominal pain	527	HP_0002027
Malignant neoplasm of the prostate	Neoplasm	107.2	HP_0002664
Pain	Lower limb pain	809	HP_0012514
Inflammation of the heart [Carditis]	Myofibrillar myopathy	410	HP_0003715
Decreased white blood cell count	Agranulocytosis	170	HP_0012234
Infection due to medical care	Abnormality of the gastrointestinal tract	C945	HP_0011024
Corneal scars and opacities	Central opacification of the cornea	369.1	HP_0011493
Pneumoconiosis	Anthracosis	477.1	HP_0033375
Constipation	Constipation	529.5	HP_0002019
Attention-deficit hyperactivity disorders	Hyperactivity	893.1	HP_0000752
Diabetes mellitus due to underlying condition*	Diabetes mellitus	202.31	HP_0000819
Dysmenorrhea	Dysmenorrhea	626.2	HP_0100607
Benign neoplasm of the genitourinary system	Benign genitourinary tract neoplasm	146	HP_0006778
Hemangioma and lymphangioma	Cerebral cavernous malformation	139.6	HP_0033522
Diseases of the pancreas	Acute pancreatitis	554	HP_0001735
Disorders of eyelid function	Paralytic ectropion	361	HP_0500069
Double outlet left ventricle	Double outlet left ventricle	778.7	HP_0011581
Dysplasia of female genital organs	Aplasia of the vagina	620	HP_0003250
Aplasia/Hypoplasia of the brain	Spinal dysraphism	750.1	HP_0010301
Migraine with aura	Migraine with aura	331.61	HP_0002077
Corpus luteum cyst or hematoma	Ovarian cyst	628.2	HP_0000138
Congenital anomalies of eye	Nuclear cataract	753	HP_0100018
Scoliosis	Scoliosis	714.3	HP_0002650
Abnormalities of the hair	Central heterochromia	684.8	HP_0007818
Obstructive and reflux uropathy	Grade I vesicoureteral reflux	581.3	HP_0033735
Dry eye syndrome [Tear film insufficiency]	Keratoconjunctivitis sicca	363.2	HP_0001097
Acquired deformities of the knee	Bowing of the legs	710.3	HP_0002979
Keratinocyte carcinoma	Neoplasm	103.2	HP_0002664
Streptococcus pneumoniae	Abnormality of the gastrointestinal tract	004.1	HP_0011024
Ectropion of eyelid	Cicatricial ectropion	361.9	HP_0025608
Aneurysm or ectasia	Carotid artery dissection	438	HP_0012158
Symptoms related to joints	Shoulder pain	713	HP_0030834
Scoliosis	Congenital kyphoscoliosis	714.3	HP_0008453
Hearing impairment	Conductive hearing impairment	396	HP_0000405
Obesity	Obesity	236.1	HP_0001513
Fibrosis and cirrhosis of liver	Hepatic fibrosis	542.1	HP_0001395
Demyelinating diseases of the central nervous system	Delayed CNS myelination	326	HP_0002188
Viral infections	Keratoconjunctivitis	089.2	HP_0001096
Spinal instabilities*	Atlantoaxial dislocation	712.63	HP_0003414
Primary osteoarthritis of the shoulder, upper arm	Osteoarthritis	708.14	HP_0002758
Biliuria	Bilirubinuria	832.3	HP_0031811
Lymphoid	Anaplastic large-cell lymphoma	120.2	HP_0012193
Enlargement of lymph nodes [Lymphadenopathy]	Enlarged mesenteric lymph node	177.2	HP_0025043
Dislocation of knee	Patellar subluxation	T830.7	HP_0010499
Generalized hyperhidrosis	Hyperhidrosis	685.82	HP_0000975
Hemolytic anemias	Stomatocytosis	161	HP_0004446
Gynecological malignant neoplasms	Vulvar intraepithelial neoplasia	106	HP_0032202
Diseases of the jaws	Torus palatinus	734	HP_0100789
Ectropion of eyelid	Ectropion	361.9	HP_0000656
Bacterial meningitis	Meningitis	320.11	HP_0001287
Drug induced dystonia	Torsion dystonia	324.31	HP_0001304
Cervical rib	Supernumerary ribs	787.51	HP_0005815
Male infertility	Non-obstructive azoospermia	609	HP_0011961
Plasma cell	Leukemia	120.11	HP_0001909
Dissociative, conversion and factitious disorders	Dissociative reaction	291	HP_0032940
Major anomalies of jaw size	Mandibular prognathia	733.1	HP_0000303
Craniosynostosis*	Craniosynostosis	758.23	HP_0001363
Central nervous system complications, not elsewhere classified	Multiple central nervous system lipomas	C930	HP_0100251
Malignant sarcoma-related cancers	Carcinoma	104	HP_0030731
Abscess or ulceration of vulva	Abnormality of the genitourinary system	614.54	HP_0000119
Neutropenia	Neutropenia in presence of anti-neutropil antibodies	170.1	HP_0001904
Cleft lip	Cleft lip	757.2	HP_0410030
Aplasia/Hypoplasia of the external ear	Focal absence of the external ear	755.1	HP_0400003
Pneumonia due to Hemophilus influenzae	Pneumonia	468.24	HP_0002090
Other skin and subcutaneous disorders	Lymphocytoma cutis	678	HP_0031549
Back pain	Neuroma	718	HP_0030430
Dentofacial anomalies, including malocclusion	Overjet	733	HP_0011095
Actinic keratosis	Abnormality of the skin	673.1	HP_0000951
Exostosis	Arthropathy	724.5	HP_0003040
Acute posthemorrhagic anemia	Abnormality of blood and blood-forming tissues	164.3	HP_0001871
Subaortic stenosis, congenital	Subvalvular aortic stenosis	780.7	HP_0001682
Benign sarcoma-related cancers	Neoplasm	139	HP_0002664
Hearing impairment	Progressive sensorineural hearing impairment	396	HP_0000408
Visual disturbances	Diplopia	386	HP_0000651
Diverticulum of bladder	Abnormality of the genitourinary system	596.3	HP_0000119
Strabismus	Internuclear ophthalmoplegia	381	HP_0030773
Gastrointestinal hemorrhage	Melena	557	HP_0002249
Chronic hepatitis	Decreased liver function	540.1	HP_0001410
Shigella	Bloody diarrhea	027	HP_0025085
Gastrointestinal hemorrhage	Bloody diarrhea	557	HP_0025085
Hearing impairment	Infantile sensorineural hearing impairment	396	HP_0008610
Mature B-cell	Non-Hodgkin lymphoma	120.21	HP_0012539
Congenital malformations of eyelid	Dermatochalasis	754.1	HP_0010750
Clostridium difficile	Clostridium difficile enteritis	015.2	HP_0032167
Malignant neoplasm of eye	Neoplasm	109.1	HP_0002664
Dentofacial anomalies, including malocclusion	Hyperplasia of the maxilla	733	HP_0430028
Inguinal hernia	Inguinal hernia	520.11	HP_0000023
Benign neoplasm of lacrimal gland and duct	Neoplasm	148.12	HP_0002664
Other abnormal findings in urine	Myoglobinuria	832	HP_0002913
Adult failure to thrive	Failure to thrive	230.7	HP_0001508
Chronic kidney disease	Renovascular hypertension	583	HP_0100817
Aplasia/Hypoplasia of the brain	Lipomeningocele	750.1	HP_0030710
Other disorders involving the immune mechanism	Leukemia	180	HP_0001909
Benign neoplasms of external female genital organs and cervix	Vaginal neoplasm	144.1	HP_0100650
Neural tube defects and congenital disorders of the spinal cord	Frontal encephalocele	751	HP_0007330
Multiple cranial nerve palsies	Polyneuropathy	334.9	HP_0001271
Chronic liver disease and sequelae	Abnormality of the gastrointestinal tract	542	HP_0011024
Motor neuron disease	Progressive spinal muscular atrophy	323.3	HP_0009067
Abnormal cardiac sounds	Holosystolic murmur	423	HP_0031667
Obstructive hypertrophic cardiomyopathy	Myofibrillar myopathy	414.11	HP_0003715
Autoimmune disease	Polyarticular arthritis	181	HP_0005764
Disorders of puberty	Growth delay	217	HP_0001510
Myeloid	Refractory anemia with ringed sideroblasts	120.1	HP_0004828
Ovarian dysfunction	obsolete Precocious menopause	214	HP_0100805
Intracranial injury	Subdural hemorrhage	T851	HP_0100309
Chrystal arthropathies	Gout	703	HP_0001997
Pleural effusion	Hemothorax	483	HP_0012151
Kyphosis	Cervical kyphosis	714.1	HP_0002947
Sensorineural hearing loss	Old-aged sensorineural hearing impairment	396.2	HP_0040113
Tree nut allergy	Nut food product allergy	840.14	HP_0410331
Disturbances in tooth eruption	Abnormality of the gastrointestinal tract	500.4	HP_0011024
Hyperhidrosis	Hyperhidrosis	685.8	HP_0000975
Malignant neuroendocrine tumors	Glucagonoma	114.1	HP_0030404
Sensorineural hearing loss	Infantile sensorineural hearing impairment	396.2	HP_0008610
Congenital dislocation of hip	Hip dysplasia	783.1	HP_0001385
Skin symptoms	Cutis laxa	679	HP_0000973
Tachypnea	Hyperventilation	488.4	HP_0002883
Arthrogryposis multiplex congenita*	Congenital contracture	789.4	HP_0002803
Contusion	Subcutaneous hemorrhage	T890	HP_0001933
Acute kidney failure with medullary necrosis	Renal papillary necrosis	582.3	HP_0032632
Basal cell carcinoma	Neoplasm	103.21	HP_0002664
Other cerebrovascular disease	Posterior cerebral artery stenosis	433	HP_0012495
Spinal instabilities*	Spinal deformities	712.63	HP_0008443
Irregular menstrual cycle/bleeding	Irregular menstruation	626.1	HP_0000858
Adverse effect of other drug	Hypoglycemia	973	HP_0001943
Parasites	Trichiasis	084	HP_0001128
Villonodular synovitis	Abnormal joint morphology	707.1	HP_0001367
Renal hypoplasia/aplasia	Potter facies	773.1	HP_0002009
Lymphoid	Hodgkin lymphoma	120.2	HP_0012189
Transitory ileus of newborn	Paralytic ileus	865.12	HP_0002590
Carpal tunnel syndrome	Polyneuropathy	336.1	HP_0001271
Hypertensive heart disease with heart failure	Right ventricular failure	424.6	HP_0001708
Disorders of autonomic nervous system	Neuritis	343	HP_0031002
Rheumatoid arthritis without rheumatoid factor*	Polyarticular arthritis	705.13	HP_0005764
Other acute skin changes due to ultraviolet radiation	Solar urticaria	672	HP_0410137
Aplasia/Hypoplasia of the brain	Aplasia/Hypoplasia of the brainstem	750.1	HP_0007362
Diseases of vocal cords and larynx, not elsewhere classified	Bilateral vocal cord paralysis	472	HP_0012820
Cyst of spleen*	Splenic cyst	174.6	HP_0030423
Acute bronchiolitis	Bronchiolitis	470	HP_0011950
Testicular hypofunction	Androgen insufficiency	215.1	HP_0008226
Hyperuricemia	Gout	703.1	HP_0001997
Disturbances of sulphur-bearing amino-acid metabolism	Sulfite oxidase deficiency	240.4	HP_0003643
Saccadic eye movements	Slow saccadic eye movements	383.2	HP_0000514
Aplasia/hypoplasia of testis and scrotum*	Monorchism	771.3	HP_0030868
Inflammatory diseases of female pelvic organs	Vaginitis	614	HP_0030683
Punctate keratitis	Punctate keratitis	367.22	HP_0011859
Infections	Unusual CNS infection	089	HP_0011450
Marfan syndrome	Tapered finger	730.4	HP_0001182
Avoidant personality disorder	Personality disorder	296.6	HP_0012075
Cancer (solid tumor, excluding BCC)	Acral lentiginous melanoma	130	HP_0012060
Epilepsy	Epileptic spasm	330.1	HP_0011097
Disorders of fluid, electrolyte and acid-base balance	Alkalosis	256	HP_0001948
Aneurysm or ectasia	obsolete Dissecting aortic dilatation	438	HP_0002622
Facial nerve disorders and weakness	Polyneuropathy	334.2	HP_0001271
Spinal stenosis	Spinal canal stenosis	715.4	HP_0003416
Periodontal diseases	Gingival fibromatosis	504	HP_0000169
Pyoderma gangrenosum	Pyoderma gangrenosum	669.1	HP_0025452
Rheumatoid arthritis and other inflammatory polyarthropathies	Arthropathy	705	HP_0003040
Acute lymphoid leukemia	Leukemia	121.11	HP_0001909
Pulmonary valve insufficiency*	Pulmonary insufficiency	413.42	HP_0010444
Hemo onc - by cell of origin	Biphenotypic acute leukemia	120	HP_0005531
Obstructive and reflux uropathy	Retroperitoneal fibrosis	581.3	HP_0005200
Cystocele	Cystocele	618.11	HP_0100645
Abnormality of gait and mobility	Gait disturbance	325.2	HP_0001288
Conductive hearing loss, bilateral	Bilateral conductive hearing impairment	396.11	HP_0008513
Lack of expected normal physiological development in childhood	Malnutrition	890	HP_0004395
Erythema multiforme	Abnormality of the skin	667.1	HP_0000951
Nystagmus	Rotary nystagmus	383.1	HP_0001583
Pupillary abnormalities	Abnormal pupil morphology	370.41	HP_0000615
Extranodal NK/T-cell lymphoma, nasal type*	Carcinoma	122.26	HP_0030731
Other diseases of pericardium	Cardiac tamponade	411	HP_0033415
Foreign body granuloma	Abnormality of the skin	688.2	HP_0000951
Other skin and subcutaneous disorders	Pustule	678	HP_0200039
Disorders of lacrimal system	Epiphora	363	HP_0009926
Acute respiratory infection	Recurrent acute respiratory tract infection	460	HP_0011948
Activated protein C resistance*	Resistance to activated protein C	168.211	HP_0012175
Disorders of fluid, electrolyte and acid-base balance	Hyponatremia	256	HP_0002902
Benign neoplasm of the small intestine	Carcinoma	136.3	HP_0030731
Specific developmental disorders	Expressive aphasia	891	HP_0002427
Congenital malformations of ear	Preauricular skin tag	755	HP_0000384
Malignant neoplasm of the intrahepatic bile ducts	Carcinoma	101.62	HP_0030731
Immune thrombocytopenic purpura [ITP]	Abnormality of blood and blood-forming tissues	169.11	HP_0001871
Urethral false passage	Abnormality of the genitourinary system	597.6	HP_0000119
Atherosclerosis of renal artery	Renal artery stenosis	436.1	HP_0001920
Autoimmune disease	Peripheral demyelination	181	HP_0011096
Disorders of penis	Priapism	604	HP_0200023
Open wound of nose and sinus	Open bite	T870.4	HP_0010807
Chronic liver disease and sequelae	Chronic hepatitis	542	HP_0200123
Expressive language disorder	Dysphasia	891.11	HP_0002357
Cytology and pathology findings	Azotemia	835	HP_0002157
Viral infections	Recurrent pneumonia	089.2	HP_0006532
Sleepwalking [somnambulism]*	Parasomnia	333.54	HP_0025234
Enthesopathy/Enthesitis/Tendinopathy	Achilles tendonitis	723	HP_0025273
Viral infections	Exanthem	089.2	HP_4000054
Cerebral palsy and other paralytic syndromes	Cerebral palsy	341	HP_0100021
Disorders of autonomic nervous system	obsolete Dysautonomia	343	HP_0002459
Specific developmental disorders of speech and language	Dysphasia	891.1	HP_0002357
Cancer (solid tumor, excluding BCC)	Malignant neoplasm of the central nervous system	130	HP_0100836
Malignant neoplasm of the digestive organs	Biliary tract neoplasm	101	HP_0100574
Open wound of lip and mouth	Open bite	T870.5	HP_0010807
Other arthropathies	Facet joint arthrosis	707	HP_0030871
Phlebitis and thrombophlebitis	Abnormality of the gastrointestinal tract	440.13	HP_0011024
Facial nerve disorders and weakness	Peripheral neuropathy	334.2	HP_0009830
Nondiabetic hypoglycemic coma	Hypoglycemic coma	205.1	HP_0001325
Inflammatory bowel disease	Ulcerative colitis	522.1	HP_0100279
Adhesions and disruptions of iris and ciliary body	Persistent pupillary membrane	370.4	HP_0009917
Sleep disorders	Confusional arousal	333	HP_0025237
Congenital talipes equinovarus	Talipes equinovarus	784.11	HP_0001762
Hyperglyceridemia	Hyperglycemia	239.2	HP_0003074
Fracture of tibia and fibula	Fractured fibula	T820.4	HP_0041222
Gangrene	Incisional hernia	091	HP_0004872
Substance related disorders	Methamphetamine addiction	280	HP_0033519
Adverse effect of anesthesia	Hypothermia	976	HP_0002045
Vaginal septum	Longitudinal vaginal septum	770.52	HP_0008740
Benign neoplasm of the digestive organs	Intestinal polyp	136	HP_0005266
Hemorrhagic disorder due to intrinsic circulating anticoagulants	Disseminated intravascular coagulation	168.12	HP_0005521
Hypercalcemia	Hypercalcemia	247.52	HP_0003072
Benign neoplasm of retina	Carcinoma	148.15	HP_0030731
Hydrops fetalis not due to hemolytic disease	Hydrops fetalis	868.3	HP_0001789
Malignant neoplasm of the heart, mediastinum, thymus, and pleura	Neoplasm	102.5	HP_0002664
Malignant neoplasm of meninges	Spinal meningioma	109.2	HP_0100010
Substance abuse, dependence, and withdrawl	Amphetamine addiction	281	HP_0033514
Increased white blood cell count	Increased red blood cell count	171	HP_0020059
Facioscapulohumeral muscular dystrophy*	Scapulohumeral muscular dystrophy	339.12	HP_0008970
Benign neoplasm of the genitourinary system	Neoplasm of the urethra	146	HP_0100517
Color vision deficiencies	Protanomaly	386.5	HP_0200018
Pain in hip	Arthralgia of the hip	713.36	HP_0003365
Diverticulitis	Abnormality of the gastrointestinal tract	523.4	HP_0011024
Viral infections	Acute hepatitis	089.2	HP_0200119
Gallbladder perforation	Abnormality of the gastrointestinal tract	550.3	HP_0011024
Rheumatic fever and chronic rheumatic heart diseases	Mitral atresia	400	HP_0011560
Other disorders involving the immune mechanism	IgA heavy chain paraproteinemia	180	HP_0020194
Pallor and flushing	Livedo	679.2	HP_0033832
Polydactyly	Postaxial hand polydactyly	785.11	HP_0001162
Postoperative infection	Abnormality of the gastrointestinal tract	C945.1	HP_0011024
Congenital diaphragmatic hernia*	Congenital diaphragmatic hernia	789.11	HP_0000776
Heart failure	Aplastic anemia	424	HP_0001915
Malformation of placenta*	Velamentous cord insertion	907.6	HP_0030659
Hypo-coagulability	Reduced antithrombin III activity	168.1	HP_0001976
Benign neoplasm of the skin	Cavernous hemangioma	138	HP_0001048
Allergies related to other diseases/symptoms	Egg allergy	840.8	HP_0410328
Glomerular diseases	Membranous nephropathy	580	HP_0012578
Primary biliary cirrhosis*	Abnormality of the gastrointestinal tract	544.1	HP_0011024
Disorders of mineral metabolism and mineral deficiencies	Metaphyseal widening	247	HP_0003016
