phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Convulsions	Focal-onset seizure evolving into bilateral convulsive status epilepticus	345.3	HP_0032662
Monocytic leukemia	Multiple myeloma	204.3	HP_0006775
Labyrinthitis	Bilateral conductive hearing impairment	386.3	HP_0008513
Myoneural disorders	Chronic axonal neuropathy	358	HP_0007267
Spinocerebellar disease	Spider hemangioma	334.1	HP_0012522
Symptoms of the muscles	Fatigable weakness of bulbar muscles	772	HP_0030192
Degenerative disease of the spinal cord	Episodic ataxia	334	HP_0002131
Congenital anomalies of the integument	Frontotemporal hypertrichosis	757	HP_0032313
Disorders of plasma protein metabolism	Hematological neoplasm	270.3	HP_0004377
Difficulty in walking	Inability to walk	741.3	HP_0002540
Benign neoplasm of respiratory and intrathoracic organs	Cerebral hamartoma	212	HP_0009731
Hodgkin's disease	Acute megakaryocytic leukemia	201	HP_0006733
Benign neoplasm of spinal cord, meninges	Cerebral hamartoma	225.2	HP_0009731
Rickets or osteomalacia	Low levels of vitamin D	261.41	HP_0100512
Congenital anomalies of limbs	Congenital finger flexion contractures	755	HP_0005879
Rheumatoid arthritis	Fibrotic non-specific interstitial pneumonia	714.1	HP_0033585
Nephritis and nephropathy in diseases classified elsewhere	Mesangial proliferative lupus nephritis	580.31	HP_0033728
Restless legs syndrome	Restless legs	327.71	HP_0012452
Chronic pain syndrome	Anal pain	355.1	HP_0500005
Immunity deficiency	Decreased serum complement C4a	279.1	HP_0045043
Purpura and other hemorrhagic conditions	Fetal posterior fossa hemorrhage	287	HP_0034213
Disturbances of amino-acid transport	Intervertebral disk calcification	270.1	HP_0005645
Erythematosquamous dermatosis	Recurrent vulvovaginal candidiasis	690	HP_0012204
Fasciitis	Joint contracture of the 3rd finger	728.7	HP_0009319
Qualitative platelet defects	Decreased platelet alpha-2A-adrenergic receptor	287.4	HP_0031125
Qualitative platelet defects	Amegakaryocytic thrombocytopenia	287.4	HP_0004859
Acquired foot deformities	Talipes equinovarus	735	HP_0001762
Disorders of plasma protein metabolism	Myeloproliferative disorder	270.3	HP_0005547
Stiffness of joint	Stiff ankle	741.2	HP_0025264
Cancer of mouth	Congenital neuroblastoma	145	HP_0006742
Congenital anomalies of the integument	Aplasia cutis congenita on trunk or limbs	757	HP_0007589
Malignant neoplasm of small intestine, including duodenum	Paraganglioma	159.2	HP_0002668
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Carcinoma	227.3	HP_0030731
Cerebrovascular disease	Neuromuscular dysphagia	433	HP_0002068
Myoneural disorders	Infantile axial hypotonia	358	HP_0009062
Chronic lymphocytic thyroiditis	Goiter	245.21	HP_0000853
Neurological disorders	Tachyphrenia	292	HP_0033844
Congenital anomalies of the integument	Leukonychia	757	HP_0001820
Myeloid leukemia, acute	Hematological neoplasm	204.21	HP_0004377
Other symptoms/disorders or the urinary system	Pyelonephritis	599	HP_0012330
Disorders of the pituitary gland and its hypothalamic control	Anterior pituitary hypoplasia	253	HP_0010627
Cancer of bone and connective tissue	Giant cell tumor of bone	170	HP_0011847
Aphasia/speech disturbance	Subcortical dementia	292.1	HP_0007123
Coagulation defects	Prolonged bleeding time	286	HP_0003010
Fracture of ribs	Fractured fibula	807	HP_0041222
Other disorders of pancreatic internal secretion	Recurrent hypoglycemia	251	HP_0001988
Testicular dysfunction	Vestibular hypofunction	257	HP_0001756
Anticoagulants causing adverse effects	Abnormality of blood and blood-forming tissues	964.1	HP_0001871
Facial nerve disorders [CN7]	Neuritis	352.2	HP_0031002
Other and unspecified disorders of the nervous system	Parkinsonism	349	HP_0001300
Intracranial hemorrhage	Grade II preterm intraventricular hemorrhage	430	HP_0030749
Convulsions	Generalized myoclonic-tonic-clonic seizure	345.3	HP_0032795
Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Pulmonary embolism	671	HP_0002204
Colorectal cancer	Subependymal giant-cell astrocytoma	153	HP_0009718
Senile cataract	Lamellar cataract	366.2	HP_0007971
Edema	Generalized edema	782.3	HP_0007430
Deep vein thrombosis [DVT]	Recurrent deep vein thrombosis	452.2	HP_0004850
Known or suspected fetal abnormality affecting management of mother	Small placenta	655	HP_0006266
Hypotony of eye	Low intraocular pressure	360.3	HP_0032547
Congenital anomalies of limbs	Short proximal phalanx of thumb	755	HP_0009638
Erythematosquamous dermatosis	Chronic mucocutaneous candidiasis	690	HP_0002728
Dyschromia and Vitiligo	Cold urticaria	694	HP_0410135
Other acquired deformities of limbs	Decreased cervical spine flexion due to contractures of posterior cervical muscles	736	HP_0004631
Partial epilepsy	Focal aware emotional seizure with anger	345.12	HP_0032735
Ovarian cyst	Ovarian dermoid cyst	628	HP_0025274
Diabetic retinopathy	Diabetes mellitus	250.7	HP_0000819
Anomalies of endocrine glands, congenital	Hypoplasia of the thymus	759.1	HP_0000778
Other congenital musculoskeletal anomalies	Congenital contracture	756	HP_0002803
Disorders of mineral metabolism	Hypermagnesemia	275	HP_0002918
Other perinatal conditions of fetus or newborn	Neonatal focal tonic seizure	656	HP_0032824
Osteoarthrosis, localized, primary	Osteoarthritis of the small joints of the hand	740.11	HP_0004268
Hemangioma and lymphangioma, any site	Duodenal arteriovenous malformation	228	HP_0031342
Disorders of the pituitary gland and its hypothalamic control	Activating thyroid-stimulating hormone receptor defect	253	HP_0011790
Non-Hodgkins lymphoma	Acute megakaryocytic leukemia	202.2	HP_0006733
Disorders of carbohydrate transport and metabolism	Diabetes mellitus	271	HP_0000819
Subjective visual disturbances	Congenital stationary night blindness with normal fundus	368.9	HP_0030638
Viral hepatitis	Hepatic bridging fibrosis	070	HP_0012852
Anomalies of pupillary function	Miosis	379.4	HP_0000616
Lump or mass in breast	Neoplasm of the breast	611.3	HP_0100013
Phlebitis and thrombophlebitis	Venous thrombosis	451	HP_0004936
Vascular hamartomas and non-neoplastic nevi	Capillary hemangioma	217	HP_0005306
Essential tremor	Titubation	333.1	HP_0030187
Subarachnoid hemorrhage	Dilatation of the sinus of Valsalva	430.1	HP_0011645
Congenital anomalies of limbs	Short middle phalanx of finger	755	HP_0005819
Trigeminal nerve disorders [CN5]	Facial palsy	352.1	HP_0010628
Delirium due to conditions classified elsewhere	Delirium	290.2	HP_0031258
Cancer, suspected or other	Congenital neuroblastoma	195	HP_0006742
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Prolactinoma	227.3	HP_0040278
Myocardial infarction	Hepatic foam cells	411.2	HP_0034029
Other cerebral degenerations	Granulovacuolar degeneration	331	HP_0002528
Thyrotoxicosis with or without goiter	Thyroid nodule	242	HP_0025388
Other acquired deformities of limbs	Contracture of the proximal interphalangeal joint of the 3rd toe	736	HP_0100349
Epilepsy, recurrent seizures, convulsions	Focal aware emotional seizure with pleasure	345	HP_0032742
Cancer of other endocrine glands	Neuroblastoma	194	HP_0003006
Other disorders of synovium, tendon, and bursa	Contracture of the proximal interphalangeal joint of the 2nd toe	727	HP_0100348
Lymphoid leukemia, acute	Gastric lymphoma	204.11	HP_0045038
Degenerative disease of the spinal cord	Ataxia	334	HP_0001251
Fluid overload	Hypervolemia	276.6	HP_0011105
Nerve root and plexus disorders	Motor axonal neuropathy	353	HP_0007002
Sensorineural hearing loss	Aminoglycoside-induced hearing loss	389.1	HP_0011975
Abnormal findings on study of brain and/or nervous system	EMG: neuropathic changes	346	HP_0003445
Aneurysm and dissection of heart	Coronary artery dissection	411.41	HP_0006702
Retinal vascular changes and abnomalities	Diffuse telangiectasia	362.4	HP_0007489
Premature menopause and other ovarian failure	Hypogonadotropic hypogonadism	627.5	HP_0000044
Congenital anomalies of face and neck	Involutional entropion	749	HP_0031736
Nontoxic nodular goiter	Abnormality of thyroid physiology	241	HP_0002926
Polyarteritis nodosa and allied conditions	Small vessel vasculitis	446	HP_0011944
Abnormal movement	Loss of ambulation	350	HP_0002505
Other upper respiratory disease	Inspiratory stridor	479	HP_0005348
Vascular disorders of skin	Angioedema	694.3	HP_0100665
Diseases of esophagus	Esophageal varix	530	HP_0002040
Apnea	Obstructive sleep apnea	513.31	HP_0002870
Other conditions of brain, NOS	Encephalomalacia	348.9	HP_0040197
Congenital anomalies of abdominal wall; diaphram	Cloacal abnormality	756.1	HP_0012620
Congenital anomalies of skin	Redundant skin on fingers	691	HP_0007516
Skin cancer	Acral lentiginous melanoma	172	HP_0012060
Graves' disease	Accessory ectopic thyroid tissue	242.1	HP_0100030
Dissociative disorder	Borderline personality disorder	303.1	HP_0012076
Disorders of other cranial nerves	Mixed demyelinating and axonal polyneuropathy	352	HP_0007327
Myocarditis	Myopathy	420.1	HP_0003198
Alkalosis	Hypokalemic metabolic alkalosis	276.42	HP_0001960
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Pituitary adenoma	227.3	HP_0002893
Congenital anomaly of fingers/toes	Toe syndactyly	755.3	HP_0001770
Abnormal movement	Punding	350	HP_0030218
Skin cancer	Facial papilloma	172	HP_0040167
Osteoarthrosis, localized, primary	Osteoarthritis	740.11	HP_0002758
Gastritis and duodenitis	Eosinophilic infiltration in the stomach mucosa	535	HP_0410147
Fasciitis	Adductor longus contractures	728.7	HP_0006366
Thyroiditis	Follicular thyroid carcinoma	245	HP_0006731
Disorders of carbohydrate transport and metabolism	Hyperoxaluria	271	HP_0003159
Other congenital musculoskeletal anomalies	Contracture of the proximal interphalangeal joint of the 2nd finger	756	HP_0009540
Delayed milestones	Global developmental delay	264.3	HP_0001263
Benign neoplasm of thyroid glands	Optic nerve sheath meningioma	226	HP_0500089
Chronic airway obstruction	Congenital lobar overinflation	496	HP_0033255
Cataract	Abnormality of the lens	366	HP_0000517
Congenital deformities of feet	Pes valgus	755.1	HP_0008081
Dentofacial anomalies, including malocclusion	Short mandibular condyles	524	HP_0005790
Ill-defined descriptions and complications of heart disease	Bidirectional ventricular ectopy	429	HP_0005147
Flat foot	Talocalcaneal synostosis	735.1	HP_0005682
Acute appendicitis	Abnormality of the gastrointestinal tract	540.11	HP_0011024
Hereditary retinal dystrophies	Fundus albipunctatus	362.7	HP_0030642
Dislocation	Hip subluxation	830	HP_0030043
Benign neoplasm of bone and articular cartilage	Multiple digital exostoses	213	HP_0005655
Hemangioma of skin and subcutaneous tissue	Capillary hemangioma	228.1	HP_0005306
Vesicoureteral reflux	Xanthogranulomatous pyelonephritis	586.12	HP_0033761
Other anemias	Sideroblastic anemia	285	HP_0001924
Benign neoplasm of lymph nodes	Spinal meningioma	229.1	HP_0100010
Congenital anomalies of limbs	Cutaneous syndactyly of toes	755	HP_0010621
Inflammatory and toxic neuropathy	Diffuse peripheral demyelination	357	HP_0006881
Purpura and other hemorrhagic conditions	Bleeding with minor or no trauma	287	HP_0011889
Squamous cell carcinoma	Symmetric spinal nerve root neurofibromas	172.22	HP_0006851
Acute renal failure	Renal insufficiency	585.1	HP_0000083
Benign neoplasm of parathyroid gland	Midline central nervous system lipomas	227.2	HP_0006866
Benign neoplasm of uterus	Multiple central nervous system lipomas	218	HP_0100251
Idiopathic fibrosing alveolitis	Lymphocytic interstitial pneumonia	504.1	HP_0006527
Respiratory conditions of fetus and newborn	Congenital lobar overinflation	656.2	HP_0033255
Epilepsy	Focal-onset seizure evolving into bilateral convulsive status epilepticus	345.1	HP_0032662
Other upper respiratory disease	Congenital laryngeal stridor	479	HP_0004886
Cancer of lip	Neuroblastic tumor	145.1	HP_0004376
Complex regional/central pain syndrome	Tongue pain	355	HP_0030811
Abnormal findings on study of brain and/or nervous system	EEG with generalized sharp slow waves	346	HP_0011199
Abnormal movement	Decreased patellar reflex	350	HP_0011808
Nontoxic nodular goiter	Increased T3/T4 ratio	241	HP_0012559
Polycythemia vera	Anaplastic large-cell lymphoma	200.1	HP_0012193
Congenital anomalies of face and neck	Congenital facial diplegia	749	HP_0007188
Other disorders of the kidney and ureters	Cystic renal dysplasia	586	HP_0000800
Diseases of white blood cells	Neutropenia in presence of anti-neutropil antibodies	288	HP_0001904
Rheumatic disease of the heart valves	Abnormal mitral valve annulus morphology	394	HP_0031478
Benign neoplasm of respiratory and intrathoracic organs	Neoplasm of the lung	212	HP_0100526
Other dyschromia	Naevus flammeus of the eyelid	694.2	HP_0010733
Edema	Lower eyelid edema	782.3	HP_0012568
Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	Atheroeruptive xanthoma	528	HP_0001039
Other disorders of liver	Nonocclusive coronary artery atherosclerosis	573	HP_0012436
Prurigo and Lichen	Pruritis on hand	695.7	HP_0030899
Benign neoplasm of lymph nodes	Spinal hemangioblastoma	229.1	HP_0009713
Nontoxic multinodular goiter	Abnormal thyroid morphology	241.2	HP_0011772
Myeloid leukemia, acute	Multiple myeloma	204.21	HP_0006775
Functional digestive disorders	Protracted diarrhea	564	HP_0004385
Nontoxic nodular goiter	Euthyroid hyperthyroxinemia	241	HP_0008247
Noninfectious disorders of lymphatic channels	Ichthyosis follicularis	450	HP_0031291
Other retinal disorders	Flame-shaped retinal hemorrhage	362	HP_0025241
Chromosomal anomalies	Thoracolumbar kyphoscoliosis	758.1	HP_0003423
Congenital anomalies of abdominal wall; diaphram	Umbilical hernia	756.1	HP_0001537
Contracture of joint	Flexion contracture	739	HP_0001371
Disorders of the pituitary gland and its hypothalamic control	Increased circulating gonadotropin level	253	HP_0000837
Perforation of tympanic membrane	Unilateral deafness	384.4	HP_0009900
Other specified cardiac dysrhythmias	Atrial fibrillation	427.3	HP_0005110
Paroxysmal tachycardia, unspecified	obsolete Episodes of ventricular tachycardia	427.1	HP_0005141
Congenital anomalies of the eye	Nuclear pulverulent cataract	753	HP_0010698
Coagulation defects	Prolonged partial thromboplastin time	286	HP_0003645
Central origin vertigo	Bilateral conductive hearing impairment	386.21	HP_0008513
Elevated white blood cell count	Increased T cell count	288.2	HP_0100828
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Pancreatic islet cell adenoma	159	HP_0008261
Epilepsy, recurrent seizures, convulsions	Focal impaired awareness cognitive seizure with dyscalculia/acalculia	345	HP_0032802
Heart valve disorders	Mitral valve prolapse	395	HP_0001634
Traumatic cataract	Lamellar cataract with riders	366.3	HP_0025558
Facial nerve disorders [CN7]	Bilateral facial palsy	352.2	HP_0430025
Diabetes mellitus	Congenital peripheral neuropathy	250	HP_0006903
Other biliary tract disease	Gallbladder perforation	575	HP_0030154
Autoimmune hemolytic anemias	Fava bean-induced hemolytic anemia	283.1	HP_0004814
Benign neoplasm of colon	Small intestine carcinoid	208	HP_0006722
Nonspecific findings on examination of blood	Elevated erythrocyte sedimentation rate	790	HP_0003565
Other congenital anomalies of lower limb, including pelvic girdle	Coxa vara	755.6	HP_0002812
Proteinuria	Abnormality of the genitourinary system	269	HP_0000119
Erythema nodosum	Abnormality of the skin	695.81	HP_0000951
Fracture of vertebral column without mention of spinal cord injury	Paradoxical respiration	805	HP_0030207
Hemorrhage NOS	Dot-and-blot retinal hemorrhage	459.1	HP_0025242
Stress fracture	Compression-fractured thoracic vertebra	743.4	HP_0041084
Iron deficiency anemias, unspecified or not due to blood loss	Hypochromic anemia	280.1	HP_0001931
Acquired hypothyroidism	Graves disease	244.2	HP_0100647
Dysplasia of female genital organs	Aplasia of the lower vagina	620	HP_0012674
Wegener's granulomatosis	Lipogranulomatosis	446.4	HP_0040139
