phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Atherosclerosis of the extremities	Intermittent claudication	440.2	HP_0004417
Congenital coagulation defects	Reduced factor XI activity	286.1	HP_0001929
Cardiac dysrhythmias	Supraventricular tachycardia	427	HP_0004755
Diseases of the jaws	Hypoplasia of the maxilla	526	HP_0000327
stress incontinence, female	Urinary incontinence	624.9	HP_0000020
Alcoholism	Abnormal peripheral nervous system morphology	317.1	HP_0000759
Symptoms of the muscles	Hyperkinetic movements	772	HP_0002487
Genitourinary congenital anomalies	Enlarged kidney	751	HP_0000105
Congenital anomalies of genital organs	Unilateral cryptorchidism	751.1	HP_0012741
Substance addiction and disorders	Drug addiction	316	HP_0033511
Nystagmus and other irregular eye movements	Rotary nystagmus	378.2	HP_0001583
Other peripheral nerve disorders	Neuritis	351	HP_0031002
Encephalitis, non-infectious	Myelitis	323.8	HP_0012486
Perinatal disorders of digestive system	Functional intestinal obstruction	656.6	HP_0005249
Multiple myeloma	Carcinoma	204.4	HP_0030731
Malignant neoplasm of retroperitoneum and peritoneum	Carcinoma	159.4	HP_0030731
Manlignant and unknown neoplasms of brain and nervous system	Ependymoma	191	HP_0002888
Atrophic gastritis	Atrophic gastritis	535.2	HP_0002582
Septicemia	Sepsis	038	HP_0100806
Vascular disorders of skin	Vasculitis in the skin	694.3	HP_0200029
Congenital hip dysplasia and deformity	Coxa vara	755.61	HP_0002812
Congenital anomalies of genital organs	Imperforate hymen	751.1	HP_0030011
Chromosomal anomalies	Aplasia of the thymus	758.1	HP_0005359
Posttraumatic stress disorder	Posttraumatic stress symptom	300.9	HP_0033676
Pain in limb	Limb pain	773	HP_0009763
Osteoporosis, osteopenia and pathological fracture	Femur fracture	743	HP_0031846
Benign neoplasm of spinal cord, meninges	Benign neoplasm of the central nervous system	225.2	HP_0100835
Colles' fracture	Bone fracture	803.21	HP_0020110
Hypertensive heart and/or renal disease	Right ventricular failure	401.2	HP_0001708
Cardiac congenital anomalies	Aortic valve atresia	747.1	HP_0010883
Other disorders of eye	Anterior synechiae of the anterior chamber	379	HP_0011483
Alcoholic liver damage	Hepatic fibrosis	317.11	HP_0001395
Hypertension	Renal insufficiency	401	HP_0000083
Cardiac and circulatory congenital anomalies	Cor triatriatum dexter	747	HP_0011566
Disorders of conjunctiva	Symblepharon	372	HP_0430007
Diseases of sebaceous glands	Milia	706	HP_0001056
Aphasia	Anomic aphasia	292.11	HP_0030784
Allergic reaction to food	Abnormality of the gastrointestinal tract	930	HP_0011024
Neutropenia	Neutropenia	288.11	HP_0001875
Corneal opacity and other disorders of cornea	Macular dystrophy	364	HP_0007754
Sleep disorders	Obstructive sleep apnea	327	HP_0002870
Type 1 diabetes	Diabetes mellitus	250.1	HP_0000819
Other specified congenital anomalies of nervous system	Agyria	752.2	HP_0031882
Polyp of corpus uteri	Menorrhagia	622.1	HP_0000132
Corneal opacity and other disorders of cornea	Nodular corneal dystrophy	364	HP_0007827
Respiratory abnormalities	Peripheral cyanosis	513	HP_0034033
Pneumonia	Fever	480	HP_0001945
Dysphagia	Feeding difficulties	532	HP_0011968
Visual disturbances	Asthenopia	368	HP_0031590
Other cerebral degenerations	Neurodegeneration	331	HP_0002180
Spinocerebellar disease	Spastic ataxia	334.1	HP_0002497
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Neoplasm of the pituitary gland	227.3	HP_0040277
Other peripheral nerve disorders	Polyneuropathy	351	HP_0001271
Other disorders of eye	Iritis	379	HP_0001101
Osteoarthrosis	Abnormal joint morphology	740	HP_0001367
Disturbance of skin sensation	Hyperesthesia	687.4	HP_0100963
Pituitary hypofunction	External genital hypoplasia	253.2	HP_0003241
Aortic aneurysm	Aortic root aneurysm	442.1	HP_0002616
Disorders of lacrimal system	Nasolacrimal duct obstruction	375	HP_0000579
GERD	Gastroesophageal reflux	530.11	HP_0002020
Symptoms and disorders of the joints	Difficulty walking	741	HP_0002355
Degenerative disease of the spinal cord	Spastic paraplegia	334	HP_0001258
Other demyelinating diseases of central nervous system	Delayed CNS myelination	341	HP_0002188
Agorophobia, social phobia, and panic disorder	Panic attack	300.12	HP_0025269
Develomental delays and disorders	Intellectual disability, moderate	315	HP_0002342
Hyperchylomicronemia	Xanthelasma	272.14	HP_0001114
Leukemia	Acute megakaryocytic leukemia	204	HP_0006733
Polyglandular activity in multiple endocrine adenomatosis	Neoplasm	259.8	HP_0002664
Chronic liver disease and cirrhosis	Chronic hepatic failure	571	HP_0100626
Hypercholesterolemia	Hyperlipidemia	272.11	HP_0003077
Cleft palate	Cleft lip	749.1	HP_0410030
Other congenital musculoskeletal anomalies	Omphalocele	756	HP_0001539
Disorders of penis	Priapism	604	HP_0200023
Suicide or self-inflicted injury	Suicidal ideation	297.2	HP_0031589
Extrapyramidal disease and abnormal movement disorders	Torsion dystonia	333	HP_0001304
Nevus, non-neoplastic	Nevus flammeus	217.1	HP_0001052
Antepartum hemorrhage, abruptio placentae, and placenta previa	Antepartum hemorrhage	635.2	HP_0025328
Congenital anomalies of peripheral vascular system	Arteriovenous malformation	747.2	HP_0100026
Problems associated with amniotic cavity and membranes	Premature rupture of membranes	653	HP_0001788
Cardiac and circulatory congenital anomalies	Unbalanced atrioventricular canal defect	747	HP_0011579
Disorders of protein plasma/amino-acid transport and metabolism	Increased circulating antibody level	270	HP_0010702
Paralysis/spasm of vocal cords or larynx	Laryngospasm	473.3	HP_0025425
Microscopic hematuria	Microscopic hematuria	593.2	HP_0002907
Colorectal cancer	Intestinal polyposis	153	HP_0200008
Nephritis and nephropathy in diseases classified elsewhere	Focal segmental glomerulosclerosis	580.31	HP_0000097
Late effects of cerebrovascular disease	Hemiplegia	433.8	HP_0002301
Cerebral degeneration, unspecified	Frontotemporal dementia	331.9	HP_0002145
Osteitis deformans [Paget's disease of bone]	Paget disease of bone	731.1	HP_0034159
Bundle branch block	Bundle branch block	426.3	HP_0011710
Cleft palate	Bilateral cleft lip	749.1	HP_0100336
Lack of coordination	Dysmetria	350.3	HP_0001310
Contusion	Ecchymosis	916	HP_0031364
Abnormal findings on study of brain and/or nervous system	Abnormal brain FDG positron emission tomography	346	HP_0012658
Congenital musculoskeletal deformities of spine	Abnormal vertebral morphology	754	HP_0003468
Other specified congenital anomalies of kidney	Unilateral renal agenesis	751.22	HP_0000122
Abnormal movement	Resting tremor	350	HP_0002322
Other complications of pregnancy NEC	Chorea	646	HP_0002072
Cardiac congenital anomalies	Postductal coarctation of the aorta	747.1	HP_0011647
Other pulmonary inflamation or edema	Eosinophilic pneumonia	505	HP_0032071
Other congenital musculoskeletal anomalies	Umbilical hernia	756	HP_0001537
Irregular menstrual cycle	Abnormality of the genitourinary system	626.13	HP_0000119
Other deficiencies of circulating enzymes	Angioedema	277.6	HP_0100665
Strabismus (not specified as paralytic)	Esodeviation	378.1	HP_0020045
Congenital anomalies of great vessels	Arteriovenous malformation	747.13	HP_0100026
Alcohol-related disorders	Hypersomnia	317	HP_0100786
Other disorders of stomach and duodenum	Gastroparesis	537	HP_0002578
Cardiac and circulatory congenital anomalies	Hypoplastic left heart	747	HP_0004383
Obstruction of bile duct	Cholestasis	575.2	HP_0001396
Cirrhosis of liver without mention of alcohol	Abnormality of the gastrointestinal tract	571.51	HP_0011024
Partial epilepsy	Seizure	345.12	HP_0001250
Neural tube defects	Lipomyelomeningocele	752.1	HP_0025480
Other chronic ischemic heart disease, unspecified	obsolete Coronary atherosclerosis	411.8	HP_0004929
Diseases of spleen	Splenic abscess	289.5	HP_0025059
Lower gastrointestinal congenital anomalies	Meckel diverticulum	750.2	HP_0002245
Other congenital musculoskeletal anomalies	Fetal akinesia sequence	756	HP_0001989
Other disorders of intestine	Arthropathy	569	HP_0003040
Non-Hodgkins lymphoma	Anaplastic large-cell lymphoma	202.2	HP_0012193
Myasthenia gravis	Neuritis	358.1	HP_0031002
Peripheral autonomic neuropathy	Multiple mononeuropathy	337.1	HP_0032018
Keratoderma, acquired	Follicular hyperkeratosis	701.1	HP_0007502
Pilonidal cyst	Abnormality of the skin	686.3	HP_0000951
Chronic Kidney Disease, Stage III	Stage 3 chronic kidney disease	585.33	HP_0012625
Other and unspecified congenital anomalies	Asplenia	759	HP_0001746
Galactorrhea	Neoplasm of the pituitary gland	612.1	HP_0040277
Stomatitis and mucositis (ulcerative)	Stomatitis	528.11	HP_0010280
Kyphoscoliosis and scoliosis	Spinal deformities	737.3	HP_0008443
Reiter's disease	Abnormal joint morphology	711.2	HP_0001367
Melanomas of skin, dx or hx	Cutaneous melanoma	172.1	HP_0012056
Diffuse diseases of connective tissue	Migratory arthritis	709	HP_0033037
Mood disorders	Bipolar affective disorder	296	HP_0007302
Disorders of adrenal glands	Increased circulating cortisol level	255	HP_0003118
Skull and face fracture and other intercranial injury	Fractured skull	819	HP_0041082
Thyrotoxicosis with or without goiter	Thyrotoxicosis from ectopic thyroid tissue	242	HP_0011783
Arterial dissection	Carotid artery dissection	442.4	HP_0012158
Autism	Autistic behavior	313.3	HP_0000729
Other acquired deformities of limbs	Mallet finger	736	HP_0030771
Allergic conjunctivitis	Allergic conjunctivitis	371.21	HP_0007879
Chronic renal failure [CKD]	Chronic kidney disease	585.3	HP_0012622
Congenital anomalies of face and neck	Megalencephaly	749	HP_0001355
Diseases of esophagus	Abnormality of the gastrointestinal tract	530	HP_0011024
Digestive congenital anomalies	Bifid tongue	750	HP_0010297
Fracture of vertebral column without mention of spinal cord injury	Fractured vertebra	805	HP_0041166
Glomerulonephritis	Nephropathy	580.1	HP_0000112
Phlebitis and thrombophlebitis	Arterial thrombosis	451	HP_0004420
Unspecified monoarthritis	Polyarticular arthritis	716.2	HP_0005764
Cellulitis and abscess of fingers/toes	Paronychia	681.1	HP_0001818
Other disorders of bone and cartilage	Aneurysmal bone cyst	733	HP_0012063
Persistent vomiting	Abnormality of the gastrointestinal tract	789.1	HP_0011024
Hyperglyceridemia	Coronary artery atherosclerosis	272.12	HP_0001677
Occlusion of cerebral arteries	Anterior cerebral artery stenosis	433.2	HP_0012494
Hypocalcemia	Hypercalcemia	275.51	HP_0003072
Iron deficiency anemias	Heinz body anemia	280	HP_0005511
Other signs and symptoms involving emotional state	Mood swings	1004	HP_0000720
Strabismus and other disorders of binocular eye movements	Opsoclonus	378	HP_0010543
Vitamin D deficiency	Phosphaturic mesenchymal tumor	261.4	HP_0033987
Inflammation of the eye	Anterior uveitis	371	HP_0012122
Extrapyramidal disease and abnormal movement disorders	Olivopontocerebellar atrophy	333	HP_0002542
Osteoarthrosis NOS	Abnormal joint morphology	740.9	HP_0001367
Adverse drug events and drug allergies	Allergy	979	HP_0012393
Other benign neoplasm of uterus	Carcinoma	218.2	HP_0030731
Osteitis deformans and osteopathies associated with other disorders classified elsewhere	Paget disease of bone	731	HP_0034159
Traumatic amputation	Fractured skull	872	HP_0041082
Autism	Autism	313.3	HP_0000717
Carcinoma in situ of skin	Carcinoma	172.3	HP_0030731
Other cerebral degenerations	Metachromatic leukodystrophy variant	331	HP_0006926
Other disorders of bone and cartilage	Fractured skull	733	HP_0041082
Decreased white blood cell count	Cyclic neutropenia	288.1	HP_0040289
Disorders of tooth development	Oligodontia	520	HP_0000677
Diverticulosis and diverticulitis	Colonic diverticula	562	HP_0002253
Senile dementia	Dementia	290.13	HP_0000726
Carditis	Pericarditis	420	HP_0001701
Strabismus and other disorders of binocular eye movements	Hypertropia	378	HP_0025586
Spirochetal infection	Recurrent fever	130	HP_0001954
Anomalies of tooth position/malocclusion	Abnormality of the gastrointestinal tract	524.3	HP_0011024
Other specified disorders of breast	Abnormality of the genitourinary system	613.8	HP_0000119
Erythematosquamous dermatosis	Seborrheic dermatitis	690	HP_0001051
Macular degeneration, wet	Macular degeneration	362.22	HP_0000608
Cyst of bone	Unicameral bone cyst	733.2	HP_0012064
Osteoporosis	Localized osteoporosis	743.1	HP_0040161
Other and unspecified disorders of the nervous system	Hemifacial atrophy	349	HP_0011331
Hearing loss	Hearing impairment	389	HP_0000365
Cardiac dysrhythmias	Atrial fibrillation	427	HP_0005110
Cancer of bone and connective tissue	Fibrosarcoma	170	HP_0100244
Paralytic strabismus	Strabismus	378.5	HP_0000486
Disorders of phosphorus metabolism	Nephrocalcinosis	275.53	HP_0000121
Flat foot	Abnormal joint morphology	735.1	HP_0001367
Abnormal movement	Athetosis	350	HP_0002305
Vascular dementia	Mental deterioration	290.16	HP_0001268
Other perinatal conditions of fetus or newborn	Prolonged neonatal jaundice	656	HP_0006579
Other disorders of urethra and urinary tract	Bulbar urethral stricture	597	HP_0025415
Gout	Uric acid nephrolithiasis	274.1	HP_0000791
Polyneuropathy due to drugs	Polyneuropathy	316.1	HP_0001271
Fracture of clavicle or scapula	Fractured clavicle bone	803.3	HP_0041144
Disorders of sweat glands	Abnormality of the skin	705	HP_0000951
Diseases of the jaws	Temporomandibular joint ankylosis	526	HP_0012478
Generalized convulsive epilepsy	Tonic seizure	345.11	HP_0032792
Fracture of ankle and foot	Fractured metatarsal bone of digit 5	801	HP_0041223
Proliferative glomerulonephritis	Glomerulopathy	580.11	HP_0100820
Diabetic retinopathy	Cystoid macular edema	250.7	HP_0011505
Other congenital anomalies of lower limb, including pelvic girdle	Hip dysplasia	755.6	HP_0001385
Regional enteritis	Ileitis	555.1	HP_0032564
Elevated white blood cell count	Leukocytosis	288.2	HP_0001974
Hemorrhage of rectum and anus	Anal fissure	578.8	HP_0012390
Congenital anomalies of mouth/tongue	Lip pit	750.13	HP_0100267
Cardiac pacemaker/device in situ	Arrhythmia	426.9	HP_0011675
Disorders involving the immune mechanism	Humoral immunodeficiency	279	HP_0005363
Disorders of plasma protein metabolism	Cryoglobulinemia	270.3	HP_0100778
Neural tube defects	Chiari malformation	752.1	HP_0002308
Benign neoplasm of skin	Melanoma	216	HP_0002861
Diseases of thymus gland	Hypopituitarism	254	HP_0040075
Disorders of calcium/phosphorus metabolism	Pseudohypoparathyroidism	275.5	HP_0000852
Disorders of mineral metabolism	Nephrocalcinosis	275	HP_0000121
Cardiac arrest	Sudden cardiac death	427.42	HP_0001645
Rheumatoid arthritis and other inflammatory polyarthropathies	Osteoarthritis	714	HP_0002758
Congenital anomalies of great vessels	Total anomalous pulmonary venous return	747.13	HP_0005160
Lipoprotein disorders	Generalized lipodystrophy	277.51	HP_0009064
Other anemias	Congenital hypoplastic anemia	285	HP_0004810
Lyme disease	Peripheral neuropathy	130.1	HP_0009830
Schizophrenia	Mania	295.1	HP_0100754
Infertility, female	Abnormality of the genitourinary system	626.8	HP_0000119
Psoriasis	Psoriasiform dermatitis	696.4	HP_0003765
Hemangioma and lymphangioma, any site	Fetal cystic hygroma	228	HP_0010878
Congenital anomalies of skull and face bones	Scaphocephaly	749.2	HP_0030799
Reticulosarcoma	Neoplasm	202.22	HP_0002664
Premenopausal menorrhagia	Abnormality of the genitourinary system	627.4	HP_0000119
Dry eyes	Keratoconjunctivitis sicca	375.1	HP_0001097
Other upper respiratory disease	Oral ulcer	479	HP_0000155
Other perinatal conditions of fetus or newborn	Pneumomediastinum	656	HP_0025421
Conduct disorders	Hair-pulling	312	HP_0012167
Other and unspecified coagulation defects	Reduced antithrombin III activity	286.7	HP_0001976
Other heart block	Heart block	426.25	HP_0012722
Disorders of lipoid metabolism	Hyperlipidemia	272	HP_0003077
Muscular dystrophies and other myopathies	Abnormal joint morphology	359	HP_0001367
Isoimmunization of fetus or newborn	Prolonged neonatal jaundice	656.1	HP_0006579
Overweight, obesity and other hyperalimentation	Overweight	278	HP_0025502
Dermatitis due to solar radiation	Hydroa vacciniforme	938	HP_0032381
Disorders of protein plasma/amino-acid transport and metabolism	Monoclonal immunoglobulin M proteinemia	270	HP_0005508
Lyme disease	Polyneuropathy	130.1	HP_0001271
Chromosomal anomalies and genetic disorders	Kyphosis	758	HP_0002808
Infectious mononucleosis	Pharyngitis	079.2	HP_0025439
Lyme disease	Abnormal peripheral nervous system morphology	130.1	HP_0000759
