phecodeX_label	hpo_label	phecodeX_code	hpo_code
Mucocutaneous lymph node syndrome [Kawasaki]	Autoimmunity	704.12	HP_0002960
Schizophrenia	Psychotic episodes	287.1	HP_0000725
Postinfectious hypothyroidism*	Abnormal radioactive iodine uptake test result	200.15	HP_0031221
Carcinoid tumor of the kidney	Paraganglioma of head and neck	114.45	HP_0002864
Congenital malformations of penis	Perineal hypospadias	771.2	HP_0000051
Atherosclerosis [ASCVD]	Gangrene	436	HP_0100758
Oral cleft	Non-midline cleft palate	757	HP_0100338
Chronic hepatitis	Atypical or prolonged hepatitis	540.1	HP_0200122
Cancer (solid tumor, excluding BCC)	Pituitary microadenoma	130	HP_0025694
Chronic lymphoid leukemia	T-cell lymphoma/leukemia	121.21	HP_0005517
Multiple myeloma and malignant plasma cell neoplasms	Neoplasm	123	HP_0002664
Syndactyly	Syndactyly	785.12	HP_0001159
Fever of unknown origin	Maternal first trimester fever	805	HP_0030246
Pain	Pharyngalgia	809	HP_0033050
Congenital lens anomalies	Ectopia lentis	753.2	HP_0001083
Epilepsy	Focal impaired awareness cognitive seizure with expressive dysphasia/aphasia	330.1	HP_0032886
Pulmonary arteriovenous malformation	Rectal arteriovenous malformation	441.2	HP_0031346
Aphakia	Lamellar cataract	372.1	HP_0007971
Hernia	Rectocele	520	HP_0100822
Effect of trauma	Age-related posterior subcapsular cataract	T883	HP_0011144
Mononeuritis of upper limb	Demyelinating sensory neuropathy	336.4	HP_0011402
Hereditary spastic paraplegia	Progressive spastic paraplegia	323.11	HP_0007020
Microcytic anemia	Anemia of inadequate production	164.1	HP_0010972
Autoimmune disease	Thyroid C cell hyperplasia	181	HP_0011781
Varicose veins in pregnancy	Vulval varicose vein	912.1	HP_0100677
Adult failure to thrive	Mild intrauterine growth retardation	230.7	HP_0008883
Non-Hodgkin lymphoma	Lymphoid leukemia	122.2	HP_0005526
Myeloproliferative disorder	Refractory anemia	124	HP_0005505
Selective deficiency of immunoglobulin G [IgG] subclasses*	Decreased serum complement C3	179.6	HP_0005421
Infections in newborn	Acute aspiration pneumonia	856	HP_0011952
Plasma cell	Multiple lineage myelodysplasia	120.11	HP_0012148
Carcinoid tumor of the stomach	Pulmonary carcinoid tumor	114.44	HP_0030445
Borrelia	Distal sensory impairment of all modalities	020	HP_0003409
Monocyte	Lymphoid leukemia	120.12	HP_0005526
Disorders of autonomic nervous system	Sensory ataxic neuropathy	343	HP_0003434
Congenital cystic lung	Type 3 congenital pulmonary airway malformation	777.31	HP_0025727
Bronchopneumonia	Aspiration pneumonia	468.8	HP_0011951
Disorders of the gallbladder	Cholesterol gallstones	550	HP_0011980
Abnormalities of size and form of teeth	Microdontia of primary teeth	500.2	HP_0006347
Benign neoplasm of the colon	Rectal polyposis	136.41	HP_0100896
Other and ill-defined conditions originating in the perinatal period	Slowly progressive spastic quadriparesis	872	HP_0006983
Aplasia/Hypoplasia of the brain	Unilateral perisylvian polymicrogyria	750.1	HP_0032406
Chronic respiratory disease arising in the perinatal period	Honeycomb lung	854.7	HP_0025175
Disorders of muscle tone of newborn*	Scissor gait	872.1	HP_0012407
Cardiac arrhythmia and conduction disorders	AV nodal tachycardia	416	HP_0011687
Sickle cell anemia (Hb-SS)	Microangiopathic hemolytic anemia	165.11	HP_0001937
Streptococcus pneumoniae	Recurrent aspiration pneumonia	004.1	HP_0002100
Premature separation of placenta [abruptio placentae]	Placental abruption	907.3	HP_0011419
Dysphagia	Gastrostomy tube feeding in infancy	512	HP_0011471
Esotropia	Hypertropia	381.3	HP_0025586
Keratoconjunctivitis	Keratoconjunctivitis	367.3	HP_0001096
Disorders of muscle	Alcohol-induced rhabdomyolysis	719	HP_0011440
Atrophy of thyroid*	Abnormal TSH response to thyrotrophin-releasing hormone stimulation test	200.6	HP_0033080
Diverticular disease [Bowel diverticulosis]	Abnormality of the gastrointestinal tract	523	HP_0011024
Sick-euthyroid syndrome	Thyroid adenoma	200.8	HP_0000854
Abnormality of the lymph nodes	Hyperkeratosis over edematous areas	177	HP_0007448
Other disorders of binocular movement	Total ophthalmoplegia	382	HP_0007824
Congenital pigmentary anomalies of skin	Juvenile colonic polyposis	790.4	HP_0012198
Aplasia/Hypoplasia of the brain	Nasofrontal encephalocele	750.1	HP_0011818
Nail disorders	Abnormality of the skin	683	HP_0000951
Meningitis due to other non-infectious causes	Decreased serum complement C6	320.2	HP_0033059
Hereditary spherocytosis	Spontaneous hemolytic crises	161.11	HP_0005525
Abnormal digit morphology	Distal/middle symphalangism of 2nd finger	785.1	HP_0009563
Diffuse large B-cell lymphoma*	T-cell acute lymphoblastic leukemias	122.22	HP_0006727
Myotonic disorders	Polyneuritis	339.2	HP_0031003
Abnormal digit morphology	Brachytelomesophalangy	785.1	HP_0005872
Obstruction of Eustachian tube	Blocked Eustachian tube	391.22	HP_0040269
Gestational diabetes mellitus*	Diabetic ketoacidosis	909.1	HP_0001953
Syndactyly	1-3 toe syndactyly	785.12	HP_0001459
Migraine	Migraine with aura	331.6	HP_0002077
Hemorrhoids in pregnancy	Varicose veins	912.3	HP_0002619
Complications of labor and delivery NEC	Induced vaginal delivery	949	HP_0030369
Ischemic heart disease	Polyarticular arthritis	404	HP_0005764
Other and unspecified nonspecific immunological findings	Monoclonal elevation of circulating IgA	826.4	HP_0032335
Neural tube defects and congenital disorders of the spinal cord	Exencephaly	751	HP_0030769
Lump or mass in breast or nonspecific abnormal breast exam	Fibroadenoma of the breast	142	HP_0010619
Contracture of muscle*	Joint contracture of the 3rd finger	719.93	HP_0009319
Carpal tunnel syndrome	Neuritis	336.1	HP_0031002
Malignant sarcoma-related cancers	Spinal neurofibromas	104	HP_0009735
Nontraumatic intracerebral hemorrhage	Lacunar stroke	430.2	HP_0032325
Acute thyroiditis	Thyroid macrofollicular adenoma	200.42	HP_0011775
Hypepigmentation	Laryngeal hemangioma	674.2	HP_0410271
Other specific joint derangements	Polyarticular arthropathy	712	HP_0005195
Abnormal echoencephalogram	EEG with central sharp slow waves	349.11	HP_0011291
Testicular dysfunction	Gonadotropin deficiency	215	HP_0008213
Paralytic strabismus [Neurogenic strabismus]	Distance esotropia	381.1	HP_0031762
Hypothyroidism	Absent TSH response to thyrotrophin-releasing hormone stimulation test	200.1	HP_0033081
Neuroendocrine tumors	Thyroid macrofollicular adenoma	114	HP_0011775
Chronic nephritic syndrome	Membranous lupus nephritis	580.2	HP_0033730
Nutritional anemias	Microangiopathic hemolytic anemia	160	HP_0001937
Congenital malformations of brain	Intracranial cystic lesion	750	HP_0010576
Cortical age-related cataract	Microphakia	371.1	HP_0012376
Alcoholic liver disease	Abnormality of the liver	280.13	HP_0001392
Infections	Meningitis	089	HP_0001287
Lack of expected normal physiological development in childhood	Moderate postnatal growth retardation	890	HP_0008855
Chronic pain	Pain	809.2	HP_0012531
Treponema	Spastic hemiparesis	019	HP_0011099
Plasma cell	Pulmonary lymphoma	120.11	HP_0011953
Iron deficiency	Normochromic anemia	247.72	HP_0001895
Dislocation of shoulder	Congenital knee dislocation	T830.2	HP_0005191
Convulsions	Focal impaired awareness clonic seizure	330.3	HP_0032725
Heberden's or Bouchard's nodes*	Osteoarthritis of the elbow	708.9	HP_0003940
Generalized epilepsy	Generalized myoclonic-atonic seizure	330.11	HP_0011170
Borrelia	Peripheral axonal neuropathy	020	HP_0003477
Nail disorders	Periungual erythema	683	HP_0033425
Acute pancreatitis	Recurrent pancreatitis	554.11	HP_0100027
Tricuspid valve disorders	Tricuspid atresia	413.3	HP_0011662
Multiple fractures	Fractured proximal phalanx of digit 4	T828	HP_0041213
Inflammatory myopathy	Motor polyneuropathy	700.4	HP_0007178
Congenital hypoplasia and dysplasia of lung	Intralobar sequestration	777.33	HP_0010961
Malignant neoplasm of eye	Neuroblastic tumor	109.1	HP_0004376
Chronic rhinitis	Chronic rhinitis due to narrow nasal airway	463.1	HP_0004499
Benign neoplasm of the tongue	Cerebral germinoma	135.12	HP_0100312
Diffuse large B-cell lymphoma*	Myeloid leukemia	122.22	HP_0012324
Osteolysis*	Osteolysis of scaphoids	726.6	HP_0006202
Congenital malformations of renal artery	Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis	781.3	HP_0011655
Inflammatory and immune myopathies	Motor polyneuropathy	340.3	HP_0007178
Myxedema*	Thyroid carcinoma	200.16	HP_0002890
Hemo onc - by cell of origin	Pyridoxine-responsive sideroblastic anemia	120	HP_0005522
Other diseases of blood and blood-forming organs	Heavy-chain paraproteinemia	176	HP_0031049
Disorders of pigmentation	Retinal capillary hemangioma	674	HP_0009711
Disorders of thyrocalcitonin secretion	Thyroid follicular adenoma	200.5	HP_0011774
General symptoms and other findings	Frontolimbic dementia	819	HP_0002439
Congenital anomalies of eyelids, lacrimal system, and orbit	Cicatricial entropion	754	HP_0031737
Chronic inflammatory demyelinating polyneuritis	Polyneuropathy	337.22	HP_0001271
Chronic thyroiditis	Abnormal circulating T4 level	200.44	HP_0031505
Allergic rhinitis	Chronic rhinitis	463.2	HP_0002257
Benign neoplasm of the endocrine glands	Pituitary growth hormone cell adenoma	149	HP_0011760
Syndactyly	2-4 finger syndactyly	785.12	HP_0010709
Substance related disorders	Mixed demyelinating and axonal polyneuropathy	280	HP_0007327
Neuroendocrine tumors	Pituitary thyrotropic cell adenoma	114	HP_0011762
Chronic lymphoid leukemia	Refractory anemia with ringed sideroblasts	121.21	HP_0004828
Atypical face pain	Entrapment neuropathy	334.12	HP_0012181
Intestinal perforation	Abnormality of the gastrointestinal tract	532.2	HP_0011024
Secondary malignant neoplasm of liver	Carcinoma	116.4	HP_0030731
Osteomalacia	Thoracolumbar kyphoscoliosis	726.5	HP_0003423
Disorders of autonomic nervous system	Progressive peripheral neuropathy	343	HP_0007133
Malignant neoplasm of kidney, except pelvis	Papillary renal cell carcinoma	108.41	HP_0006766
Pain in joint	Polyarticular arthropathy	713.3	HP_0005195
Epilepsy	Focal impaired awareness seizure with dissociation at onset	330.1	HP_0032879
Peripheral retinal degeneration	Disciform macular scar	374.6	HP_0025094
Allergy to insects	Feather allergy	840.2	HP_0410326
Noninflammatory disorders of choroid	Chorioretinal lacunae	373	HP_0007858
Congenital anomalies of limbs	Distal femoral bowing	785	HP_0005096
Iodine-deficiency related thyroid disorders*	Lingual thyroid	200.7	HP_0100029
Dermatitis [eczema]	Papulovesicular eruption	668	HP_0033700
Platelet defects	Macrothrombocytopenia	169	HP_0040185
Immunodeficiencies	Decreased circulating total IgG	179	HP_0032132
Asthma	Aspirin-induced asthma	475	HP_0012042
Polyneuropathies	Arthropathy	337	HP_0003040
Thyroiditis	Thyroid lymphangiectasia	200.4	HP_0008229
Visual disturbances	Abnormal confrontational visual field test	386	HP_0030589
Convulsions	Focal motor seizure with dystonia	330.3	HP_0032718
Congenital malformations of spine and bony thorax	Cervical kyphosis	787	HP_0002947
Chronic thyroiditis	Thyroid nodule	200.44	HP_0025388
Non-Hodgkin lymphoma	Monoclonal immunoglobulin M proteinemia	122.2	HP_0005508
Malignant neoplasm of the intrahepatic bile ducts	Carcinoma	101.62	HP_0030731
Traumatic fracture of vertebrae	Tracheal calcification	T818	HP_0002787
Hemangioma	Curvilinear pericallosal lipoma	139.61	HP_0034013
Incisional hernia	Ventral hernia	520.15	HP_0002933
Cramp and spasm	obsolete Muscle spasm	719.1	HP_0031988
Fasciopathy	Joint contractures involving the joints of the feet	722	HP_0100492
Glomerular diseases	Abnormal tubulointerstitial morphology	580	HP_0001969
Hypopituitarism	Panhypopituitarism	209.2	HP_0000871
Congenital malformations of renal artery	Double outlet right ventricle	781.3	HP_0001719
Dislocation	Recurrent shoulder dislocation	T830	HP_0031610
Other abnormal immunological findings in serum	Oligoclonal elevation of circulating IgA	826	HP_0032334
Cancer (solid tumor, excluding BCC)	Dysgerminoma	130	HP_0100621
Critical illness polyneuropathy	Mononeuropathy	337.4	HP_0009831
Benign neoplasm of cornea	Hypothalamic hamartoma	148.14	HP_0002444
Inclusion body myositis	Mixed demyelinating and axonal polyneuropathy	700.44	HP_0007327
Acute lower respiratory infection	Recurrent lower respiratory tract infections	460.2	HP_0002783
Complex regional pain syndrome	Abnormal peripheral nervous system morphology	343.3	HP_0000759
Palpitations	Ventricular ectopy	417.1	HP_0034041
Lipoma	Multiple central nervous system lipomas	139.5	HP_0100251
Chronic kidney disease	Left ventricular diastolic dysfunction	583	HP_0025168
Mature B-cell	Neoplasm	120.21	HP_0002664
Disorders of lens (excluding cataracts)	Microphakia	372	HP_0012376
Disorders of lens (excluding cataracts)	Lenticonus	372	HP_0001142
Dentofacial anomalies, including malocclusion	Micrognathia	733	HP_0000347
Lump or mass in breast or nonspecific abnormal breast exam	Breast carcinoma	142	HP_0003002
Epilepsy, recurrent seizures, convulsions	Focal impaired awareness bilateral motor seizure	330	HP_0032714
Multinodular goiter	Thyroid hyperplasia	200.23	HP_0008249
Immunodeficiency NOS	Decreased serum complement C5	179.9	HP_0033060
Other specific joint derangements	Spinal instability	712	HP_0005881
Mallet finger	Polyarticular arthropathy	709.11	HP_0005195
Hepatitis A	Interface hepatitis	054.1	HP_0032220
Mitral valve insufficiency	Mitral regurgitation	413.11	HP_0001653
Specific developmental disorders	Spoken word recognition deficit	891	HP_0030391
Bell's palsy	Abnormal peripheral nervous system morphology	334.21	HP_0000759
Diseases of hair and hair follicles	Alopecia	684	HP_0001596
Entropion and trichiasis of eyelid	Cicatricial entropion	361.1	HP_0031737
Other malignant neoplasms of lymphoid, hematopoietic and related tissue	Ph-positive acute lymphoblastic leukemia	125	HP_0004848
Substance dependence	Stimulant addiction	281.2	HP_0033512
Fatty liver disease (FLD)	Hepatic steatosis	542.2	HP_0001397
Congenital malformations of brain	Focal cortical dysplasia type Ib	750	HP_0032049
Other congenital malformations of circulatory system	Cardiac total anomalous pulmonary venous connection	781	HP_0011720
Benign neoplasm of the skin	Lymphocytoma cutis	138	HP_0031549
Abnormal electrocardiogram [ECG] [EKG]	Prolonged QTc interval	418.1	HP_0005184
Congenital deformities of skull, face, and jaw	Macrocephaly at birth	758	HP_0004488
Benign neuroendocrine tumors	Pericallosal lipoma	114.2	HP_0006931
Infantile and juvenile nuclear cataract	Pseudophakia	371.32	HP_0500081
Abnormal results of function studies of eye	Abnormal amplitude of pattern onset/offset visual evoked potentials	385	HP_0030457
Mild cognitive impairment, so stated	Brain fog	329.5	HP_0033630
Microcytic anemia	Chronic hemolytic anemia	164.1	HP_0004870
Idiopathic scoliosis	Lumbar kyphoscoliosis	714.31	HP_0004619
Anomalous pulmonary venous return	Total anomalous pulmonary venous return	781.41	HP_0005160
Pulmonary fibrosis	Reticulonodular pattern on pulmonary HRCT	481.4	HP_0025393
Congenital malformations of male genital organs	Penile hypospadias	771	HP_0003244
Cafe au lait spots*	Subglottic hemangioma	674.21	HP_0410264
Intracranial and intraspinal abscess	Abscess	322.4	HP_0025615
Monocyte	Acute promyelocytic leukemia	120.12	HP_0004836
Bronchopneumonia	Pneumonia	468.8	HP_0002090
Malignant neoplasm of the pituitary gland and craniopharyngeal duct	Pituitary acidophilic stem cell adenoma	110.4	HP_0011758
Disorders of the retina	Retinopathy of prematurity pre-plus	374	HP_0500063
Immunodeficiencies	Transient decreased circulating IgG2	179	HP_0041062
Abnormal results of function studies of eye	Horizontal opticokinetic nystagmus	385	HP_0008026
Hermaphroditism	True hermaphroditism	772.1	HP_0010459
Parasites	Pressure ulcer	084	HP_0012399
Sequela of infection	Carcinoma	095	HP_0030731
Carcinoid tumor of the kidney	Multiple pancreatic beta-cell adenomas	114.45	HP_0008194
Cancer (solid tumor, excluding BCC)	Pulmonary lymphoma	130	HP_0011953
Vascular dementia	Mental deterioration	328.7	HP_0001268
Lyme disease	Chronic sensorineural polyneuropathy	020.1	HP_0001301
Symptoms and signs related to movement disorders	Inability to walk	325	HP_0002540
Disorders of autonomic nervous system	Abnormal autonomic nervous system physiology	343	HP_0012332
Oligospermia	Early spermatogenesis maturation arrest	609.2	HP_0031039
Lack of coordination	Oral motor hypotonia	325.3	HP_0030190
Heart valve disorders	Tetralogy of Fallot with absent pulmonary valve	413	HP_0011659
Benign neoplasm of the testis	Teratoma	146.3	HP_0009792
Intestinal malabsorption	Small intestinal bacterial overgrowth	525	HP_0033163
