narrower,phecodeX_label,hpo_label,phecodeX_code,hpo_code
,Osteoporosis and low bone density,Osteolytic defects of the phalanges of the hand,726,HP_0009771
,Meningitis,Decreased serum complement factor B,320,HP_0005416
,Thyrotoxicosis [hyperthyroidism],Decreased circulating free T4 level,200.3,HP_0033078
,Malignant neoplasm of the urinary tract,Intralobar nephroblastomatosis,108,HP_0011795
,Femoral hernia,Central diaphragmatic hernia,520.12,HP_0025195
,Malignant neoplasm of the oral cavity,Pleomorphic xanthoastrocytoma,100.1,HP_0033682
,Contractures,Flexion contracture of finger,719.9,HP_0012785
,Palmar fascial fibromatosis [Dupuytren],Adductor longus contractures,722.4,HP_0006366
,Benign neoplasm of the digestive organs,Neoplasm of the stomach,136,HP_0006753
,Retinal vascular changes and occlusions,Macular microaneurysm/hemorrhage,374.3,HP_0030494
,Encephalopathy,Acute necrotizing encephalopathy,345,HP_0006965
,Bacterial infections,Bloody diarrhea,089.1,HP_0025085
,Nail disorders,Fast-growing nails,683,HP_0030806
,Renal tubulo-interstitial diseases,Tubulointerstitial bacterial infiltration,581,HP_0020204
,Dislocation of vertebra or sternum,Recurrent shoulder dislocation,T830.9,HP_0031610
,Retinal telangiectasis,Lip telangiectasia,374.35,HP_0000214
,Paralytic strabismus [Neurogenic strabismus],Cyclophoria,381.1,HP_0031777
,Viral infections,Disseminated cutaneous warts,089.2,HP_0032215
,Hypercholesterolemia,Verruciform xanthoma,239.1,HP_0031517
,Intrinsic (hereditary) hemolytic anemias,Cold-induced hemolysis,161.1,HP_0031484
,Gastroesophageal laceration-hemorrhage syndrome [Mallory-Weiss tear],Mallory-Weiss tear,510.7,HP_0032062
,Lymphangioma,Multiple meningiomata,139.62,HP_0033714
,Arteriovenous malformation,Rectal arteriovenous malformation,441,HP_0031346
,Disorders of external ear,Chondritis of pinna,390,HP_0200047
,Interruption of aortic arch,Interrupted aortic arch,778.42,HP_0011611
,Benign neoplasm of other or unspecified sites,Cortical tubers,153,HP_0009717
,Congenital malformations of esophagus,Esophageal web,762,HP_0100594
,Abnormality of urination,Elevated urinary homovanillic acid,594,HP_0011977
,Disorders of mitochondrial metabolism,Mitochondrial lysine transport defect,246,HP_0008265
,Qualitative platelet defects,Abnormal number of alpha granules,169.2,HP_0012528
,Instability of joint,Posterior radial head dislocation,712.6,HP_0005798
,Abdominal aortic aneurysm,Saccular abdominal aortic aneurysm,438.11,HP_0031645
,Trigeminal nerve disorders [CN5],Chronic axonal neuropathy,334.1,HP_0007267
,Benign neoplasm of the skin,Apocrine hidrocystoma,138,HP_0031454
,Disseminated intravascular coagulation [Defibrination syndrome],Chronic disseminated intravascular coagulation,168.22,HP_0005520
,Other congenital anomalies of nervous system,Spinal dysraphism,752,HP_0010301
,Congenital malformations of spine and bony thorax,Scoliosis,787,HP_0002650
,Abnormalities of heart beat,Increased heart rate variability,417,HP_0031862
,Other disorders involving the immune mechanism,Pulmonary lymphoma,180,HP_0011953
,Specific developmental disorders,Receptive aphasia,891,HP_0033848
,Disorders of tooth develoment,Multiple unerupted teeth,500,HP_0006283
,Thyroiditis,Thyroid carcinoma,200.4,HP_0002890
,Postinfectious hypothyroidism*,Uninodular goiter,200.15,HP_0011773
,Autonomic neuropathy,Sensory neuropathy,343.1,HP_0000763
,Abnormalities of size and form of teeth,Incisor macrodontia,500.2,HP_0011081
,Vesical fistula,H-type rectovestibular fistula,596.4,HP_0025026
,Prominent ear [Protruding ear]*,Lop ear,755.5,HP_0000394
,Scar conditions and fibrosis of skin,Atrophodermia vermiculata,676.2,HP_0100837
,Symptoms related to joints,Stiff elbow,713,HP_0025259
,Disorders of hypoglossal [12th] nerve,Entrapment neuropathy,334.8,HP_0012181
,Placental disorders,Twin-to-twin transfusion,907,HP_0031110
,Congenital malformation of the skin,Nevus sebaceus,790,HP_0025511
,Other hearing abnormality,Childhood onset sensorineural hearing impairment,397,HP_0011474
,Other specified diabetes*,Diabetic ketoacidosis,202.4,HP_0001953
,Hyperkalemia [Hyperpotassemia],Hyperkalemia,256.4,HP_0002153
,"Neurofibromatosis, type 1",Neurofibromas,158.1,HP_0001067
,Hyper-coagulability,Hyperfibrinogenemia,168.2,HP_0011899
,Meibomian gland dysfunction of eyelid*,Posterior blepharitis,362.8,HP_0025610
,Acute thyroiditis,Absent TSH response to thyrotrophin-releasing hormone stimulation test,200.42,HP_0033081
,"Hypothyroidism, not specified as secondary",Hypothalamic hypothyroidism,200.14,HP_0008237
,Loose body in joint,Polyarticular arthropathy,712.1,HP_0005195
,Melanocytic nevi*,Nevus flammeus,138.2,HP_0001052
,Other disorders of glossopharyngeal [9th] nerve,Demyelinating peripheral neuropathy,334.5,HP_0007108
,Disorders of puberty,Mild intrauterine growth retardation,217,HP_0008883
,Streptococcus,Neonatal sepsis,004,HP_0040187
,Other disorders of the brain and CNS,Subependymal nodules,347,HP_0009716
,Degenerative diseases of the basal ganglia (excluding parkinsons),Atrophy/Degeneration involving the caudate nucleus,324.2,HP_0007374
,Congenital anomalies of eye,Posterior capsular cataract,753,HP_0100020
,Contractures,Arthrogryposis multiplex congenita,719.9,HP_0002804
,Traumatic pneumothorax and hemothorax,Hemothorax,T852.1,HP_0012151
,Disorders of thyroid gland,Abnormal T3/T4 ratio,200,HP_0012558
,Chondrodystrophy,Childhood-onset short-trunk short stature,788.1,HP_0008922
,Scotoma,Central scotoma,386.41,HP_0000603
,Malaise and fatigue,Facial diplegia,807,HP_0001349
,Disorders of the retina,Hypertensive retinopathy,374,HP_0001095
,Malignant neoplasm of brain,Glioblastoma multiforme,109.3,HP_0012174
,Abnormal involuntary movements,Gaze-evoked nystagmus,325.1,HP_0000640
,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",B Acute Lymphoblastic Leukemia,125,HP_0004812
,Benign neoplasm of other or unspecified sites,Retinal capillary hemangioma,153,HP_0009711
,Macroglobulinemia [Waldenstrom macroglobulinemia],Transient myeloproliferative syndrome,180.33,HP_0005534
,Sequela of infection,Thyroid atypical adenoma,095,HP_0011778
,Disorders of copper metabolism,Flared radial metaphysis,247.1,HP_0004018
,Benign neoplasm of the breast,Hypothalamic hamartoma,140,HP_0002444
,Lesion of sciatic nerve,Sensory neuropathy,336.51,HP_0000763
,Lymphedema,Generalized ichthyosis,177.4,HP_0007503
,Eosinophilic gastroenteritis and colitis,Eosinophilic liver infiltration,522.6,HP_0032021
,Disorders of muscle,Spastic tetraplegia,719,HP_0002510
,Disorders of the pituitary gland and its hypothalamic control,Diabetes insipidus,209,HP_0000873
,Trigeminal neuralgia,Sensorimotor polyneuropathy affecting arms more than legs,334.11,HP_0006865
,Abnormal thyroid function studies,Increased circulating T4 level,200.9,HP_0031506
,Polyneuropathy in diseases classified elsewhere,Maternal diabetes,337.8,HP_0009800
,Ectropion of eyelid,Eversion of lateral third of lower eyelids,361.9,HP_0007655
,Hemorrhagic disorder due to intrinsic circulating anticoagulants,Chronic disseminated intravascular coagulation,168.12,HP_0005520
,Specific developmental disorders of scholastic skills,Alexia,891.2,HP_0010523
,Chronic liver disease and sequelae,Enteroviral hepatitis,542,HP_0001412
,Postprocedural hypothyroidism,Increased circulating T4 level,200.13,HP_0031506
,Other specified cognitive deficit,Tachyphrenia,329.4,HP_0033844
,Hypothermia,Intermittent hypothermia,T910.2,HP_0005964
,Erythema multiforme,Necrolytic migratory erythema,667.1,HP_0031181
,Polyneuropathy in diseases classified elsewhere,Insulin-dependent but ketosis-resistant diabetes,337.8,HP_0008205
,Slurred speech*,Slurred speech,356.4,HP_0001350
,Disorders of thyrocalcitonin secretion,Central hypothyroidism,200.5,HP_0011787
,Symptoms and signs related to movement disorders,Spastic paraparetic gait,325,HP_0031958
,"Primary osteoarthritis of the shoulder, upper arm",Sacroiliac arthritis,708.14,HP_0012317
,Congenital anomalies of limbs,Complete duplication of the phalanges of the 3rd finger,785,HP_0009960
,Disorders of tooth develoment,"Small, conical teeth",500,HP_0200141
,Amyloidosis,Amyloidosis,249,HP_0011034
,Corneal scars and opacities,Corneal crystals,369.1,HP_0000531
,Hypertension,Elevated mean arterial pressure,401,HP_0004972
,Gangrene,Rectocele,091,HP_0100822
,Acute pain,Toe pain,809.1,HP_0030841
,Facial nerve disorders and weakness,Facial diplegia,334.2,HP_0001349
,Cerebral cysts,Tarlov cyst,347.1,HP_0025643
,Klippel-Feil syndrome,Cervical C5/C6 vertebrae fusion,787.1,HP_0004635
,Hypoesthesia of skin*,Impaired distal vibration sensation,351.2,HP_0006886
,Disorders of iris and ciliary body,Oval pupil,370,HP_0025310
,Stenosis of larynx,Tracheal atresia,472.5,HP_0100682
,Ganglion cyst,Wrist ganglion,721.2,HP_0020076
,Other open wound of head and face,Fractured skull,T870.3,HP_0041082
,Congenital laryngomalacia*,Laryngomalacia,777.15,HP_0001601
,Atherosclerosis [ASCVD],Arteriosclerosis of small cerebral arteries,436,HP_0004931
,Sequela of infection,Abnormal circulating free T4 level,095,HP_0033076
,Myasthenia gravis and other myoneural disorders,Cogwheel rigidity,338,HP_0002396
,Infections,Hyperparakeratosis,089,HP_0040009
,Contracture of muscle*,Camptodactyly of finger,719.93,HP_0100490
,Carcinoid tumor of the kidney,Vagal paraganglioma,114.45,HP_0002886
,Other specified cognitive deficit,Anterograde memory impairment,329.4,HP_0033689
,Carcinoid tumor of the stomach,Pancreatic endocrine tumor,114.44,HP_0030405
,Pharyngitis,Pharyngalgia,465,HP_0033050
,"Epilepsy, recurrent seizures, convulsions",Focal aware sensory seizure with auditory features,330,HP_0032864
,Malignant neoplasm of the testis,Testicular teratoma,107.3,HP_0100616
,Multinodular goiter,Multinodular goiter,200.23,HP_0005987
,Chromosomal anomalies,Chromosomal breakage induced by crosslinking agents,797,HP_0003221
,Iodine-deficiency related thyroid disorders*,Lingual thyroid,200.7,HP_0100029
,Benign neoplasm of the parathyroid gland,Choroid plexus papilloma,149.3,HP_0200022
,Benign neoplasm of the liver*,Hemangioblastoma,136.61,HP_0010797
,Abnormal echoencephalogram,EEG with photoparoxysmal response,349.11,HP_0010852
,Disorders of muscle,Camptodactyly of 2nd-5th fingers,719,HP_0001215
,Benign neoplasm of conjunctiva,Choroid plexus papilloma,148.13,HP_0200022
,Benign neoplasm of the hypopharynx,Cerebral germinoma,135.4,HP_0100312
,Compression of brain,Chiari type III malformation,346.5,HP_0025661
,Osteoporosis and low bone density,Fractured shoulder,726,HP_0041217
,Rheumatoid arthritis and other inflammatory polyarthropathies,Honeycomb lung,705,HP_0025175
,Abnormal findings on diagnostic test of central nervous system,EEG with hyperventilation-induced focal epileptiform discharges,349.1,HP_0011183
,Benign neoplasm of the testis,Multiple meningiomata,146.3,HP_0033714
,Disorders of muscle,Slowly progressive spastic quadriparesis,719,HP_0006983
,Visual disturbances,Abnormal confrontational visual field test,386,HP_0030589
,Congenital osteodystrophies,Infancy onset short-trunk short stature,788,HP_0011406
,Burkitt lymphoma,Anaplastic large-cell lymphoma,122.23,HP_0012193
,Sinusitis,Chronic sinusitis,462,HP_0011109
,Congenital malformations of iris,Lester's sign,753.5,HP_0009781
,Burkitt lymphoma,Hodgkin lymphoma,122.23,HP_0012189
,Syndactyly,Rudimentary postaxial polydactyly of hands,785.12,HP_0005676
,Benign neoplasm of the of bronchus and lung,Intracranial meningioma,137.1,HP_0100009
,"Epilepsy, recurrent seizures, convulsions",Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena,330,HP_0032785
,Acute respiratory infection,Pneumonia,460,HP_0002090
,Pulmonary arteriovenous malformation,Arteriovenous fistula,441.2,HP_0004947
,Cafe au lait spots*,Visceral angiomatosis,674.21,HP_0100761
,Other congenital anomalies of heart,Coronary artery sandwich anomaly,780,HP_0025506
,Adverse effect of other drug,Increased circulating free T4 level,973,HP_0033077
,Hepatitis delta,Giant cell hepatitis,054.21,HP_0200084
,Narcolepsy,Narcolepsy,333.7,HP_0030050
,Adverse effect of other drug,Thyroid atypical adenoma,973,HP_0011778
,"Mental disorder, not otherwise specified",Global developmental delay,299,HP_0001263
,Extrapyramidal and movement disorders,Orofacial action-specific dystonia induced by speech,324,HP_0031007
,Preterm labor,Premature delivery because of cervical insufficiency or membrane fragility,903.1,HP_0005267
,Nystagmus,Vestibular nystagmus,383.1,HP_0010542
,Abnormal findings on diagnostic imaging of lung,Diffuse reticular or finely nodular infiltrations,495,HP_0002207
,Club foot,Arthropathy,710.42,HP_0003040
,Paraproteinemias,Myeloproliferative disorder,180.3,HP_0005547
,Diseases of the pancreas,Pancreatic fistula,554,HP_0100844
,Malignant neoplasm of the colon,Neoplasm,101.41,HP_0002664
,Disorders of tooth develoment,Delayed eruption of permanent teeth,500,HP_0000696
,Hepatitis E,Interface hepatitis,054.5,HP_0032220
,Multiple cranial nerve palsies,Oculomotor nerve palsy,334.9,HP_0012246
,Hemangioma and lymphangioma,Nevus flammeus of the forehead,139.6,HP_0007413
,Diseases of the pancreas,Pancreatic squamous cell carcinoma,554,HP_0012142
,Nerve plexus lesions,Peripheral neuropathy,335.1,HP_0009830
,"Malignant neoplasm of the eye, brain and other parts of central nervous system",Olfactory esthesioneuroblastoma,109,HP_0030068
,Abnormal results of cardiovascular function studies,Abnormal QRS complex,418,HP_0025074
,Neural tube defects and congenital disorders of the spinal cord,Exencephaly,751,HP_0030769
,Encephalocele,Cervical spina bifida,751.3,HP_0005857
,Plagiocephaly*,Anterior plagiocephaly,758.22,HP_0011326
,Hypothyroidism due to drugs or iatrogenic causes,Thyrotoxicosis from ectopic thyroid tissue,200.12,HP_0011783
,Spinal muscular atrophy,Segmental spinal muscular atrophy,323.2,HP_0009037
,"Epilepsy, recurrent seizures, convulsions",Focal bilateral motor seizure,330,HP_0032715
,Diseases of hair and hair follicles,Anterior cervical hypertrichosis,684,HP_0004535
,Disturbances of cerebral status of newborn,Transient ischemic attack,870,HP_0002326
,Disorders of thyrocalcitonin secretion,Thyrotoxicosis with toxic single thyroid nodule,200.5,HP_0011786
,"Other specified complications of procedures, not elsewhere classified",Cervical kyphosis,C944,HP_0002947
,Disorders of other cranial nerves,Entrapment neuropathy,334,HP_0012181
,"Benign neoplasm of colon, rectum, anus and anal canal",Hamartomatous stomach polyps,136.4,HP_0004795
,Coarctation of aorta,Long segment coarctation of the aorta,778.41,HP_0031054
,Dislocation of lens,Anterior pyramidal cataract,372.2,HP_0010697
,Benign neoplasms of the ovary,Juvenile type ovarian granulosa cell tumor,144.3,HP_0031919
,Allergy,Late onset atopic dermatitis,840,HP_0007573
,Bacterial infections,Erythema migrans,089.1,HP_0031180
,Benign neoplasm of urethra,Neoplasm,146.51,HP_0002664
,Congenital cerebral cysts*,Focal cortical dysplasia type IIa,750.4,HP_0032052
,Diffuse goiter,Euthyroid multinodular goiter,200.21,HP_0000866
,Sequela of infection,Myeloid leukemia,095,HP_0012324
,Alopecia,Sparse lower eyelashes,684.1,HP_0007776
,Benign neoplasm of the kidney,Multiple central nervous system lipomas,146.4,HP_0100251
,Periodic fever syndromes*,Polyarticular arthropathy,700.61,HP_0005195
,Demoralization and apathy,Anhedonia,308.4,HP_0012154
,Lipoma,Carcinoma,139.5,HP_0030731
,Nausea and vomiting,Episodic vomiting,528,HP_0002572
,Congenital subglottic stenosis*,Tracheal stenosis,777.12,HP_0002777
,Osteoporosis and low bone density,Osteolysis involving bones of the upper limbs,726,HP_0045039
,Immunodeficiency NOS,Decreased serum complement factor I,179.9,HP_0005356
,Carcinoid tumor of the bronchus and lung,Glucagonoma,114.42,HP_0030404
,Postprocedural hypothyroidism,Activating thyroid-stimulating hormone receptor defect,200.13,HP_0011790
,Immunodeficiencies,Decreased serum complement C5,179,HP_0033060
,"Primary osteoarthritis of the wrist, forearm",Abnormal joint morphology,708.15,HP_0001367
,Myxedema*,Thyroid dysgenesis,200.16,HP_0008188
,Congenital malformation of the skin,Nevus comedonicus,790,HP_0020154
,Deposits [accretions] on teeth,Abnormality of the gastrointestinal tract,502.3,HP_0011024
,Malignant neoplasm of the of pleura,Pericardial mesothelioma,102.53,HP_0100004
,Systemic sclerosis,Proximal scleroderma,700.3,HP_0550003
,Malignant neoplasm of the skin,Medulloblastoma,103,HP_0002885
,Disorders of muscle tone of newborn*,Spastic tetraparesis,872.1,HP_0001285
,Acquired deformities of the ankle and foot,Neuropathic arthropathy,710.4,HP_0002821
,Disorder of nervous system,EEG with central epileptiform discharges,349,HP_0033718
,Complications of trauma,Contractures involving the joints of the feet,T900,HP_0008366
,Acidosis,Chronic metabolic acidosis,256.31,HP_0001996
,Tremor,Head tremor,324.4,HP_0002346
,Abnormal echoencephalogram,EEG with hyperventilation-induced focal epileptiform discharges,349.11,HP_0011183
