"phecode","phecode_string","LB_cat"
790.1,"Congenital ichthyosis","Cong"
790.2,"Congenital ectodermal dysplasia","Cong"
790.3,"Epidermolysis bullosa*","Cong"
790.4,"Congenital pigmentary anomalies of skin","Cong"
790.41,"Congenital non-neoplastic nevus","Cong"
790.5,"Sacral dimple*","Cong"
791,"Congenital malformations of breast","Cong"
792,"Congenital anomalies of hair","Cong"
793,"Congenital anomalies of nails","Cong"
794,"Congenital malformations of endocrine glands","Cong"
795,"Congenital malformations of spleen","Cong"
796,"Other congenital malformations","Cong"
796.1,"Situs inversus and related disorders","Cong"
796.2,"Conjoined twins","Cong"
796.3,"","Cong"
797,"Chromosomal anomalies","Cong"
789.4,"Arthrogryposis multiplex congenita*","Cong"
781.6,"Arterial tortuosity syndrome*","Cong"
797.1,"DiGeorge/Velo-cardio-facial syndrome","Cong"
797.2,"Down syndrome","Cong"
797.3,"Trisomy 13 (Patau's syndrome)","Cong"
797.4,"Trisomy 18 (Edwards' syndrome)","Cong"
797.5,"Angelman syndrome*","Cong"
797.6,"Williams syndrome*","Cong"
797.7,"Turner's syndrome","Cong"
797.8,"Klinefelter's syndrome","Cong"
797.9,"Fragile X chromosome","Cong"
798,"Genetic diagnoses","Cong"
799,"Genetic susceptibility to disease","Cong"
200.14,"Hypothyroidism, not specified as secondary","Endo"
529.6,"Halitosis*","GI"
594,"Abnormality of urination","Genitourinary"
886,"Birthweight","Neonate"
850,"Disorders of newborn related to slow fetal growth and fetal malnutrition","Neonate"
850.1,"Newborn light or small for gestational age","Neonate"
850.2,"Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age","Neonate"
850.3,"Newborn affected by slow intrauterine growth","Neonate"
851,"Exceptionally large newborn baby","Neonate"
854.71,"Bronchopulmonary dysplasia originating in the perinatal period*","Neonate"
853.6,"Persistent fetal circulation","Neonate"
856.1,"Congenital viral diseases","Neonate"
856.2,"Bacterial infection of newborn","Neonate"
856.11,"Congenital cytomegalovirus infection","Neonate"
856.3,"Neonatal candidiasis","Neonate"
856.4,"Omphalitis of newborn","Neonate"
856.21,"Bacterial sepsis of newborn","Neonate"
856.5,"Neonatal urinary tract infection","Neonate"
856.6,"Neonatal conjunctivitis and dacryocystitis","Neonate"
856.8,"Congenital pneumonia","Neonate"
858,"Hemolytic Disease of the Newborn","Neonate"
858.1,"Rh isoimmunization of newborn","Neonate"
858.2,"ABO isoimmunization of newborn","Neonate"
859,"Perinatal jaundice","Neonate"
859.3,"Neonatal jaundice due to excessive hemolysis","Neonate"
860,"Hematological disorders of newborn","Neonate"
860.1,"Neonatal disorders of coagulation","Neonate"
860.2,"Polycythemia neonatorum","Neonate"
860.11,"Disseminated intravascular coagulation of newborn","Neonate"
860.12,"Transient neonatal thrombocytopenia","Neonate"
860.3,"Anemia in newborn","Neonate"
860.4,"Transient neonatal neutropenia","Neonate"
864.4,"Transitory tyrosinemia of newborn*","Neonate"
864.5,"Transitory hyperammonemia of newborn*","Neonate"
865.11,"Meconium plug syndrome","Neonate"
865.12,"Transitory ileus of newborn","Neonate"
885.322,"Moderate to late preterm, 36 weeks*","Neonate"
885.5,"Post-term infant (>40 weeks)","Neonate"
886.1,"Extremely low birthweight (<1,000 g)","Neonate"
886.2,"Very low birthweight (1,000 - 1,500 g)","Neonate"
886.3,"Low birthweight (1,500 - 2,500 g)","Neonate"
886.11,"Extremely low birthweight, <500 grams","Neonate"
886.12,"Extremely low birthweight, 500-749 grams","Neonate"
886.13,"Extremely low birthweight, 750-999 grams","Neonate"
886.21,"Very low birthweight, 1,000-1,249 grams","Neonate"
886.22,"Very low birthweight, 1,250-1,499 grams","Neonate"
886.4,"Birthweight 2,500+ grams","Neonate"
886.31,"Low birthweight, 1,500-1,749 grams","Neonate"
886.32,"Low birthweight, 1,750-1,999 grams","Neonate"
886.33,"Low birthweight, 2,000-2,499 grams","Neonate"
889.1,"Fussy infant","Neonate"
889.2,"Apparent life threatening event in infant (ALTE)","Neonate"
"092.3","Meningococcemia","ID"
"092.8","Bacteremia","ID"
"065","Measles virus","ID"
404.21,"Coronary atherosclerosis due to lipid rich plaque","Cardio"
404.23,"Coronary atherosclerosis due to calcified coronary lesion","Cardio"
462.11,"Acute recurrent sinusitis*","Resp"
403.1,"Coronary artery spasm [Coronary vasospasm]","Cardio"
320.111,"Pneumococcal meningitis","Neuro"
136.42,"Benign neoplasm of rectum and anus","Neoplasms"
725.21,"Coxa magna*","Musc/Skel"
391.51,"Ankylosis of ear ossicles","Hearing"
753.71,"Blue sclera*","Cong"
765.8,"Congenital absence, atresia and stenosis of large intestine","Cong"
679.8,"Cutis laxa senilis","Derm"
177.1,"Lymphadenitis","Blood"
240.14,"Disorders of histidine metabolism","Metab"
240.111,"Classical phenylketonuria","Metab"
240.12,"Disorders of tyrosine metabolism*","Metab"
240.121,"Tyrosinemia*","Metab"
240.13,"Albinism*","Metab"
240.131,"Ocular albinism*","Metab"
240.132,"Chediak-Higashi syndrome*","Metab"
240.133,"Hermansky-Pudlak syndrome*","Metab"
240.42,"Cystinuria*","Metab"
240.21,"Maple-syrup-urine disease*","Metab"
240.141,"Histidinemia*","Metab"
240.15,"Disorders of tryptophan metabolism*","Metab"
240.22,"Isovaleric acidemia*","Metab"
240.23,"3-methylglutaconic aciduria*","Metab"
240.24,"Methylmalonic acidemia*","Metab"
240.25,"Propionic acidemia*","Metab"
240.31,"Long chain/very long chain acyl CoA dehydrogenase deficiency*","Metab"
240.32,"Medium chain acyl CoA dehydrogenase deficiency*","Metab"
240.33,"Short chain acyl CoA dehydrogenase deficiency*","Metab"
240.34,"Glutaric aciduria type II*","Metab"
240.35,"Muscle carnitine palmitoyltransferase deficiency*","Metab"
240.41,"Homocystinuria*","Metab"
240.39,"Peroxisomal disorders","Metab"
240.38,"Disorders of carnitine metabolism","Metab"
240.381,"Primary carnitine deficiency","Metab"
240.382,"Ruvalcaba-Myhre-Smith syndrome*","Metab"
240.391,"Zellweger syndrome*","Metab"
240.392,"Adrenoleukodystrophy*","Metab"
240.43,"Methylenetetrahydrofolate reductase deficiency*","Metab"
240.94,"Hartnup's disease*","Metab"
240.95,"Lowe's syndrome*","Metab"
240.96,"Cystinosis*","Metab"
240.9,"Disturbances of amino-acid transport","Metab"
240.51,"Argininemia*","Metab"
240.52,"Arginosuccinic aciduria*","Metab"
240.54,"Disorders of ornithine metabolism*","Metab"
240.53,"Citrullinemia*","Metab"
240.6,"Disorders of lysine and hydroxylysine metabolism*","Metab"
240.7,"Disorders of glycine metabolism*","Metab"
240.71,"Trimethylaminuria*","Metab"
240.72,"Primary hyperoxaluria*","Metab"
241.3,"Glycogen storage disease","Metab"
241.31,"von Gierke disease*","Metab"
241.32,"Pompe disease*","Metab"
241.33,"Cori disease*","Metab"
241.34,"McArdle disease*","Metab"
241.2,"Fructokinase deficiency","Metab"
241.1,"Disorders of galactose metabolism","Metab"
241.4,"Sucrase-isomaltase deficiency*","Metab"
241.5,"Disorders of pyruvate metabolism and gluconeogenesis*","Metab"
525.3,"Disorders of intestinal carbohydrate absorption","GI"
242.12,"Tay-Sachs disease*","Metab"
242.11,"Sandhoff disease*","Metab"
242.13,"Mucolipidosis IV*","Metab"
242.21,"Fabry disease*","Metab"
242.22,"Gaucher disease*","Metab"
242.23,"Krabbe disease*","Metab"
242.24,"Niemann-Pick disease*","Metab"
242.25,"Metachromatic leukodystrophy*","Metab"
242.26,"Sulfatase deficiency*","Metab"
242.241,"Niemann-Pick disease type A*","Metab"
242.242,"Niemann-Pick disease type B*","Metab"
242.243,"Niemann-Pick disease type C*","Metab"
242.244,"Niemann-Pick disease type D*","Metab"
242.14,"Neuronal ceroid lipofuscinosis*","Metab"
243.2,"Hurler-Scheie syndrome [Mucopolysaccharidosis Ih/s]*","Metab"
243.3,"Scheie's syndrome [Mucopolysaccharidosis Is]*","Metab"
243.4,"Mucopolysaccharidosis, type II*","Metab"
243.5,"Mucopolysaccharidosis, type IVA*","Metab"
243.6,"Mucopolysaccharidosis, type IVB*","Metab"
243.7,"Sanfilippo mucopolysaccharidoses*","Metab"
244,"Disorders of lipoprotein metabolism and other lipidemias","Metab"
244.1,"Lipoprotein deficiencies","Metab"
244.2,"Barth syndrome*","Metab"
244.3,"Smith-Lemli-Opitz syndrome*","Metab"
232.24,"Biotinidase deficiency*","Metab"
245,"Disorders of porphyrin metabolism","Metab"
245.1,"Hereditary erythropoietic porphyria*","Metab"
245.2,"Porphyria cutanea tarda*","Metab"
248.2,"Plasminogen deficiency*","Metab"
250.5,"Lesch-Nyhan syndrome*","Metab"
250.6,"Myoadenylate deaminase deficiency*","Metab"
247.11,"Wilson's disease*","Metab"
256.6,"Fluid overload","Metab"
256.7,"Volume depletion","Metab"
256.71,"Dehydration","Metab"
256.72,"Hypovolemia","Metab"
246.1,"MELAS syndrome*","Metab"
246.2,"MERRF syndrome*","Metab"
798.1,"Cystic fibrosis","Cong"
798.11,"Meconium ileus in cystic fibrosis","Cong"
730.4,"Marfan syndrome","Musc/Skel"
158,"Neurofibromatosis","Neoplasms"
158.1,"Neurofibromatosis, type 1","Neoplasms"
158.2,"Neurofibromatosis, type 2","Neoplasms"
158.3,"Schwannomatosis","Neoplasms"
156,"Tuberous sclerosis","Neoplasms"
248,"Disorders of plasma-protein metabolism, NEC","Metab"
161.131,"Glucose-6-phosphate dehydrogenase [G6PD] deficiency*","Blood"
159,"Genetic susceptibility to malignant neoplasm","Neoplasms"
159.1,"Genetic susceptibility to malignant neoplasm of breast","Neoplasms"
159.2,"Genetic susceptibility to malignant neoplasm of ovary","Neoplasms"
159.3,"Genetic susceptibility to malignant neoplasm of prostate","Neoplasms"
159.4,"Genetic susceptibility to malignant neoplasm of endometrium","Neoplasms"
232.271,"Transcobalamin II deficiency*","Metab"
161.24,"Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]*","Blood"
798.2,"Alport syndrome*","Cong"
798.4,"Rett syndrome*","Cong"
322.11,"Fatal familial insomnia","Neuro"
981,"Family history of malignant neoplasm","Stat"
984,"Family history of mental disorders and behavioral disorders","Stat"
988,"Family history of cardiovascular disease","Stat"
985,"Family history of neurological diseases","Stat"
989,"Family history of respiratory disease","Stat"
983,"Family history of other endocrine and metabolic diseases","Stat"
171.71,"Hypereosinophilic syndrome*","Blood"
986,"Family history of eye disorders","Stat"
990,"Family history of digestive disorders","Stat"
980,"Family history of infectious and parasitic diseases","Stat"
982,"Family history of blood disorders","Stat"
987,"Family history of hearing disorders","Stat"
991,"Family history of diseases of the genitourinary system","Stat"
992,"Family history of diseases of the skin and subcutaneous tissue","Stat"
993,"Family history of musculoskeletal disease","Stat"
994,"Family history of congenital anomalies","Stat"
995,"Family history of genetic condition","Stat"
997,"Family history of other condition","Stat"
682.11,"Sebaceous cyst [Epidermal cyst]","Derm"
682.12,"Pilar and trichodermal cyst","Derm"
"032","Yersinia","ID"
"089.1","Bacterial infections","ID"
"089.2","Viral infections","ID"
"089.3","Fungal infections","ID"
"088","Sexually transmitted disease","ID"
"033","Francisella","ID"
"034","Brucella","ID"
"035","Burkholderia","ID"
"036","Spirillum","ID"
"037","Streptobacillus","ID"
"038","Erysipelothrix","ID"
"039","Pasteurella","ID"
"040","Legionella","ID"
"042","Tropheryma","ID"
"066","Orthorubulavirus [Mumps]","ID"
"067","Rubella","ID"
"068","Dengue virus","ID"
661,"Viral exanthemata NOS","Derm"
250,"Disorders of purine and pyrimidine metabolism (excl. hyperuiemia)","Metab"
251.1,"Gilbert syndrome*","Metab"
282.1,"Current tobacco use and nicotine dependence","Mental"
282.2,"Personal history of nicotine dependence","Mental"
506.6,"Mucocele of salivary gland","GI"
168.213,"Lupus anticoagulant syndrome*","Blood"
814,"Jaundice (not of newborn)","Signs/Symptoms"
168.214,"Antiphospholipid syndrome*","Blood"
298.3,"Trichotillomania*","Mental"
168.3,"Hereditary deficiency of other clotting factors","Blood"
773.32,"Polycystic kidney","Cong"
417,"Abnormalities of heart beat","Cardio"
416.4,"Heart block","Cardio"
416.21,"Atrial fibrillation","Cardio"
416.13,"Re-entry ventricular arrhythmia*","Cardio"
416.52,"Ventricular premature depolarization*","Cardio"
416.7,"Sinoatrial node dysfunction","Cardio"
416.71,"Sick sinus syndrome*","Cardio"
416.8,"Pre-excitation syndrome [Anomalous atrioventricular excitation]","Cardio"
419.1,"Presence of cardiac pacemaker","Cardio"
419.2,"Presence of cardiac defibrillator","Cardio"
"054.31","Chronic hepatitis C","ID"
"054.32","Acute hepatitis C","ID"
236.12,"Obesity hypoventilation syndrome [OHS]","Metab"
504.32,"Chronic periodontitis","GI"
523.4,"Diverticulitis","GI"
979,"Transplated organ","Stat"
979.1,"Heart transplant","Stat"
979.2,"Kidney transplant","Stat"
979.3,"Liver transplant","Stat"
979.4,"Lung transplant","Stat"
979.8,"Stem cell transplant","Stat"
979.5,"Pancreas transplant","Stat"
979.6,"Intestine transplant","Stat"
979.7,"Bone marrow transplant","Stat"
978,"Tissue transplant or graft","Stat"
978.1,"Skin transplant or graft","Stat"
978.2,"Corneal transplant or graft","Stat"
978.3,"Bone transplant or grant","Stat"
978.4,"Bone transplant or grant","Stat"
977,"Long term (current) drug therapy","Rx"
977.1,"Long term (current) use of anticoagulants and antithrombotics/antiplatelets","Rx"
977.2,"Long term (current) use of antibiotics","Rx"
977.3,"Long term (current) use of analgesic","Rx"
977.4,"Long term (current) use of steroids","Rx"
977.11,"Long term (current) use of anticoagulants","Rx"
977.12,"Long term (current) use of antithrombotics/antiplatelets","Rx"
977.13,"Long term (current) use of aspirin","Rx"
977.31,"Long term (current) use of non-steroidal anti-inflammatories (NSAID)","Rx"
977.32,"Long term (current) use of opiate analgesic*","Rx"
977.41,"Long term (current) use of inhaled steroids*","Rx"
977.42,"Long term (current) use of systemic steroids*","Rx"
977.5,"Long term (current) use of agents affecting hormones","Rx"
977.51,"Long term (current) use of hormonal contraceptives","Rx"
977.52,"Hormone replacement therapy (postmenopausal)","Rx"
977.53,"Long term (current) use of selective estrogen receptor modulators (SERMs)","Rx"
977.54,"Long term (current) use of aromatase inhibitors","Rx"
977.6,"Long term (current) use of bisphosphonates","Rx"
977.7,"Long term (current) use of insulin or oral hypoglycemic drugs","Rx"
977.71,"Long term (current) use of insulin","Rx"
977.72,"Long term (current) use of oral hypoglycemic drugs","Rx"
232.41,"Hereditary vitamin D-dependent rickets*","Metab"
251.2,"Crigler-Najjar syndrome*","Metab"
788.11,"Rhizomelic chondrodysplasia punctata*","Cong"
788.12,"Hypochondrogenesis*","Cong"
788.13,"Thanatophoric short stature*","Cong"
788.14,"Achondroplasia*","Cong"
788.15,"Diastrophic dysplasia*","Cong"
788.16,"Spondyloepiphyseal dysplasia*","Cong"
790.11,"Ichthyosis vulgaris*","Cong"
790.12,"X-linked ichthyosis*","Cong"
790.13,"Lamellar ichthyosis*","Cong"
790.14,"Congenital bullous ichthyosiform erythroderma*","Cong"
790.15,"Harlequin fetus*","Cong"
341.24,"Hemiplegia and hemiparesis following stroke","Neuro"
345.6,"Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL)*","Neuro"
440.15,"Cerebral venous sinus thrombosis","Cardio"
249.4,"Heredofamilial amyloidosis*","Metab"
730.21,"Classical Ehlers-Danlos syndrome*","Musc/Skel"
730.22,"Hypermobile Ehlers-Danlos syndrome*","Musc/Skel"
730.23,"Vascular Ehlers-Danlos syndrome*","Musc/Skel"
325.24,"Difficulty walking","Neuro"
325.25,"Abnormality of gait","Neuro"
844,"Wheelchair dependence","Signs/Symptoms"
180.7,"Cytokine release syndrome*","Blood"
700.7,"Multisystem inflammatory syndrome*","Musc/Skel"
798.6,"Prader-Willi syndrome","Cong"
799.1,"Cystic fibrosis carrier","Cong"
128,"Estrogen receptor status","Neoplasms"
128.1,"Estrogen receptor postitive status [ER+]","Neoplasms"
128.2,"Estrogen receptor negative status [ER-]","Neoplasms"
179.32,"Adenosine deaminase 2 deficiency (DADA2)*","Blood"
179.33,"Nezelof syndrome*","Blood"
179.34,"Purine nucleoside phosphorylase [PNP] deficiency*","Blood"
179.35,"Major histocompatibility complex class I deficiency (Bare lymphocyte syndrome, type I)*","Blood"
179.36,"Major histocompatibility complex class II deficiency (Bare lymphocyte syndrome, type II)*","Blood"
241.6,"Glucose transporter protein type 1 deficiency (GLUT1 deficiency)*","Metab"
240.16,"Aromatic L-amino acid decarboxylase deficiency (AADC definiciency)*","Metab"
323.12,"Friedreich ataxia*","Neuro"
330.112,"Cyclin-Dependent Kinase-Like 5 Deficiency Disorder*","Neuro"
330.111,"Dravet syndrome*","Neuro"
339.13,"Nemaline myopathy*","Neuro"
339.141,"X-linked myotubular myopathy*","Neuro"
339.14,"Centronuclear myopathy*","Neuro"
246.3,"Kearns-Sayre syndrome*","Metab"
700.611,"Cryopyrin-associated periodic syndromes*","Musc/Skel"
700.61,"Periodic fever syndromes*","Musc/Skel"
705.13,"Rheumatoid arthritis without rheumatoid factor*","Musc/Skel"
705.14,"Rheumatoid arthritis with rheumatoid factor*","Musc/Skel"
525.32,"Congenital lactase deficiency*","GI"
245.3,"Acute intermittent (hepatic) porphyria*","Metab"
441.2,"Pulmonary arteriovenous malformation","Cardio"
441.3,"Arteriovenous malformation of digestive system*","Cardio"
441.5,"Arteriovenous malformation of precerebral or cerebral vessels*","Cardio"
778.411,"","Cong"
370.41,"Pupillary abnormalities","Eye"
247.53,"Calcinosis cutis*","Metab"
582.1,"Acute kidney failure with tubular necrosis","Genitourinary"
582.3,"Acute kidney failure with medullary necrosis","Genitourinary"
582.2,"Acute kidney failure with acute cortical necrosis","Genitourinary"
328.342,"Alpers disease*","Neuro"
328.343,"Reye's syndrome","Neuro"
283.1,"Symptoms and signs involving appearance and behavior*","Mental"
325.4,"","Neuro"
443.4,"Necrosis of artery","Cardio"
438.8,"Rupture of artery","Cardio"
734.1,"Cyst of jaws*","Musc/Skel"
505.1,"Odontogenic cysts","GI"
809.31,"Pain in arm*","Signs/Symptoms"
809.32,"Pain in leg*","Signs/Symptoms"
809.33,"Pain in hand and fingers*","Signs/Symptoms"
809.34,"Pain in foot and toes*","Signs/Symptoms"
124.8,"Myelofibrosis","Neoplasms"
807.2,"Weakness","Signs/Symptoms"
787.52,"Short rib syndrome*","Cong"
713.31,"Pain in shoulder","Musc/Skel"
713.32,"Pain in elbow","Musc/Skel"
713.33,"","Musc/Skel"
713.34,"Pain in wrist*","Musc/Skel"
713.35,"Pain in joints of hand","Musc/Skel"
713.36,"Pain in hip","Musc/Skel"
713.37,"Pain in knee","Musc/Skel"
713.38,"Pain in ankle and joints of foot","Musc/Skel"
527.3,"Functional dyspepsia","GI"
527.2,"Abdominal tenderness","GI"
494.1,"Dysphonia","Resp"
494.2,"Aphonia","Resp"
494.3,"Hypernasality","Resp"
494.4,"Hyponasality","Resp"
"056.2","Anogenital (venereal) warts","ID"
320.121,"Enteroviral meningitis","Neuro"
320.122,"Adenoviral meningitis","Neuro"
320.123,"Lymphocytic choriomeningitis [Arenaviridae]","Neuro"
320.124,"Herpesviral meningitis","Neuro"
321.121,"Herpesviral encephalitis","Neuro"
321.122,"","Neuro"
758.7,"Wide cranial sutures of newborn","Cong"
619.41,"Stricture and atresia of vagina","Genitourinary"
