ICD10_code	ICD10_label	ICD10_simpleLabel	hpo_code	hpo_label	SORTA_score	phecode1.2_codeList	phecodeX_codeList
R78.81	Bacteremia	bacteremia	HP_0031864	Bacteremia	100.0	['038', '038.3']	['092', '092.8']
R79.1	Abnormal coagulation profile	abnormal coagulation profile	HP_0001928	Abnormality of coagulation	80.0	['286', '286.9']	['168', '168.4']
R79.81	Abnormal blood-gas level	abnormal blood-gas level	HP_0012415	Abnormal blood gas level	100.0	['790', '790.9']	['829', '829.1']
R79.82	Elevated C-reactive protein (CRP)	elevated c-reactive protein crp	HP_0011227	Elevated circulating C-reactive protein concentration	82.14	['790', '790.8']	['825']
R80	Proteinuria	proteinuria	HP_0000093	Proteinuria	100.0	['269']	['830']
R80.0	Isolated proteinuria	isolated proteinuria	HP_0000093	Proteinuria	82.76	['269']	['830']
R80.3	Bence Jones proteinuria	bence jones proteinuria	HP_0030156	Bence Jones Proteinuria	100.0	['269']	['830']
R80.8	Other proteinuria	other proteinuria	HP_0000093	Proteinuria	100.0	['269']	['830']
R80.9	Proteinuria, unspecified	proteinuria	HP_0000093	Proteinuria	100.0	['269']	['830']
R81	Glycosuria	glycosuria	HP_0003076	Glycosuria	100.0	['250', '250.5']	['831']
R82.1	Myoglobinuria	myoglobinuria	HP_0002913	Myoglobinuria	100.0	['598']	['832', '832.2']
R82.3	Hemoglobinuria	hemoglobinuria	HP_0003641	Hemoglobinuria	100.0	['285', '285.8']	['832', '832.4']
R82.71	Bacteriuria	bacteriuria	HP_0012461	Bacteriuria	100.0	['598', '598.9']	['099']
R82.81	Pyuria	pyuria	HP_0012085	Pyuria	100.0		['832', '832.6']
R82.991	Hypocitraturia	hypocitraturia	HP_0012405	Hypocitraturia	100.0		['832', '832.7']
R82.992	Hyperoxaluria	hyperoxaluria	HP_0003159	Hyperoxaluria	100.0		['832', '832.8']
R82.993	Hyperuricosuria	hyperuricosuria	HP_0003149	Hyperuricosuria	100.0		['832']
R82.994	Hypercalciuria	hypercalciuria	HP_0002150	Hypercalciuria	100.0		['832', '832.9']
R83	Abnormal findings in cerebrospinal fluid	abnormal findings in cerebrospinal fluid	HP_0002921	Abnormality of the cerebrospinal fluid	90.91	['346', '346.3']	['835']
R83.0	Abnormal level of enzymes in cerebrospinal fluid	abnormal level of enzymes in cerebrospinal fluid	HP_0500206	Abnormal CSF lysine concentration	83.78	['346', '346.3']	['835']
R83.1	Abnormal level of hormones in cerebrospinal fluid	abnormal level of hormones in cerebrospinal fluid	HP_0500241	Abnormal CSF homocarnosine concentration	85.37	['346', '346.3']	['835']
R83.8	Other abnormal findings in cerebrospinal fluid	other abnormal findings in cerebrospinal fluid	HP_0002921	Abnormality of the cerebrospinal fluid	90.91	['346', '346.3']	['835']
R83.9	Unspecified abnormal finding in cerebrospinal fluid	abnormal finding in cerebrospinal fluid	HP_0002921	Abnormality of the cerebrospinal fluid	90.91	['346', '346.3']	['835']
R90.81	Abnormal echoencephalogram	abnormal echoencephalogram	HP_0002353	EEG abnormality	86.79	['346', '346.2']	['349', '349.1', '349.11']
R91.1	Solitary pulmonary nodule	solitary pulmonary nodule	HP_0033609	Solid pulmonary nodule	85.11	['514', '514.2']	['495', '495.1']
R94.01	Abnormal electroencephalogram [EEG]	abnormal electroencephalogram eeg	HP_0002353	EEG abnormality	93.33	['346', '346.2']	['349', '349.1', '349.12']
R94.02	Abnormal brain scan	abnormal brain scan	HP_0012657	Abnormal brain positron emission tomography	90.0	['346', '346.2']	['349', '349.1']
R94.110	Abnormal electro-oculogram [EOG]	abnormal electro-oculogram eog	HP_0030454	Abnormal electrooculogram	86.79	['346']	['385']
R94.111	Abnormal electroretinogram [ERG]	abnormal electroretinogram erg	HP_0000512	Abnormal electroretinogram	92.59	['346']	['385']
R94.112	Abnormal visually evoked potential [VEP]	abnormal visually evoked potential vep	HP_0000649	Abnormality of visual evoked potentials	93.1	['346']	['385']
R94.113	Abnormal oculomotor study	abnormal oculomotor study	HP_0000496	Abnormality of eye movement	85.71	['346']	['385']
R94.131	Abnormal electromyogram [EMG]	abnormal electromyogram emg	HP_0003457	EMG abnormality	91.67	['346']	['349', '349.3']
R94.2	Abnormal results of pulmonary function studies	abnormal results of pulmonary function studies	HP_0030878	Abnormality on pulmonary function testing	82.86	['514', '514.1']	['496']
R94.31	Abnormal electrocardiogram [ECG] [EKG]	abnormal electrocardiogram ecg ekg	HP_0003115	Abnormal EKG	86.21	['426', '426.7']	['418', '418.1']
R94.5	Abnormal results of liver function studies	abnormal results of liver function studies	HP_0002910	Elevated hepatic transaminase	80.65	['573', '573.7']	['545']
R97.0	Elevated carcinoembryonic antigen [CEA]	elevated carcinoembryonic antigen cea	HP_0031029	Elevated carcinoembryonic antigen level	84.85	['795', '795.8', '795.81']	['822', '822.8', '822.81']
R97.2	Elevated prostate specific antigen [PSA]	elevated prostate specific antigen psa	HP_0025020	Elevated prostate-specific antigen level	84.85	['796']	['602', '602.4']
R97.20	Elevated prostate specific antigen [PSA]	elevated prostate specific antigen psa	HP_0025020	Elevated prostate-specific antigen level	84.85	['796']	['602', '602.4']
S00.44	External constriction of ear	external constriction of ear	HP_0030022	Question mark ear	80.0	['915']	['T889']
S01.25	Open bite of nose	open bite of nose	HP_0010807	Open bite	80.0	['870', '870.4']	['T870.4']
S01.35	Open bite of ear	open bite of ear	HP_0010807	Open bite	83.33	['870', '870.2']	['T870.2']
S01.551	Open bite of lip	open bite of lip	HP_0010807	Open bite	83.33	['870', '870.5']	['T870.5']
S02	Fracture of skull and facial bones	fracture of skull and facial bones	HP_0041220	Fractured facial bone	86.96	['819']	['T819']
S02.0	Fracture of vault of skull	fracture of vault of skull	HP_0041082	Fractured skull	82.35	['819']	['T819']
S02.1	Fracture of base of skull	fracture of base of skull	HP_0041082	Fractured skull	84.85	['819']	['T819']
S02.10	Unspecified fracture of base of skull	fracture of base of skull	HP_0041082	Fractured skull	84.85	['819']	['T819']
S02.19	Other fracture of base of skull	other fracture of base of skull	HP_0041082	Fractured skull	84.85	['819']	['T819']
S02.2	Fracture of nasal bones	fracture of nasal bones	HP_0041247	Fractured tarsal bone	82.05	['819']	['T819']
S02.42	Fracture of alveolus of maxilla	fracture of alveolus of maxilla	HP_0041165	Fractured maxilla	80.0	['819']	['T819']
S02.6	Fracture of mandible	fracture of mandible	HP_0041155	Fractured mandible	100.0	['819']	['T819']
S02.60	Fracture of mandible, unspecified	fracture of mandible	HP_0041155	Fractured mandible	100.0	['819']	['T819']
S02.609	Fracture of mandible, unspecified	fracture of mandible	HP_0041155	Fractured mandible	100.0	['819']	['T819']
S02.64	Fracture of ramus of mandible	fracture of ramus of mandible	HP_0041155	Fractured mandible	86.49	['819']	['T819']
S02.65	Fracture of angle of mandible	fracture of angle of mandible	HP_0041155	Fractured mandible	86.49	['819']	['T819']
S02.67	Fracture of alveolus of mandible	fracture of alveolus of mandible	HP_0041155	Fractured mandible	80.0	['819']	['T819']
S02.9	Fracture of unspecified skull and facial bones	fracture ofskull and facial bones	HP_0041220	Fractured facial bone	85.11	['819']	['T819']
S02.91	Unspecified fracture of skull	fracture of skull	HP_0041082	Fractured skull	100.0	['819']	['T819']
S02.92	Unspecified fracture of facial bones	fracture of facial bones	HP_0041220	Fractured facial bone	100.0	['819']	['T819']
S02.92XS	Unspecified fracture of facial bones, sequela	fracture of facial bones sequela	HP_0041220	Fractured facial bone	83.33	['819']	['T819']
S03.03	Dislocation of jaw, bilateral	dislocation of jaw bilateral	HP_0005021	Bilateral elbow dislocations	80.0	['830']	['T830.1']
S06.4	Epidural hemorrhage	epidural hemorrhage	HP_0100310	Epidural hemorrhage	100.0	['818']	['T851']
S06.4X	Epidural hemorrhage	epidural hemorrhage	HP_0100310	Epidural hemorrhage	100.0	['818']	['T851']
S06.5	Traumatic subdural hemorrhage	traumatic subdural hemorrhage	HP_0100309	Subdural hemorrhage	80.95	['818']	['T851']
S06.5X	Traumatic subdural hemorrhage	traumatic subdural hemorrhage	HP_0100309	Subdural hemorrhage	80.95	['818']	['T851']
S06.6	Traumatic subarachnoid hemorrhage	traumatic subarachnoid hemorrhage	HP_0002138	Subarachnoid hemorrhage	85.19	['818']	['T851']
S06.6X	Traumatic subarachnoid hemorrhage	traumatic subarachnoid hemorrhage	HP_0002138	Subarachnoid hemorrhage	85.19	['818']	['T851']
S12	Fracture of cervical vertebra and other parts of neck	fracture of cervical vertebra and other parts of neck	HP_0041167	Fractured cervical vertebra	82.76	['805']	['T818']
S12.0	Fracture of first cervical vertebra	fracture of first cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.00	Unspecified fracture of first cervical vertebra	fracture of first cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.09	Other fracture of first cervical vertebra	other fracture of first cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.1	Fracture of second cervical vertebra	fracture of second cervical vertebra	HP_0041167	Fractured cervical vertebra	87.27	['805']	['T818']
S12.10	Unspecified fracture of second cervical vertebra	fracture of second cervical vertebra	HP_0041167	Fractured cervical vertebra	87.27	['805']	['T818']
S12.19	Other fracture of second cervical vertebra	other fracture of second cervical vertebra	HP_0041167	Fractured cervical vertebra	87.27	['805']	['T818']
S12.2	Fracture of third cervical vertebra	fracture of third cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.20	Unspecified fracture of third cervical vertebra	fracture of third cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.29	Other fracture of third cervical vertebra	other fracture of third cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.3	Fracture of fourth cervical vertebra	fracture of fourth cervical vertebra	HP_0041167	Fractured cervical vertebra	87.27	['805']	['T818']
S12.30	Unspecified fracture of fourth cervical vertebra	fracture of fourth cervical vertebra	HP_0041167	Fractured cervical vertebra	87.27	['805']	['T818']
S12.39	Other fracture of fourth cervical vertebra	other fracture of fourth cervical vertebra	HP_0041167	Fractured cervical vertebra	87.27	['805']	['T818']
S12.4	Fracture of fifth cervical vertebra	fracture of fifth cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.40	Unspecified fracture of fifth cervical vertebra	fracture of fifth cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.49	Other fracture of fifth cervical vertebra	other fracture of fifth cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.5	Fracture of sixth cervical vertebra	fracture of sixth cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.50	Unspecified fracture of sixth cervical vertebra	fracture of sixth cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.59	Other fracture of sixth cervical vertebra	other fracture of sixth cervical vertebra	HP_0041167	Fractured cervical vertebra	88.89	['805']	['T818']
S12.6	Fracture of seventh cervical vertebra	fracture of seventh cervical vertebra	HP_0041167	Fractured cervical vertebra	85.71	['805']	['T818']
S12.60	Unspecified fracture of seventh cervical vertebra	fracture of seventh cervical vertebra	HP_0041167	Fractured cervical vertebra	85.71	['805']	['T818']
S12.69	Other fracture of seventh cervical vertebra	other fracture of seventh cervical vertebra	HP_0041167	Fractured cervical vertebra	85.71	['805']	['T818']
S22.0	Fracture of thoracic vertebra	fracture of thoracic vertebra	HP_0041073	Fractured thoracic vertebra	100.0	['805']	['T818']
S22.00	Fracture of unspecified thoracic vertebra	fracture ofthoracic vertebra	HP_0041073	Fractured thoracic vertebra	92.0	['805']	['T818']
S22.000	Wedge compression fracture of unspecified thoracic vertebra	wedge compression fracture ofthoracic vertebra	HP_0041084	Compression-fractured thoracic vertebra	87.67	['805']	['T818']
S22.008	Other fracture of unspecified thoracic vertebra	other fracture ofthoracic vertebra	HP_0041073	Fractured thoracic vertebra	92.0	['805']	['T818']
S22.009	Unspecified fracture of unspecified thoracic vertebra	fracture ofthoracic vertebra	HP_0041073	Fractured thoracic vertebra	92.0	['805']	['T818']
S22.01	Fracture of first thoracic vertebra	fracture of first thoracic vertebra	HP_0041073	Fractured thoracic vertebra	88.89	['805']	['T818']
S22.010	Wedge compression fracture of first thoracic vertebra	wedge compression fracture of first thoracic vertebra	HP_0041084	Compression-fractured thoracic vertebra	85.71	['805']	['T818']
S22.018	Other fracture of first thoracic vertebra	other fracture of first thoracic vertebra	HP_0041073	Fractured thoracic vertebra	88.89	['805']	['T818']
S22.019	Unspecified fracture of first thoracic vertebra	fracture of first thoracic vertebra	HP_0041073	Fractured thoracic vertebra	88.89	['805']	['T818']
S22.02	Fracture of second thoracic vertebra	fracture of second thoracic vertebra	HP_0041073	Fractured thoracic vertebra	87.27	['805']	['T818']
S22.020	Wedge compression fracture of second thoracic vertebra	wedge compression fracture of second thoracic vertebra	HP_0041084	Compression-fractured thoracic vertebra	84.62	['805']	['T818']
S22.028	Other fracture of second thoracic vertebra	other fracture of second thoracic vertebra	HP_0041073	Fractured thoracic vertebra	87.27	['805']	['T818']
S22.029	Unspecified fracture of second thoracic vertebra	fracture of second thoracic vertebra	HP_0041073	Fractured thoracic vertebra	87.27	['805']	['T818']
S22.03	Fracture of third thoracic vertebra	fracture of third thoracic vertebra	HP_0041073	Fractured thoracic vertebra	88.89	['805']	['T818']
S22.030	Wedge compression fracture of third thoracic vertebra	wedge compression fracture of third thoracic vertebra	HP_0041084	Compression-fractured thoracic vertebra	85.71	['805']	['T818']
S22.038	Other fracture of third thoracic vertebra	other fracture of third thoracic vertebra	HP_0041073	Fractured thoracic vertebra	88.89	['805']	['T818']
S22.039	Unspecified fracture of third thoracic vertebra	fracture of third thoracic vertebra	HP_0041073	Fractured thoracic vertebra	88.89	['805']	['T818']
S22.04	Fracture of fourth thoracic vertebra	fracture of fourth thoracic vertebra	HP_0041073	Fractured thoracic vertebra	87.27	['805']	['T818']
S22.040	Wedge compression fracture of fourth thoracic vertebra	wedge compression fracture of fourth thoracic vertebra	HP_0041084	Compression-fractured thoracic vertebra	84.62	['805']	['T818']
S22.048	Other fracture of fourth thoracic vertebra	other fracture of fourth thoracic vertebra	HP_0041073	Fractured thoracic vertebra	87.27	['805']	['T818']
S22.049	Unspecified fracture of fourth thoracic vertebra	fracture of fourth thoracic vertebra	HP_0041073	Fractured thoracic vertebra	87.27	['805']	['T818']
S22.05	Fracture of T5-T6 vertebra	fracture of t5-t6 vertebra	HP_0041166	Fractured vertebra	85.0	['805']	['T818']
S22.050	Wedge compression fracture of T5-T6 vertebra	wedge compression fracture of t5-t6 vertebra	HP_0041085	Compression-fractured vertebra	82.54	['805']	['T818']
S22.058	Other fracture of T5-T6 vertebra	other fracture of t5-t6 vertebra	HP_0041166	Fractured vertebra	85.0	['805']	['T818']
S22.059	Unspecified fracture of T5-T6 vertebra	fracture of t5-t6 vertebra	HP_0041166	Fractured vertebra	85.0	['805']	['T818']
S22.06	Fracture of T7-T8 vertebra	fracture of t7-t8 vertebra	HP_0041166	Fractured vertebra	85.0	['805']	['T818']
S22.060	Wedge compression fracture of T7-T8 vertebra	wedge compression fracture of t7-t8 vertebra	HP_0041085	Compression-fractured vertebra	82.54	['805']	['T818']
S22.068	Other fracture of T7-T8 thoracic vertebra	other fracture of t7-t8 thoracic vertebra	HP_0041073	Fractured thoracic vertebra	88.89	['805']	['T818']
S22.069	Unspecified fracture of T7-T8 vertebra	fracture of t7-t8 vertebra	HP_0041166	Fractured vertebra	85.0	['805']	['T818']
S22.07	Fracture of T9-T10 vertebra	fracture of t9-t10 vertebra	HP_0041166	Fractured vertebra	82.93	['805']	['T818']
S22.070	Wedge compression fracture of T9-T10 vertebra	wedge compression fracture of t9-t10 vertebra	HP_0041085	Compression-fractured vertebra	81.25	['805']	['T818']
S22.078	Other fracture of T9-T10 vertebra	other fracture of t9-t10 vertebra	HP_0041166	Fractured vertebra	82.93	['805']	['T818']
S22.079	Unspecified fracture of T9-T10 vertebra	fracture of t9-t10 vertebra	HP_0041166	Fractured vertebra	82.93	['805']	['T818']
S22.08	Fracture of T11-T12 vertebra	fracture of t11-t12 vertebra	HP_0041166	Fractured vertebra	80.95	['805']	['T818']
S22.080	Wedge compression fracture of T11-T12 vertebra	wedge compression fracture of t11-t12 vertebra	HP_0041085	Compression-fractured vertebra	80.0	['805']	['T818']
S22.088	Other fracture of T11-T12 vertebra	other fracture of t11-t12 vertebra	HP_0041166	Fractured vertebra	80.95	['805']	['T818']
S22.089	Unspecified fracture of T11-T12 vertebra	fracture of t11-t12 vertebra	HP_0041166	Fractured vertebra	80.95	['805']	['T818']
S22.2	Fracture of sternum	fracture of sternum	HP_0041246	Fractured sternum	100.0	['805']	['T829']
S22.20	Unspecified fracture of sternum	fracture of sternum	HP_0041246	Fractured sternum	100.0	['805']	['T829']
S22.20XS	Unspecified fracture of sternum, sequela	fracture of sternum sequela	HP_0041246	Fractured sternum	80.0	['805']	['T829']
S22.22	Fracture of body of sternum	fracture of body of sternum	HP_0041246	Fractured sternum	86.49	['805']	['T829']
S22.3	Fracture of one rib	fracture of one rib	HP_0041159	Fractured rib	88.89	['807']	['T817']
S22.4	Multiple fractures of ribs	multiple fractures of ribs	HP_0006640	Multiple rib fractures	100.0	['807']	['T828']
S22.42	Multiple fractures of ribs, left side	multiple fractures of ribs left side	HP_0006640	Multiple rib fractures	80.0	['807']	['T828']
S22.43	Multiple fractures of ribs, bilateral	multiple fractures of ribs bilateral	HP_0006640	Multiple rib fractures	83.33	['807']	['T828']
S22.49	Multiple fractures of ribs, unspecified side	multiple fractures of ribsside	HP_0006640	Multiple rib fractures	86.36	['807']	['T828']
S31.25	Open bite of penis	open bite of penis	HP_0010807	Open bite	80.0	['870', '870.8']	['T870.8']
S31.835	Open bite of anus	open bite of anus	HP_0010807	Open bite	83.33	['870']	['T870']
S32.0	Fracture of lumbar vertebra	fracture of lumbar vertebra	HP_0041168	Fractured lumbar vertebra	100.0	['805']	['T818']
S32.00	Fracture of unspecified lumbar vertebra	fracture oflumbar vertebra	HP_0041168	Fractured lumbar vertebra	92.0	['805']	['T818']
S32.000	Wedge compression fracture of unspecified lumbar vertebra	wedge compression fracture oflumbar vertebra	HP_0041087	Compression-fractured lumbar vertebra	87.67	['805']	['T818']
S32.008	Other fracture of unspecified lumbar vertebra	other fracture oflumbar vertebra	HP_0041168	Fractured lumbar vertebra	92.0	['805']	['T818']
S32.009	Unspecified fracture of unspecified lumbar vertebra	fracture oflumbar vertebra	HP_0041168	Fractured lumbar vertebra	92.0	['805']	['T818']
S32.01	Fracture of first lumbar vertebra	fracture of first lumbar vertebra	HP_0041168	Fractured lumbar vertebra	88.89	['805']	['T818']
