CUI	ICD9_code	ICD9_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList	ICD9_simpleLabel	phecodeXupdated_codeList
C4721453	357.2	Polyneuropathy in diabetes	HP_0000759	Abnormal peripheral nervous system morphology	['250', '250.6']	['337', '337.8']	polyneuropathy in diabetes	['EM_202', 'NS_337']
C4721453	357.3	Polyneuropathy in malignant disease	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['132', '337', '337.8']	polyneuropathy in malignant disease	['CA_132', 'NS_337']
C4721453	358.01	Myasthenia gravis with (acute) exacerbation	HP_0000759	Abnormal peripheral nervous system morphology	['358', '358.1']	['181', '338', '338.1']	myasthenia gravis with acute exacerbation	['BI_181', 'NS_338.1']
C4721453	359.22	Myotonia congenita	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.2', '339.22']	myotonia congenita	['GE_972.82']
C4721453	358.1	Myasthenic syndromes in diseases classified elsewhere	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['338']	myasthenic syndromes in diseases classified elsewhere	['BI_181', 'NS_338']
C4721453	359.24	Drug- induced myotonia	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.2']	drug- induced myotonia	['NS_339.2']
C4721453	359.29	Other specified myotonic disorder	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.2']	other specified myotonic disorder	['NS_339.2']
C4721453	359.4	Toxic myopathy	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340', '340.2']	toxic myopathy	['NS_340.2']
C4721453	359.5	Myopathy in endocrine diseases classified elsewhere	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340']	myopathy in endocrine diseases classified elsewhere	['NS_340']
C4721453	359.23	Myotonic chondrodystrophy	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.2']	myotonic chondrodystrophy	['GE_972.83']
C4721453	359.7	Inflammatory and immune myopathies, NEC	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340', '340.3', '700', '700.4']	inflammatory and immune myopathies nec	['NS_340.3', 'MS_700.4']
C4721453	359.8	Other myopathies	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340']	other myopathies	['NS_340']
C4721453	359.71	Inclusion body myositis	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340', '340.3', '700', '700.4', '700.44']	inclusion body myositis	['NS_340.3', 'MS_700.44']
C4721453	359.79	Other inflammatory and immune myopathies, NEC	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340', '340.3', '700', '700.4']	other inflammatory and immune myopathies nec	['NS_340.3', 'MS_700.4']
C4721453	359.6	Symptomatic inflammatory myopathy in diseases classified elsewhere	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340']	symptomatic inflammatory myopathy in diseases classified elsewhere	['NS_340']
C4721453	359.81	Critical illness myopathy	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340', '340.1']	critical illness myopathy	['NS_340.1']
C4721453	359.21	Myotonic muscular dystrophy	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.2', '339.21']	myotonic muscular dystrophy	['GE_972.81']
C4721453	358.2	Toxic myoneural disorders	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['338', '338.2']	toxic myoneural disorders	['NS_338.2']
C4721453	358.3	Lambert-Eaton syndrome	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['181', '338', '338.3']	lambert-eaton syndrome	['BI_181', 'NS_338.3']
C4721453	358.30	Lambert-Eaton syndrome, unspecified	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['181', '338', '338.3']	lambert-eaton syndrome	['BI_181', 'NS_338.3']
C4721453	358.31	Lambert-Eaton syndrome in neoplastic disease	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['181', '338', '338.3']	lambert-eaton syndrome in neoplastic disease	['BI_181', 'NS_338.3']
C4721453	358.39	Lambert-Eaton syndrome in other diseases classified elsewhere	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['181', '338', '338.3']	lambert-eaton syndrome in other diseases classified elsewhere	['BI_181', 'NS_338.3']
C4721453	358.8	Other specified myoneural disorders	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['338']	other specified myoneural disorders	['BI_181', 'NS_338']
C4721453	358.9	Myoneural disorders, unspecified	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['338']	myoneural disorders	['BI_181', 'NS_338']
C4721453	359	Muscular dystrophies and other myopathies	HP_0000759	Abnormal peripheral nervous system morphology	['359']	['339']	muscular dystrophies and other myopathies	['NS_339']
C4721453	359.0	Congenital hereditary muscular dystrophy	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.1']	congenital hereditary muscular dystrophy	['GE_972.9']
C4721453	359.1	Hereditary progressive muscular dystrophy	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.1']	hereditary progressive muscular dystrophy	['GE_972.9']
C4721453	359.2	Myotonic disorders	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.2']	myotonic disorders	['NS_339.2']
C4721453	355.9	Mononeuritis of unspecified site	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336']	mononeuritis ofsite	['NS_336']
C4721453	351.0	Bell's palsy	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.2']	['334', '334.2', '334.21']	bells palsy	['NS_334.21']
C4721453	355.8	Mononeuritis of lower limb, unspecified	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.5']	mononeuritis of lower limb	['NS_336.5']
C4721453	352	Disorders of other cranial nerves	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334']	disorders of other cranial nerves	['NS_334']
C4721453	352.0	Disorders of olfactory (1st) nerve	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334', '334.3']	disorders of olfactory 1st nerve	['NS_334.3']
C4721453	352.1	Glossopharyngeal neuralgia	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334', '334.5']	glossopharyngeal neuralgia	['NS_334.5']
C4721453	352.2	Other disorders of glossopharyngeal [9th] nerve	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334', '334.5']	other disorders of glossopharyngeal 9th nerve	['NS_334.5']
C4721453	352.3	Disorders of pneumogastric [10th] nerve	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334', '334.6']	disorders of pneumogastric 10th nerve	['NS_334.6']
C4721453	351.9	Facial nerve disorder, unspecified	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.2']	['334', '334.2']	facial nerve disorder	['NS_334.2']
C4721453	352.5	Disorders of hypoglossal [12th] nerve	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334', '334.8']	disorders of hypoglossal 12th nerve	['NS_334.8']
C4721453	352.6	Multiple cranial nerve palsies	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334', '334.9']	multiple cranial nerve palsies	['NS_334.9']
C4721453	352.9	Unspecified disorder of cranial nerves	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334']	disorder of cranial nerves	['NS_334']
C4721453	353	Nerve root and plexus disorders	HP_0000759	Abnormal peripheral nervous system morphology	['353']	['335']	nerve root and plexus disorders	['NS_335']
C4721453	353.0	Brachial plexus lesions	HP_0000759	Abnormal peripheral nervous system morphology	['353', '353.1']	['335', '335.1', '335.11']	brachial plexus lesions	['NS_335.1']
C4721453	352.4	Disorders of accessory [11th] nerve	HP_0000759	Abnormal peripheral nervous system morphology	['352']	['334']	disorders of accessory 11th nerve	['NS_334']
C4721453	351.8	Other facial nerve disorders	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.2']	['334', '334.2']	other facial nerve disorders	['NS_334.2']
C4721453	350.1	Trigeminal neuralgia	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.1']	['334', '334.1', '334.11']	trigeminal neuralgia	['NS_334.11']
C4721453	354.5	Mononeuritis multiplex	HP_0000759	Abnormal peripheral nervous system morphology	['355']	['336']	mononeuritis multiplex	['NS_336.4']
C4721453	354.0	Carpal tunnel syndrome	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.1']	carpal tunnel syndrome	['NS_336.41']
C4721453	359.89	Other myopathies	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340']	other myopathies	['NS_340']
C4721453	359.9	Myopathy, unspecified	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.2']	['340']	myopathy	['NS_340']
C4721453	359.3	Periodic paralysis	HP_0000759	Abnormal peripheral nervous system morphology	['359', '359.1']	['339', '339.4']	periodic paralysis	['NS_339.4']
C4721453	350	Trigeminal nerve disorders	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.1']	['334', '334.1']	trigeminal nerve disorders	['NS_334.1']
C4721453	350.2	Atypical face pain	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.1']	['334', '334.1', '334.12', '809']	atypical face pain	['NS_334.12', 'SS_809']
C4721453	350.8	Other specified trigeminal nerve disorders	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.1']	['334', '334.1']	other specified trigeminal nerve disorders	['NS_334.1']
C4721453	350.9	Trigeminal nerve disorder, unspecified	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.1']	['334', '334.1']	trigeminal nerve disorder	['NS_334.1']
C4721453	351	Facial nerve disorders	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.2']	['334', '334.2']	facial nerve disorders	['NS_334.2']
C4721453	351.1	Geniculate ganglionitis	HP_0000759	Abnormal peripheral nervous system morphology	['352', '352.2']	['334', '334.2', '334.22']	geniculate ganglionitis	['NS_334.22']
C4721453	353.1	Lumbosacral plexus lesions	HP_0000759	Abnormal peripheral nervous system morphology	['353', '353.1']	['335', '335.1', '335.12']	lumbosacral plexus lesions	['NS_335.1']
C4721453	353.2	Cervical root lesions, not elsewhere classified	HP_0000759	Abnormal peripheral nervous system morphology	['353', '353.2']	['335', '335.2']	cervical root lesions not elsewhere classified	['NS_335.2']
C4721453	355	Mononeuritis of lower limb	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.4']	mononeuritis of lower limb	['NS_336.5']
C4721453	355.0	Lesion of sciatic nerve	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.5', '336.51']	lesion of sciatic nerve	['NS_336.51']
C4721453	355.1	Meralgia paresthetica	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.5', '336.52']	meralgia paresthetica	['NS_336.52']
C4721453	355.2	Other lesion of femoral nerve	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.5', '336.53']	other lesion of femoral nerve	['NS_336.5']
C4721453	355.3	Lesion of lateral popliteal nerve	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.5', '336.53']	lesion of lateral popliteal nerve	['NS_336.5']
C4721453	355.4	Lesion of medial popliteal nerve	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.5', '336.53']	lesion of medial popliteal nerve	['NS_336.5']
C4721453	355.5	Tarsal tunnel syndrome	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.5', '336.54']	tarsal tunnel syndrome	['NS_336.5']
C4721453	355.6	Lesion of plantar nerve	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.5', '336.55']	lesion of plantar nerve	['NS_336.5']
C4721453	355.7	Other mononeuritis of lower limb	HP_0000759	Abnormal peripheral nervous system morphology	['355']	['336', '336.5']	other mononeuritis of lower limb	['NS_336.5']
C4721453	355.71	Causalgia of lower limb	HP_0000759	Abnormal peripheral nervous system morphology	['355']	['343', '343.3']	causalgia of lower limb	['NS_336.5', 'NS_343.3']
C4721453	355.79	Other mononeuritis of lower limb	HP_0000759	Abnormal peripheral nervous system morphology	['355']	['336', '336.5']	other mononeuritis of lower limb	['NS_336.5']
C4721453	354.9	Mononeuritis of upper limb, unspecified	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.4']	mononeuritis of upper limb	['NS_336.4']
C4721453	354.8	Other mononeuritis of upper limb	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.4']	other mononeuritis of upper limb	['NS_336.4']
C4721453	353.3	Thoracic root lesions, not elsewhere classified	HP_0000759	Abnormal peripheral nervous system morphology	['353', '353.2']	['335', '335.2']	thoracic root lesions not elsewhere classified	['NS_335.2']
C4721453	353.4	Lumbosacral root lesions, not elsewhere classified	HP_0000759	Abnormal peripheral nervous system morphology	['353', '353.2']	['335', '335.2']	lumbosacral root lesions not elsewhere classified	['NS_335.2']
C4721453	353.5	Neuralgic amyotrophy	HP_0000759	Abnormal peripheral nervous system morphology	['353', '353.1']	['335', '335.3']	neuralgic amyotrophy	['NS_335.3']
C4721453	353.6	Phantom limb (syndrome)	HP_0000759	Abnormal peripheral nervous system morphology	['353']	['335', '335.4']	phantom limb syndrome	['NS_335.4']
C4721453	353.8	Other nerve root and plexus disorders	HP_0000759	Abnormal peripheral nervous system morphology	['353']	['335']	other nerve root and plexus disorders	['NS_335']
C4721453	353.9	Unspecified nerve root and plexus disorder	HP_0000759	Abnormal peripheral nervous system morphology	['353']	['335']	nerve root and plexus disorder	['NS_335']
C4721453	354	Mononeuritis of upper limb and mononeuritis multiplex	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336']	mononeuritis of upper limb and mononeuritis multiplex	['NS_336.4']
C4721453	354.1	Other lesion of median nerve	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.2']	other lesion of median nerve	['NS_336.4']
C4721453	354.2	Lesion of ulnar nerve	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.2']	lesion of ulnar nerve	['NS_336.4']
C4721453	354.3	Lesion of radial nerve	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['336', '336.2']	lesion of radial nerve	['NS_336.4']
C4721453	354.4	Causalgia of upper limb	HP_0000759	Abnormal peripheral nervous system morphology	['351']	['343', '343.3']	causalgia of upper limb	['NS_336.4', 'NS_343.3']
C4721453	357.4	Polyneuropathy in other diseases classified elsewhere	HP_0001271	Polyneuropathy	['357']	['337', '337.8']	polyneuropathy in other diseases classified elsewhere	['NS_337']
C4721453	357.5	Alcoholic polyneuropathy	HP_0001271	Polyneuropathy	['317', '317.1']	['280', '280.1', '337', '337.3', '337.32']	alcoholic polyneuropathy	['MB_280.1', 'NS_337.3']
C4721453	357.6	Polyneuropathy due to drugs	HP_0001271	Polyneuropathy	['316', '316.1']	['337', '337.3', '337.31']	polyneuropathy due to drugs	['NS_337.3']
C4721453	357.7	Polyneuropathy due to other toxic agents	HP_0001271	Polyneuropathy	['357']	['337', '337.3']	polyneuropathy due to other toxic agents	['NS_337.3']
C4721453	357.8	Other inflammatory and toxic neuropathies	HP_0001271	Polyneuropathy	['357']	['337']	other inflammatory and toxic neuropathies	['NS_337']
C4721453	358.0	Myasthenia gravis	HP_0001271	Polyneuropathy	['358', '358.1']	['181', '338', '338.1']	myasthenia gravis	['BI_181', 'NS_338.1']
C4721453	357.3	Polyneuropathy in malignant disease	HP_0001271	Polyneuropathy	['357']	['132', '337', '337.8']	polyneuropathy in malignant disease	['CA_132', 'NS_337']
C4721453	358	Myoneural disorders	HP_0001271	Polyneuropathy	['358']	['338']	myoneural disorders	['BI_181', 'NS_338']
C4721453	357.9	Unspecified inflammatory and toxic neuropathy	HP_0001271	Polyneuropathy	['357']	['337']	inflammatory and toxic neuropathy	['NS_337']
