ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList	hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeXupdated_codeList
Q70.9	Syndactyly, unspecified	syndactyly	['755', '755.3']	['785', '785.1', '785.12']	HP_0001770	Toe syndactyly	toe syndactyly	True	['CM_767.12']
Q72.7	Split foot	split foot	['755', '755.1', '755.6']	['785', '785.2']	HP_0001839	Split foot	split foot	True	['CM_766']
Q74.3	Arthrogryposis multiplex congenita	arthrogryposis multiplex congenita	['756']	['789', '789.4']	HP_0002804	Arthrogryposis multiplex congenita	arthrogryposis multiplex congenita	True	['CM_770.4']
Q75.0	Craniosynostosis	craniosynostosis	['749', '749.2']	['758', '758.2', '758.23']	HP_0001363	Craniosynostosis	craniosynostosis	True	['CM_755.23']
Q75.1	Craniofacial dysostosis	craniofacial dysostosis	['749', '749.2']	['758', '758.3']	HP_0004439	Craniofacial dysostosis	craniofacial dysostosis	True	['CM_755.3']
Q75.1	Craniofacial dysostosis	craniofacial dysostosis	['749', '749.2']	['758', '758.3']	HP_0008497	Congenital craniofacial dysostosis	congenital craniofacial dysostosis	True	['CM_755.3']
Q75.2	Hypertelorism	hypertelorism	['749', '749.2']	['758', '758.5']	HP_0000316	Hypertelorism	hypertelorism	True	['CM_755.5']
Q75.3	Macrocephaly	macrocephaly	['749', '749.2']	['758', '758.4']	HP_0000256	Macrocephaly	macrocephaly	True	['CM_755.4']
Q75.4	Mandibulofacial dysostosis	mandibulofacial dysostosis	['749', '749.2']	['758', '758.3', '758.31']	HP_0005321	Mandibulofacial dysostosis	mandibulofacial dysostosis	True	['CM_755.31']
Q76.0	Spina bifida occulta	spina bifida occulta	['752', '752.1']	['751', '751.1', '751.11']	HP_0003298	Spina bifida occulta	spina bifida occulta	True	['CM_750.22']
Q76.0	Spina bifida occulta	spina bifida occulta	['752', '752.1']	['751', '751.1', '751.11']	HP_0004601	Spina bifida occulta at L5	spina bifida occulta at l5	True	['CM_750.22']
Q76.0	Spina bifida occulta	spina bifida occulta	['752', '752.1']	['751', '751.1', '751.11']	HP_0004614	Spina bifida occulta at S1	spina bifida occulta at s1	True	['CM_750.22']
Q76.1	Klippel-Feil syndrome	klippel-feil syndrome	['754']	['787', '787.1']	HP_0004602	Klippel-Feil syndrome	klippel-feil syndrome	False	['CM_769.1']
Q77.7	Spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	['756']	['788', '788.1', '788.16']	HP_0002655	Spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	True	['CM_770.5', 'GE_978.316']
Q77.7	Spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	['756']	['788', '788.1', '788.16']	HP_0002655	Spondyloepiphyseal dysplasia tarda	spondyloepiphyseal dysplasia tarda	False	['CM_770.5', 'GE_978.316']
Q78.1	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	['756', '756.5']	['788', '788.5']	HP_0010735	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	True	['CM_770.5', 'GE_978.35']
Q78.2	Osteopetrosis	osteopetrosis	['756', '756.5']	['788', '788.4']	HP_0011002	Osteopetrosis	osteopetrosis	True	['CM_770.5', 'GE_978.34']
Q78.5	Metaphyseal dysplasia	metaphyseal dysplasia	['756', '756.5']	['788']	HP_0100255	Metaphyseal dysplasia	metaphyseal dysplasia	True	['CM_770.5', 'GE_978.3']
Q79.0	Congenital diaphragmatic hernia	congenital diaphragmatic hernia	['756', '756.1']	['520', '789', '789.1', '789.11']	HP_0000776	Congenital diaphragmatic hernia	congenital diaphragmatic hernia	True	['GI_520.2', 'CM_770.11']
Q79.2	Exomphalos	exomphalos	['756', '756.1']	['789', '789.2', '789.21']	HP_0001539	Exomphalos	exomphalos	False	['CM_770.21']
Q79.3	Gastroschisis	gastroschisis	['756', '756.1']	['789', '789.2', '789.22']	HP_0001543	Gastroschisis	gastroschisis	True	['CM_770.22']
Q80	Congenital ichthyosis	congenital ichthyosis	['691', '691.1']	['790', '790.1']	HP_0007431	Congenital ichthyosis	congenital ichthyosis	False	['CM_771.1', 'GE_977.1']
Q80	Congenital ichthyosis	congenital ichthyosis	['691', '691.1']	['790', '790.1']	HP_0007431	Ichthyosis, congenital	ichthyosis congenital	False	['CM_771.1', 'GE_977.1']
Q80	Congenital ichthyosis	congenital ichthyosis	['691', '691.1']	['790', '790.1']	HP_0007479	Congenital lamellar ichthyosis	congenital lamellar ichthyosis	False	['CM_771.1', 'GE_977.1']
Q80.3	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	['691', '691.1']	['790', '790.1', '790.14']	HP_0007475	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	True	['CM_771.1', 'GE_977.14']
Q80.3	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	['691', '691.1']	['790', '790.1', '790.14']	HP_0007475	Bullous congenital ichthyosiform erythroderma	bullous congenital ichthyosiform erythroderma	False	['CM_771.1', 'GE_977.14']
Q80.9	Congenital ichthyosis, unspecified	congenital ichthyosis	['691', '691.1']	['790', '790.1']	HP_0007431	Congenital ichthyosis	congenital ichthyosis	False	['CM_771.1', 'GE_977.1']
Q80.9	Congenital ichthyosis, unspecified	congenital ichthyosis	['691', '691.1']	['790', '790.1']	HP_0007431	Ichthyosis, congenital	ichthyosis congenital	False	['CM_771.1', 'GE_977.1']
Q80.9	Congenital ichthyosis, unspecified	congenital ichthyosis	['691', '691.1']	['790', '790.1']	HP_0007479	Congenital lamellar ichthyosis	congenital lamellar ichthyosis	False	['CM_771.1', 'GE_977.1']
Q81	Epidermolysis bullosa	epidermolysis bullosa	['691']	['790', '790.3']	HP_0012221	Pretibial epidermolysis bullosa	pretibial epidermolysis bullosa	False	['CM_771.1', 'GE_977.2']
Q81.9	Epidermolysis bullosa, unspecified	epidermolysis bullosa	['691']	['790', '790.3']	HP_0012221	Pretibial epidermolysis bullosa	pretibial epidermolysis bullosa	False	['CM_771.1', 'GE_977.2']
Q82.4	Ectodermal dysplasia (anhidrotic)	ectodermal dysplasia anhidrotic	['691']	['790', '790.2']	HP_0007476	Anhidrotic ectodermal dysplasia	anhidrotic ectodermal dysplasia	True	['CM_771', 'GE_977.5']
Q83.2	Absent nipple	absent nipple	['612', '612.3']	['791']	HP_0002561	Absent nipple	absent nipple	True	['CM_771.4']
Q83.3	Accessory nipple	accessory nipple	['612', '612.3']	['791']	HP_0002558	Accessory nipple	accessory nipple	False	['CM_771.4']
Q84.0	Congenital alopecia	congenital alopecia	['757']	['684', '684.1', '792']	HP_0005597	Congenital alopecia totalis	congenital alopecia totalis	True	['DE_684.1', 'CM_771.2']
Q84.3	Anonychia	anonychia	['757']	['683', '793']	HP_0001798	Anonychia	anonychia	True	['DE_683', 'CM_771.3']
Q85.00	Neurofibromatosis, unspecified	neurofibromatosis	['199', '199.4']	['158']	HP_0001067	Neurofibromatosis	neurofibromatosis	False	['GE_961.11']
R00.0	Tachycardia, unspecified	tachycardia	['427', '427.7']	['417', '417.2']	HP_0001649	Tachycardia	tachycardia	True	['CV_417.2']
R00.1	Bradycardia, unspecified	bradycardia	['427', '427.3']	['417', '417.3']	HP_0001662	Bradycardia	bradycardia	True	['CV_417.3']
R00.2	Palpitations	palpitations	['427', '427.9']	['417', '417.1']	HP_0001962	Palpitations	palpitations	True	['CV_417.1']
R01.1	Cardiac murmur, unspecified	cardiac murmur	['396']	['423', '423.1']	HP_0030148	Cardiac murmur	cardiac murmur	False	['CV_423.1']
R04.0	Epistaxis	epistaxis	['477']	['487', '487.1']	HP_0000421	Epistaxis	epistaxis	True	['RE_487.1']
R04.2	Hemoptysis	hemoptysis	['516', '516.1']	['487', '487.3']	HP_0002105	Hemoptysis	hemoptysis	True	['RE_487.3']
R05	Cough	cough	['512', '512.8']	['801']	HP_0012735	Cough	cough	True	['RE_499.1']
R06.0	Dyspnea	dyspnea	['512', '512.7']	['488', '488.1']	HP_0002094	Dyspnea	dyspnea	True	['RE_488.1']
R06.00	Dyspnea, unspecified	dyspnea	['512', '512.7', '512.9']	['488', '488.1']	HP_0002094	Dyspnea	dyspnea	True	['RE_488.1']
R06.01	Orthopnea	orthopnea	['513', '513.3', '513.32']	['488', '488.1', '488.11']	HP_0012764	Orthopnea	orthopnea	True	['RE_488.11']
R06.02	Shortness of breath	shortness of breath	['512', '512.7']	['488', '488.1']	HP_0002094	Shortness of breath	shortness of breath	False	['RE_488.1']
R06.02	Shortness of breath	shortness of breath	['512', '512.7']	['488', '488.1']	HP_0033710	Shortness of breath at rest	shortness of breath at rest	False	['RE_488.1']
R06.03	Acute respiratory distress	acute respiratory distress	['509', '509.2']	['488', '488.1']	HP_0033677	Acute respiratory distress syndrome	acute respiratory distress syndrome	True	['RE_488.1']
R06.1	Stridor	stridor	['479']	['488', '488.5']	HP_0010307	Stridor	stridor	True	['RE_488.5']
R06.2	Wheezing	wheezing	['512', '512.1']	['488', '488.6']	HP_0030828	Wheezing	wheezing	True	['RE_488.6']
R06.4	Hyperventilation	hyperventilation	['513', '513.4']	['488', '488.2']	HP_0002883	Hyperventilation	hyperventilation	True	['RE_488.2']
R06.83	Snoring	snoring	['512', '512.9']	['488', '488.9']	HP_0025267	Snoring	snoring	True	['RE_488.9']
R07.2	Precordial pain	precordial pain	['418', '418.1']	['800', '800.2']	HP_0032141	Precordial pain	precordial pain	True	['SS_800.2']
R07.9	Chest pain, unspecified	chest pain	['418']	['800']	HP_0100749	Chest pain	chest pain	True	['SS_800']
R09.02	Hypoxemia	hypoxemia	['1013']	['498', '498.1']	HP_0012418	Hypoxemia	hypoxemia	True	['RE_498.1']
R09.1	Pleurisy	pleurisy	['507']	['491']	HP_0002102	Pleurisy	pleurisy	False	['RE_491']
R09.2	Respiratory arrest	respiratory arrest	['509', '509.5']	['497']	HP_0005943	Respiratory arrest	respiratory arrest	True	['RE_497']
R09.3	Abnormal sputum	abnormal sputum	['516']	['486', '486.5']	HP_0032016	Abnormal sputum	abnormal sputum	True	['RE_499.2']
R09.81	Nasal congestion	nasal congestion	['479']	['463', '463.4']	HP_0001742	Nasal congestion	nasal congestion	True	['RE_463.4']
R10.0	Acute abdomen	acute abdomen	['785']	['527']	HP_0033400	Acute abdomen	acute abdomen	True	['GI_527']
R10.13	Epigastric pain	epigastric pain	['785']	['515']	HP_0410019	Epigastric pain	epigastric pain	True	['GI_527']
R10.9	Unspecified abdominal pain	abdominal pain	['785']	['527']	HP_0002027	Abdominal pain	abdominal pain	True	['GI_527']
R10.9	Unspecified abdominal pain	abdominal pain	['785']	['527']	HP_0033400	Acute abdominal pain	acute abdominal pain	False	['GI_527']
R11	Nausea and vomiting	nausea and vomiting	['789']	['528', '528.1', '528.2']	HP_0002017	Nausea and vomiting	nausea and vomiting	True	['GI_528.1', 'GI_528.2']
R11.0	Nausea	nausea	['789']	['528', '528.1']	HP_0002018	Nausea	nausea	True	['GI_528.1']
R11.1	Vomiting	vomiting	['789']	['528', '528.2']	HP_0002013	Vomiting	vomiting	True	['GI_528.2']
R11.10	Vomiting, unspecified	vomiting	['789']	['528', '528.2']	HP_0002013	Vomiting	vomiting	True	['GI_528.2']
R11.12	Projectile vomiting	projectile vomiting	['789']	['528', '528.2']	HP_0002587	Projectile vomiting	projectile vomiting	True	['GI_528.2']
R12	Heartburn	heartburn	['530', '530.9']	['515']	HP_0002020	Heartburn	heartburn	False	['GI_515']
R13.1	Dysphagia	dysphagia	['532']	['512']	HP_0002015	Dysphagia	dysphagia	True	['GI_512']
R13.10	Dysphagia, unspecified	dysphagia	['532']	['512']	HP_0002015	Dysphagia	dysphagia	True	['GI_512']
R14.3	Flatulence	flatulence	['561', '561.2']	['529', '529.2']	HP_0033589	Flatulence	flatulence	True	['GI_529.2']
R15	Fecal incontinence	fecal incontinence	['561']	['529', '529.3']	HP_0002607	Faecal incontinence	fecal incontinence	False	['GI_529.7']
R15	Fecal incontinence	fecal incontinence	['561']	['529', '529.3']	HP_0002607	Fecal incontinence	fecal incontinence	False	['GI_529.7']
R15.2	Fecal urgency	fecal urgency	['561']	['529', '529.3']	HP_0012701	Faecal urgency	fecal urgency	False	['GI_529.7']
R15.2	Fecal urgency	fecal urgency	['561']	['529', '529.3']	HP_0012701	Fecal urgency	fecal urgency	False	['GI_529.7']
R17	Unspecified jaundice	jaundice	['573', '573.5']	['814']	HP_0000952	Jaundice	jaundice	True	['SS_814']
R18	Ascites	ascites	['572']	['555']	HP_0001541	Ascites	ascites	True	['GI_555']
R19.1	Abnormal bowel sounds	abnormal bowel sounds	['561']	['529', '529.4']	HP_0030142	Abnormal bowel sounds	abnormal bowel sounds	True	['GI_529.4']
R19.12	Hyperactive bowel sounds	hyperactive bowel sounds	['561']	['529', '529.4']	HP_0030143	Hyperactive bowel sounds	hyperactive bowel sounds	True	['GI_529.4']
R19.3	Abdominal rigidity	abdominal rigidity	['579']	['556', '556.4']	HP_0032545	Abdominal rigidity	abdominal rigidity	True	['GI_556.4']
R19.6	Halitosis	halitosis	['293']	['529', '529.6']	HP_0100812	Halitosis	halitosis	True	['GI_529.6']
R19.7	Diarrhea, unspecified	diarrhea	['561', '561.1']	['529', '529.1']	HP_0002014	Diarrhea	diarrhea	True	['GI_529.1']
R19.7	Diarrhea, unspecified	diarrhea	['561', '561.1']	['529', '529.1']	HP_0002014	Diarrhoea	diarrhea	False	['GI_529.1']
R20.3	Hyperesthesia	hyperesthesia	['687', '687.4']	['351', '351.4']	HP_0100963	Hyperesthesia	hyperesthesia	True	['NS_351.4']
R23.0	Cyanosis	cyanosis	['513', '513.3']	['498', '498.2']	HP_0000961	Cyanosis	cyanosis	True	['RE_498.2']
R23.1	Pallor	pallor	['782', '782.6']	['679', '679.2', '679.21']	HP_0000980	Pallor	pallor	True	['DE_679.2']
R23.2	Flushing	flushing	['782', '782.6']	['679', '679.2', '679.22']	HP_0031284	Flushing	flushing	True	['DE_679.3']
R25	Abnormal involuntary movements	abnormal involuntary movements	['350', '350.1']	['325', '325.1']	HP_0012547	Abnormal involuntary eye movements	abnormal involuntary eye movements	True	['NS_324.3']
R25.0	Abnormal head movements	abnormal head movements	['350', '350.1']	['325', '325.1', '325.11']	HP_0002457	Abnormal head movements	abnormal head movements	True	['NS_324.32']
R25.1	Tremor, unspecified	tremor	['350', '350.1']	['324', '324.4']	HP_0001337	Tremor	tremor	True	['NS_324.34']
R25.3	Fasciculation	fasciculation	['350', '350.1']	['325', '325.1', '325.12']	HP_0002380	Fasciculation	fasciculation	False	['NS_324.33']
R25.3	Fasciculation	fasciculation	['350', '350.1']	['325', '325.1', '325.12']	HP_0007289	Limb fasciculation	limb fasciculation	False	['NS_324.33']
R25.9	Unspecified abnormal involuntary movements	abnormal involuntary movements	['350', '350.1']	['325', '325.1']	HP_0012547	Abnormal involuntary eye movements	abnormal involuntary eye movements	True	['NS_324.3']
R26.0	Ataxic gait	ataxic gait	['350', '350.2']	['325', '325.2', '325.25']	HP_0002066	Ataxic gait	ataxic gait	False	['NS_325.1']
R27.0	Ataxia, unspecified	ataxia	['350', '350.3']	['325', '325.3']	HP_0001251	Ataxia	ataxia	True	['NS_325.3']
R29.0	Tetany	tetany	['350', '350.1']	['350', '350.1']	HP_0001281	Tetany	tetany	True	['NS_324.6']
R29.2	Abnormal reflex	abnormal reflex	['350', '350.5']	['350', '350.3']	HP_0031826	Abnormal reflex	abnormal reflex	True	['NS_350.3']
R29.810	Facial weakness	facial weakness	['772', '772.6']	['334', '334.2', '334.23']	HP_0030319	Facial muscle weakness	facial muscle weakness	False	['NS_334.23']
R29.810	Facial weakness	facial weakness	['772', '772.6']	['334', '334.2', '334.23']	HP_0030319	Facial weakness	facial weakness	False	['NS_334.23']
R30.0	Dysuria	dysuria	['599', '599.3']	['594', '594.2']	HP_0100518	Dysuria	dysuria	True	['GU_594.2']
R31	Hematuria	hematuria	['593']	['593']	HP_0000790	Hematuria	hematuria	True	['GU_593']
R31.0	Gross hematuria	gross hematuria	['593', '593.1']	['593', '593.1']	HP_0012587	Gross hematuria	gross hematuria	False	['GU_593.1']
R31.9	Hematuria, unspecified	hematuria	['593']	['593']	HP_0000790	Hematuria	hematuria	True	['GU_593']
R32	Unspecified urinary incontinence	urinary incontinence	['599', '599.4']	['594', '594.3']	HP_0000020	Urinary incontinence	urinary incontinence	True	['GU_594.3']
R32	Unspecified urinary incontinence	urinary incontinence	['599', '599.4']	['594', '594.3']	HP_0010992	Stress urinary incontinence	stress urinary incontinence	True	['GU_594.3']
R35	Polyuria	polyuria	['599', '599.5']	['594', '594.4']	HP_0000103	Polyuria	polyuria	True	['GU_594.4']
R35.1	Nocturia	nocturia	['599', '599.5']	['594', '594.4', '594.41']	HP_0000017	Nocturia	nocturia	True	['GU_594.41']
R37	Sexual dysfunction, unspecified	sexual dysfunction	['302']	['294']	HP_0030014	Female sexual dysfunction	female sexual dysfunction	True	['MB_294']
R37	Sexual dysfunction, unspecified	sexual dysfunction	['302']	['294']	HP_0040307	Male sexual dysfunction	male sexual dysfunction	True	['MB_294']
R40.2	Coma	coma	['348', '348.7']	['355', '355.1']	HP_0001259	Coma	coma	True	['NS_355.1']
R40.20	Unspecified coma	coma	['348', '348.7']	['355', '355.1']	HP_0001259	Coma	coma	True	['NS_355.1']
R41.0	Disorientation, unspecified	disorientation	['292', '292.4']	['329']	HP_0001289	Disorientation	disorientation	False	['NS_329.8']
R41.1	Anterograde amnesia	anterograde amnesia	['292', '292.3']	['329', '329.1']	HP_0033689	Anterograde amnesia	anterograde amnesia	False	['NS_329.1']
R41.2	Retrograde amnesia	retrograde amnesia	['292', '292.3']	['329', '329.1']	HP_0033690	Retrograde amnesia	retrograde amnesia	False	['NS_329.1']
R43.0	Anosmia	anosmia	['350', '350.6']	['352', '352.1']	HP_0000458	Anosmia	anosmia	True	['NS_352.1']
R43.1	Parosmia	parosmia	['350', '350.6']	['352', '352.2']	HP_0034004	Parosmia	parosmia	True	['NS_352.1']
R43.2	Parageusia	parageusia	['350', '350.6']	['352', '352.3']	HP_0031249	Parageusia	parageusia	True	['NS_352.2']
