hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList
HP_0033543	Nicotine dependence	nicotine dependence	False	F17.2	Nicotine dependence	nicotine dependence		['281', '281.2', '282', '282.1']
HP_0033543	Nicotine dependence	nicotine dependence	False	F17.20	Nicotine dependence, unspecified	nicotine dependence		['281', '281.2', '282', '282.1']
HP_0033589	Flatulence	flatulence	True	R14.3	Flatulence	flatulence	['561', '561.2']	['529', '529.2']
HP_0100750	Atelectasis	atelectasis	True	J98.11	Atelectasis	atelectasis	['508']	['479', '479.6']
HP_0033677	Acute respiratory distress syndrome	acute respiratory distress syndrome	True	J80	Acute respiratory distress syndrome	acute respiratory distress syndrome	['509', '509.2']	['479', '479.1']
HP_0033689	Anterograde amnesia	anterograde amnesia	False	R41.1	Anterograde amnesia	anterograde amnesia	['292', '292.3']	['329', '329.1']
HP_0033690	Retrograde amnesia	retrograde amnesia	False	R41.2	Retrograde amnesia	retrograde amnesia	['292', '292.3']	['329', '329.1']
HP_0033788	Hypercementosis	hypercementosis	False	K03.4	Hypercementosis	hypercementosis	['521', '521.4']	['502', '502.5']
HP_0033839	Testicular pain	testicular pain	True	N50.81	Testicular pain	testicular pain	['608']	['603', '603.6']
HP_0033839	Testicular pain	testicular pain	True	N50.811	Right testicular pain	right testicular pain	['608']	['603', '603.6']
HP_0033839	Testicular pain	testicular pain	True	N50.812	Left testicular pain	left testicular pain	['608']	['603', '603.6']
HP_0033839	Testicular pain	testicular pain	True	N50.819	Testicular pain, unspecified	testicular pain	['608']	['603', '603.6']
HP_0033840	Postmenopausal bleeding	postmenopausal bleeding	True	N95.0	Postmenopausal bleeding	postmenopausal bleeding	['627', '627.1']	['627', '627.1']
HP_0033842	Early satiety	early satiety	True	R68.81	Early satiety	early satiety	['1005']	['230', '230.5']
HP_0034004	Parosmia	parosmia	True	R43.1	Parosmia	parosmia	['350', '350.6']	['352', '352.2']
HP_0034179	Vertebral artery aneurysm	vertebral artery aneurysm	True	I72.6	Aneurysm of vertebral artery	aneurysm of vertebral artery	['442', '442.8']	['438']
HP_0034205	Iniencephaly	iniencephaly	True	Q00.2	Iniencephaly	iniencephaly	['752', '752.1']	['750', '750.5']
HP_0040113	Presbycusis	presbycusis	False	H91.1	Presbycusis	presbycusis	['389', '389.3']	['396', '396.2', '396.22']
HP_0040154	Hidradenitis suppurativa	hidradenitis suppurativa	False	L73.2	Hidradenitis suppurativa	hidradenitis suppurativa	['705', '705.3']	['682', '682.3']
HP_0040264	Jaw pain	jaw pain	True	R68.84	Jaw pain	jaw pain	['526']	['734', '734.9']
HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	H68.1	Obstruction of Eustachian tube	obstruction of eustachian tube	['381', '381.2']	['391', '391.2', '391.22']
HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	H68.10	Unspecified obstruction of Eustachian tube	obstruction of eustachian tube	['381', '381.2']	['391', '391.2', '391.22']
HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	H68.101	Unspecified obstruction of Eustachian tube, right ear	obstruction of eustachian tube right ear	['381', '381.2']	['391', '391.2', '391.22']
HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	H68.102	Unspecified obstruction of Eustachian tube, left ear	obstruction of eustachian tube left ear	['381', '381.2']	['391', '391.2', '391.22']
HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	H68.103	Unspecified obstruction of Eustachian tube, bilateral	obstruction of eustachian tube bilateral	['381', '381.2']	['391', '391.2', '391.22']
HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	H68.11	Osseous obstruction of Eustachian tube	osseous obstruction of eustachian tube	['381', '381.2']	['391', '391.2', '391.22']
HP_0040289	Cyclic neutropenia	cyclic neutropenia	True	D70.4	Cyclic neutropenia	cyclic neutropenia	['288', '288.1', '288.11']	['170', '170.1', '170.14']
HP_0040307	Male sexual dysfunction	male sexual dysfunction	True	N53	Other male sexual dysfunction	other male sexual dysfunction	['608']	['605']
HP_0040307	Male sexual dysfunction	male sexual dysfunction	True	N53.8	Other male sexual dysfunction	other male sexual dysfunction	['608']	['605', '605.2']
HP_0040307	Male sexual dysfunction	male sexual dysfunction	True	N53.9	Unspecified male sexual dysfunction	male sexual dysfunction	['608']	['605']
HP_0040312	Temporomandibular arthritis	temporomandibular arthritis	True	M26.64	Arthritis of temporomandibular joint	arthritis of temporomandibular joint		['733', '733.6']
HP_0040312	Arthritis of temporomandibular joint	arthritis of temporomandibular joint	False	M26.64	Arthritis of temporomandibular joint	arthritis of temporomandibular joint		['733', '733.6']
HP_0040312	Arthritis of temporomandibular joint	arthritis of temporomandibular joint	False	M26.641	Arthritis of right temporomandibular joint	arthritis of right temporomandibular joint		['733', '733.6']
HP_0040312	Arthritis of temporomandibular joint	arthritis of temporomandibular joint	False	M26.642	Arthritis of left temporomandibular joint	arthritis of left temporomandibular joint		['733', '733.6']
HP_0040312	Arthritis of temporomandibular joint	arthritis of temporomandibular joint	False	M26.643	Arthritis of bilateral temporomandibular joint	arthritis of bilateral temporomandibular joint		['733', '733.6']
HP_0041093	Beau's lines	beaus lines	True	L60.4	Beau's lines	beaus lines	['703']	['683']
HP_0041150	bone cuboid bone	bone cuboid bone	False	S92.21	Fracture of cuboid bone	fracture of cuboid bone	['801']	['T825']
HP_0045029	Eosinophilic fasciitis	eosinophilic fasciitis	True	M35.4	Diffuse (eosinophilic) fasciitis	diffuse eosinophilic fasciitis	['772']	['700', '700.9']
HP_0100033	Tic disorder	tic disorder	False	F95	Tic disorder	tic disorder	['313', '313.2']	['893', '893.5']
HP_0100033	Tic disorder	tic disorder	False	F95.9	Tic disorder, unspecified	tic disorder	['313', '313.2']	['893', '893.5']
HP_0100279	Ulcerative colitis	ulcerative colitis	True	K51	Ulcerative colitis	ulcerative colitis	['555', '555.2']	['181', '522', '522.1', '522.12']
HP_0100279	Ulcerative colitis	ulcerative colitis	True	K51.8	Other ulcerative colitis	other ulcerative colitis	['555', '555.2']	['181', '522', '522.1', '522.12']
HP_0100279	Ulcerative colitis	ulcerative colitis	True	K51.9	Ulcerative colitis, unspecified	ulcerative colitis	['555', '555.2']	['181', '522', '522.1', '522.12']
HP_0100280	Crohn's disease	crohns disease	True	K50.9	Crohn's disease, unspecified	crohns disease	['555', '555.1']	['181', '522', '522.1', '522.11']
HP_0100310	Epidural hemorrhage	epidural hemorrhage	True	S06.4	Epidural hemorrhage	epidural hemorrhage	['818']	['T851']
HP_0100310	Epidural hemorrhage	epidural hemorrhage	True	S06.4X	Epidural hemorrhage	epidural hemorrhage	['818']	['T851']
HP_0100310	Epidural haemorrhage	epidural hemorrhage	False	S06.4	Epidural hemorrhage	epidural hemorrhage	['818']	['T851']
HP_0100310	Epidural haemorrhage	epidural hemorrhage	False	S06.4X	Epidural hemorrhage	epidural hemorrhage	['818']	['T851']
HP_0100333	Unilateral cleft lip	unilateral cleft lip	True	Q36.9	Cleft lip, unilateral	cleft lip unilateral	['749', '749.1']	['757', '757.2']
HP_0100502	Vitamin B12 deficiency	vitamin b12 deficiency	True	D51	Vitamin B12 deficiency anemia	vitamin b12 deficiency anemia	['281', '281.1', '281.12']	['160', '160.2', '164', '164.2', '232', '232.2', '232.27']
HP_0100502	Vitamin B12 deficiency	vitamin b12 deficiency	True	D51.9	Vitamin B12 deficiency anemia, unspecified	vitamin b12 deficiency anemia	['281', '281.1', '281.12']	['160', '160.2', '164', '164.2', '232', '232.2', '232.27']
HP_0100504	Riboflavin deficiency	riboflavin deficiency	False	E53.0	Riboflavin deficiency	riboflavin deficiency	['261', '261.2']	['232', '232.2', '232.22']
HP_0100507	Folate deficiency	folate deficiency	False	D52	Folate deficiency anemia	folate deficiency anemia	['281', '281.1', '281.13']	['160', '160.2', '164', '164.2', '232', '232.2', '232.29']
HP_0100507	Folate deficiency	folate deficiency	False	D52.9	Folate deficiency anemia, unspecified	folate deficiency anemia	['281', '281.1', '281.13']	['160', '160.2', '164', '164.2', '232', '232.2', '232.29']
HP_0100512	Vitamin D deficiency	vitamin d deficiency	False	E55	Vitamin D deficiency	vitamin d deficiency	['261', '261.4']	['232', '232.4']
HP_0100512	Vitamin D deficiency	vitamin d deficiency	False	E55.9	Vitamin D deficiency, unspecified	vitamin d deficiency	['261', '261.4']	['232', '232.4']
HP_0100513	Vitamin E deficiency	vitamin e deficiency	False	E56.0	Deficiency of vitamin E	deficiency of vitamin e	['261']	['232', '232.5']
HP_0100518	Dysuria	dysuria	True	R30.0	Dysuria	dysuria	['599', '599.3']	['594', '594.2']
HP_0100523	Liver abscess	liver abscess	True	K75.0	Abscess of liver	abscess of liver	['571', '571.8']	['546', '546.2']
HP_0100532	Scleritis	scleritis	True	H15.0	Scleritis	scleritis	['379', '379.1']	['367', '367.7']
HP_0100532	Scleritis	scleritis	True	H15.00	Unspecified scleritis	scleritis	['379', '379.1']	['367', '367.7']
HP_0100534	Episcleritis	episcleritis	True	H15.1	Episcleritis	episcleritis	['379', '379.1']	['367', '367.6']
HP_0100534	Episcleritis	episcleritis	True	H15.10	Unspecified episcleritis	episcleritis	['379', '379.1']	['367', '367.6']
HP_0100539	Periorbital cellulitis	periorbital cellulitis	False	L03.213	Periorbital cellulitis	periorbital cellulitis	['681', '681.2']	['660', '660.6']
HP_0100541	Femoral hernia	femoral hernia	True	K41	Femoral hernia	femoral hernia	['550', '550.3']	['520', '520.1', '520.12']
HP_0100565	Hydromyelia	hydromyelia	True	Q06.4	Hydromyelia	hydromyelia	['752', '752.2']	['751', '751.5']
HP_0100566	Amyelia	amyelia	True	Q06.0	Amyelia	amyelia	['752', '752.2']	['751', '751.4']
HP_0100576	Amaurosis fugax	amaurosis fugax	True	G45.3	Amaurosis fugax	amaurosis fugax	['362', '362.4']	['374', '374.3', '374.39']
HP_0100580	Barrett's esophagus	barretts esophagus	False	K22.7	Barrett's esophagus	barretts esophagus	['530', '530.1', '530.13']	['510', '510.8']
HP_0100580	Barrett's oesophagus	barretts esophagus	False	K22.7	Barrett's esophagus	barretts esophagus	['530', '530.1', '530.13']	['510', '510.8']
HP_0100588	Paraphimosis	paraphimosis	True	N47.2	Paraphimosis	paraphimosis	['604', '604.1']	['604', '604.1']
HP_0100592	Peritoneal abscess	peritoneal abscess	True	K65.1	Peritoneal abscess	peritoneal abscess	['567']	['537', '537.1']
HP_0100594	Esophageal web	esophageal web	True	Q39.4	Esophageal web	esophageal web	['750', '750.1', '750.11']	['762', '762.1', '762.11']
HP_0100598	Pulmonary edema	pulmonary edema	True	J81	Pulmonary edema	pulmonary edema		['480']
HP_0100598	Pulmonary edema	pulmonary edema	True	J81.0	Acute pulmonary edema	acute pulmonary edema	['505']	['480', '480.1']
HP_0100601	Eclampsia	eclampsia	True	O15	Eclampsia	eclampsia	['642', '642.1']	['908', '908.1', '908.12']
HP_0100602	Pre-eclampsia	pre-eclampsia	False	O14	Pre-eclampsia	pre-eclampsia	['642', '642.1']	['908', '908.1']
HP_0100602	Pre-eclampsia	pre-eclampsia	False	O14.9	Unspecified pre-eclampsia	pre-eclampsia	['642', '642.1']	['908', '908.1']
HP_0100607	Dysmenorrhea	dysmenorrhea	True	N94.6	Dysmenorrhea, unspecified	dysmenorrhea	['626', '626.2']	['626', '626.2']
HP_0100614	Myositis	myositis	True	M60	Myositis	myositis	['359', '359.2', '770']	['700', '700.4', '700.41']
HP_0100614	Myositis	myositis	True	M60.9	Myositis, unspecified	myositis	['770']	['700', '700.4', '700.41']
HP_0100626	Chronic hepatic failure	chronic hepatic failure	True	K72.1	Chronic hepatic failure	chronic hepatic failure	['571', '571.8']	['542', '542.3']
HP_0100626	Chronic hepatic failure	chronic hepatic failure	True	K72.11	Chronic hepatic failure with coma	chronic hepatic failure with coma	['571', '571.8']	['542', '542.3']
HP_0100633	Esophagitis	esophagitis	True	K20	Esophagitis	esophagitis	['530', '530.1']	['510', '510.2']
HP_0100633	Esophagitis	esophagitis	True	K20.9	Esophagitis, unspecified	esophagitis	['530', '530.1']	['510', '510.2']
HP_0100645	Cystocele	cystocele	True	N81.1	Cystocele	cystocele	['618', '618.1']	['618', '618.1', '618.11']
HP_0100645	Cystocele	cystocele	True	N81.10	Cystocele, unspecified	cystocele	['618', '618.1']	['618', '618.1', '618.11']
HP_0100653	Optic neuritis	optic neuritis	True	H46	Optic neuritis	optic neuritis	['377', '377.3']	['380', '380.1', '380.11']
HP_0100653	Optic neuritis	optic neuritis	True	H46.8	Other optic neuritis	other optic neuritis	['377', '377.3']	['380', '380.1', '380.11']
HP_0100653	Optic neuritis	optic neuritis	True	H46.9	Unspecified optic neuritis	optic neuritis	['377', '377.3']	['380', '380.1', '380.11']
HP_0100654	Retrobulbar neuritis	retrobulbar neuritis	False	H46.1	Retrobulbar neuritis	retrobulbar neuritis	['377', '377.3']	['380', '380.1', '380.11']
HP_0100654	Retrobulbar neuritis	retrobulbar neuritis	False	H46.12	Retrobulbar neuritis, left eye	retrobulbar neuritis left eye	['377', '377.3']	['380', '380.1', '380.11']
HP_0100658	Cellulitis	cellulitis	True	L03.90	Cellulitis, unspecified	cellulitis	['681']	['660', '660.6']
HP_0100661	Trigeminal neuralgia	trigeminal neuralgia	True	G50.0	Trigeminal neuralgia	trigeminal neuralgia	['352', '352.1']	['334', '334.1', '334.11']
HP_0100704	Cortical blindness	cortical blindness	False	H47.61	Cortical blindness	cortical blindness	['377']	['380', '380.5', '380.51']
HP_0100719	Lens coloboma	lens coloboma	True	Q12.2	Coloboma of lens	coloboma of lens	['753', '753.1']	['753', '753.4']
HP_0100723	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	False	C49.A	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	['170', '170.2']	['104', '104.5', '130']
HP_0100723	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	False	C49.A1	Gastrointestinal stromal tumor of esophagus	gastrointestinal stromal tumor of esophagus	['170', '170.2']	['104', '104.5', '130']
HP_0100723	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	False	C49.A2	Gastrointestinal stromal tumor of stomach	gastrointestinal stromal tumor of stomach	['170', '170.2']	['104', '104.5', '130']
HP_0100723	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	False	C49.A5	Gastrointestinal stromal tumor of rectum	gastrointestinal stromal tumor of rectum	['170', '170.2']	['104', '104.5', '130']
HP_0100723	Gastrointestinal stromal tumour	gastrointestinal stromal tumor	False	C49.A	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	['170', '170.2']	['104', '104.5', '130']
HP_0100723	Gastrointestinal stromal tumour	gastrointestinal stromal tumor	False	C49.A1	Gastrointestinal stromal tumor of esophagus	gastrointestinal stromal tumor of esophagus	['170', '170.2']	['104', '104.5', '130']
HP_0100723	Gastrointestinal stromal tumour	gastrointestinal stromal tumor	False	C49.A2	Gastrointestinal stromal tumor of stomach	gastrointestinal stromal tumor of stomach	['170', '170.2']	['104', '104.5', '130']
HP_0100723	Gastrointestinal stromal tumour	gastrointestinal stromal tumor	False	C49.A5	Gastrointestinal stromal tumor of rectum	gastrointestinal stromal tumor of rectum	['170', '170.2']	['104', '104.5', '130']
HP_0100724	Thrombophilia	thrombophilia	False	D68.6	Other thrombophilia	other thrombophilia		['168', '168.2']
HP_0100724	Thrombophilia	thrombophilia	False	D68.69	Other thrombophilia	other thrombophilia	['286', '286.8']	['168', '168.2']
HP_0100726	Kaposi's sarcoma	kaposis sarcoma	True	C46	Kaposi's sarcoma	kaposis sarcoma	['230']	['104', '104.6']
HP_0100726	Kaposi's sarcoma	kaposis sarcoma	True	C46.50	Kaposi's sarcoma of unspecified lung	kaposis sarcoma oflung	['230']	['104', '104.6']
HP_0100726	Kaposi's sarcoma	kaposis sarcoma	True	C46.9	Kaposi's sarcoma, unspecified	kaposis sarcoma	['230']	['104', '104.6']
HP_0100735	Hypertensive crisis	hypertensive crisis	True	I16	Hypertensive crisis	hypertensive crisis	['401', '401.3']	['401', '401.7']
HP_0100735	Hypertensive crisis	hypertensive crisis	True	I16.9	Hypertensive crisis, unspecified	hypertensive crisis	['401', '401.3']	['401', '401.7']
HP_0100753	Schizophrenia	schizophrenia	True	F20	Schizophrenia	schizophrenia	['295', '295.1']	['287', '287.1']
HP_0100753	Schizophrenia	schizophrenia	True	F20.8	Other schizophrenia	other schizophrenia	['295', '295.1']	['287', '287.1']
HP_0100753	Schizophrenia	schizophrenia	True	F20.89	Other schizophrenia	other schizophrenia	['295', '295.1']	['287', '287.1']
HP_0100753	Schizophrenia	schizophrenia	True	F20.9	Schizophrenia, unspecified	schizophrenia	['295', '295.1']	['287', '287.1']
HP_0100759	Clubbing of fingers	clubbing of fingers	True	R68.3	Clubbing of fingers	clubbing of fingers	['781']	['813']
HP_0100778	Cryoglobulinemia	cryoglobulinemia	True	D89.1	Cryoglobulinemia	cryoglobulinemia	['270', '270.3', '270.32']	['180', '180.4']
HP_0100796	Orchitis	orchitis	True	N45.2	Orchitis	orchitis	['601', '601.3']	['603', '603.5']
HP_0100808	Gastric diverticulum	gastric diverticulum	True	K31.4	Gastric diverticulum	gastric diverticulum	['537']	['523', '523.3']
HP_0100817	Renovascular hypertension	renovascular hypertension	True	I15.0	Renovascular hypertension	renovascular hypertension	['401', '401.3']	['401', '401.6', '401.61']
HP_0100821	Urethrocele	urethrocele	True	N81.0	Urethrocele	urethrocele	['618', '618.1']	['618', '618.1']
HP_0100822	Rectocele	rectocele	True	N81.6	Rectocele	rectocele	['618', '618.1']	['618', '618.1', '618.12']
HP_0100829	Galactorrhea	galactorrhea	True	O92.6	Galactorrhea	galactorrhea	['612', '612.1']	['612', '612.1']
HP_0100842	Septo-optic dysplasia	septo-optic dysplasia	True	Q04.4	Septo-optic dysplasia of brain	septo-optic dysplasia of brain	['752', '752.2']	['750', '750.1', '750.14']
