CUI	ICD10_code	ICD10_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList
C0154828	H33.40	Traction detachment of retina, unspecified eye	HP_0007917	Tractional retinal detachment	['361']	['374', '374.1', '374.12']
C0154828	H33.4	Traction detachment of retina	HP_0007917	Tractional retinal detachment	['361']	['374', '374.1', '374.12']
C0154832	H35.07	Retinal telangiectasis	HP_0007898	Exudative retinopathy	['362', '362.3']	['374', '374.3', '374.35']
C0154832	H35.02	Exudative retinopathy	HP_0007898	Exudative retinopathy	['362', '362.3']	['374', '374.3', '374.31']
C0154841	H34.81	Central retinal vein occlusion	HP_0020166	Central retinal vein occlusion	['362', '362.4']	['374', '374.3', '374.38']
C0154850	H35.35	Cystoid macular degeneration	HP_0008028	Cystoid macular degeneration	['362', '362.2', '362.23']	['374', '374.5', '374.53']
C0154856	H35.41	Lattice degeneration of retina	HP_0007992	Lattice retinal degeneration	['362', '362.6']	['374', '374.6', '374.61']
C0154916	H21.1	Other vascular disorders of iris and ciliary body	HP_0025319	Rubeosis iridis	['379', '379.5']	['370', '370.3']
C0154916	H21.1	Other vascular disorders of iris and ciliary body	HP_0011497	Iris neovascularization	['379', '379.5']	['370', '370.3']
C0154936	H21.56	Pupillary abnormalities	HP_0030960	obsolete Abnormal pupillary morphology	['379', '379.5']	['370', '370.4', '370.41']
C0154936	H21.56	Pupillary abnormalities	HP_0000615	Abnormal pupil morphology	['379', '379.5']	['370', '370.4', '370.41']
C0155017	H53.55	Tritanomaly	HP_0000552	Tritanomaly	['368', '368.5']	['386', '386.5']
C0155100	H17.82	Peripheral opacity of cornea	HP_0008011	Peripheral opacification of the cornea	['364', '364.1']	['369', '369.1', '369.11']
C0155116	H18.32	Folds in Descemet's membrane	HP_0012039	Descemet Membrane Folds	['364']	['369']
C0155118	H18.4	Corneal degeneration	HP_0007705	Corneal degeneration	['364', '364.4']	['369', '369.4']
C0155118	H18.40	Unspecified corneal degeneration	HP_0007705	Corneal degeneration	['364', '364.4']	['369', '369.4']
C0155119	H18.83	Recurrent erosion of cornea	HP_0000495	Recurrent corneal erosions	['364', '364.4']	['369', '369.4', '369.42']
C0155120	H18.42	Band keratopathy	HP_0007709	Band-shaped corneal dystrophy	['364', '364.4']	['369', '369.4', '369.43']
C0155120	H18.42	Band keratopathy	HP_0000585	Band keratopathy	['364', '364.4']	['369', '369.4', '369.43']
C0155127	H18.54	Lattice corneal dystrophy	HP_0001149	Lattice corneal dystrophy	['364', '364.5']	['369', '369.5', '369.52']
C0155197	H02.23	Paralytic lagophthalmos	HP_0030003	Paralytic lagophthalmos	['374', '374.2']	['361', '361.2', '361.25']
C0155199	H02.21	Cicatricial lagophthalmos	HP_0030004	Cicatricial lagophthalmos	['374', '374.2']	['361', '361.2', '361.24']
C0155210	H02.6	Xanthelasma of eyelid	HP_0001114	Xanthelasma	['374']	['362', '362.1']
C0155211	H02.71	Chloasma of eyelid and periocular area	HP_0007406	Hyperpigmentation of eyelids	['374']	['362', '362.2']
C0155218	H02.82	Cysts of eyelid	HP_0010604	Cyst of the eyelid	['374']	['362', '362.5']
C0155244	H04.56	Stenosis of lacrimal punctum	HP_0025572	Punctal stenosis	['375']	['363', '363.7']
C0155285	H05.81	Cyst of orbit	HP_0001144	Orbital cyst	['376']	['365', '365.4']
C0155299	H47.31	Coloboma of optic disc	HP_0000588	Optic disc coloboma	['377']	['753', '753.4']
C0155299	Q14.2	Congenital malformation of optic disc	HP_0000588	Optic disc coloboma	['753', '753.2']	['753', '753.8', '753.83']
C0155299	H47.319	Coloboma of optic disc, unspecified eye	HP_0000588	Optic disc coloboma	['377']	['753', '753.4']
C0155336	H50.43	Accommodative component in esotropia	HP_0020046	Accommodative esotropia	['378', '378.1']	['381', '381.3', '381.32']
C0155339	H50.61	Brown's sheath syndrome	HP_0031622	Brown anomaly	['378', '378.1']	['381']
C0155360	H15.83	Staphyloma posticum	HP_0030856	Posterior staphyloma	['379']	['368', '368.1']
C0155552	H90.8	Mixed conductive and sensorineural hearing loss, unspecified	HP_0000410	Mixed hearing impairment	['389']	['396', '396.3']
C0155675	I28.0	Arteriovenous fistula of pulmonary vessels	HP_0004952	Pulmonary arteriovenous fistulas	['415']	['441', '441.1', '441.2']
C0155676	I28.1	Aneurysm of pulmonary artery	HP_0004937	Pulmonary artery aneurysm	['415']	['438', '438.9']
C0155707	I45.3	Trifascicular block	HP_0011715	Trifascicular block	['426', '426.3']	['416', '416.4']
C0155733	I70.0	Atherosclerosis of aorta	HP_0012397	Aortic atherosclerotic lesion	['440', '440.9']	['436', '436.3']
C0155734	I70.1	Atherosclerosis of renal artery	HP_0031684	Renal artery atherosclerosis	['440', '440.1']	['436', '436.1']
C0155742	I72.2	Aneurysm of renal artery	HP_0033261	Renal artery aneurysm	['442', '442.8']	['438']
C0155760	I77.2	Rupture of artery	HP_0025019	Arterial rupture	['447']	['438', '438.8']
C0155773	I81	Portal vein thrombosis	HP_0030242	Portal vein thrombosis	['452']	['440', '440.1', '440.12']
C0155796	I86.3	Vulval varices	HP_0100677	Vulval varicose vein	['454']	['444', '444.1', '444.14']
C0155930	K03.5	Ankylosis of teeth	HP_0033791	Tooth ankylosis	['521', '521.4']	['500', '500.6']
C0155964	K14.4	Atrophy of tongue papillae	HP_0010298	Smooth tongue	['529']	['509', '509.4']
C0156183	K62.4	Stenosis of anus and rectum	HP_0033254	Anorectal stricture	['565']	['530', '530.4']
C0156215	K82.2	Perforation of gallbladder	HP_0030154	Gallbladder perforation	['575', '575.7']	['550', '550.3']
C0156273	N32.3	Diverticulum of bladder	HP_0000015	Bladder diverticulum	['596']	['596', '596.3']
C0156312	N50.0	Atrophy of testis	HP_0000029	Testicular atrophy	['603']	['603', '603.4']
C0156394	N90.89	Other specified noninflammatory disorders of vulva and perineum	HP_0008665	Clitoral hypertrophy	['619', '619.5', '623']	['619', '619.5', '623']
C0156394	N90.89	Other specified noninflammatory disorders of vulva and perineum	HP_0000057	obsolete Clitoromegaly	['619', '619.5', '623']	['619', '619.5', '623']
C0156404	N92.6	Irregular menstruation, unspecified	HP_0000858	Irregular menstruation	['626', '626.1', '626.13']	['626', '626.1', '626.13']
C0157743	L50.4	Vibratory urticaria	HP_0410138	Vibratory urticaria	['947']	['666', '666.5']
C0158100	M24.4	Recurrent dislocation of joint	HP_0031869	Recurrent joint dislocation	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0158113	M24.54	Contracture, hand	HP_0009473	Joint contracture of the hand	['739']	['719', '719.9', '719.92']
C0158288	M48.06	Spinal stenosis, lumbar region	HP_0004610	Lumbar spinal canal stenosis	['720', '720.1']	['715', '715.4']
C0158288	M48.061	Spinal stenosis, lumbar region without neurogenic claudication	HP_0004610	Lumbar spinal canal stenosis	['720', '720.1']	['715', '715.4']
C0158328	M65.3	Trigger finger	HP_0012276	Digital flexor tenosynovitis	['727', '727.1']	['721', '721.1', '721.11']
C0158465	M21.02	Valgus deformity, not elsewhere classified, elbow	HP_0002967	Cubitus valgus	['736', '736.1']	['710', '710.1']
C0158473	M20.01	Mallet finger	HP_0030771	Mallet finger	['736', '736.2']	['709', '709.1', '709.11']
C0158618	Q23.2	Congenital mitral stenosis	HP_0011570	Congenital mitral stenosis	['747', '747.1', '747.12']	['413', '413.1', '413.13', '779', '779.3', '779.33']
C0158634	Q26.3	Partial anomalous pulmonary venous connection	HP_0010773	Partial anomalous pulmonary venous return	['747', '747.1', '747.13']	['781', '781.4', '781.41']
C0158646	Q37.9	Unspecified cleft palate with unilateral cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q36.9	Cleft lip, unilateral	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.2']
C0158646	Q36.1	Cleft lip, median	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.2']
C0158646	Q37.4	Cleft hard and soft palate with bilateral cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q37.3	Cleft soft palate with unilateral cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q37.2	Cleft soft palate with bilateral cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q37.1	Cleft hard palate with unilateral cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q37.0	Cleft hard palate with bilateral cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q37.5	Cleft hard and soft palate with unilateral cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q36.0	Cleft lip, bilateral	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.2']
C0158646	Q37.8	Unspecified cleft palate with bilateral cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q35.7	Cleft uvula	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.11']
C0158646	Q35.5	Cleft hard palate with cleft soft palate	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1']
C0158646	Q35.3	Cleft soft palate	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1']
C0158646	Q35.1	Cleft hard palate	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1']
C0158646	Q35	Cleft palate	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1']
C0158646	Q37	Cleft palate with cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1', '757.2']
C0158646	Q36	Cleft lip	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.2']
C0158646	Q35.9	Cleft palate, unspecified	HP_0000202	Oral cleft	['749', '749.1']	['757', '757.1']
C0158663	Q38.3	Other congenital malformations of tongue	HP_0012730	Aglossia	['750', '750.1', '750.13']	['759']
C0158713	Q65.1	Congenital dislocation of hip, bilateral	HP_0008780	Congenital bilateral hip dislocation	['755', '755.6', '755.61']	['783', 'T830']
C0158731	Q67.7	Pectus carinatum	HP_0000768	Pectus carinatum	['756', '756.2', '756.22']	['786', '786.2']
C0158733	Q69.0	Accessory finger(s)	HP_0001161	Hand polydactyly	['755', '755.3']	['785', '785.1', '785.11']
C0158734	Q69.2	Accessory toe(s)	HP_0001829	Foot polydactyly	['755', '755.3']	['785', '785.1', '785.11']
C0158736	Q70.0	Fused fingers	HP_0010492	Osseous finger syndactyly	['755', '755.3']	['785', '785.1', '785.12']
C0158736	Q70.00	Fused fingers, unspecified hand	HP_0010492	Osseous finger syndactyly	['755', '755.3']	['785', '785.1', '785.12']
C0158738	Q70.2	Fused toes	HP_0010717	Osseous syndactyly of toes	['755', '755.3']	['785', '785.1', '785.12']
C0158761	Q74.0	Other congenital malformations of upper limb(s), including shoulder girdle	HP_0002974	Radioulnar synostosis	['755', '755.4']	['785']
C0158763	Q74.0	Other congenital malformations of upper limb(s), including shoulder girdle	HP_0100746	Macrodactyly of finger	['755', '755.4']	['785']
C0158776	Q76.49	Other congenital malformations of spine, not associated with scoliosis	HP_0008465	Absent vertebra	['754']	['787']
C0158779	Q76.5	Cervical rib	HP_0000891	Cervical ribs	['754']	['787', '787.5', '787.51']
C0158947	P38.9	Omphalitis without hemorrhage	HP_0032435	Neonatal omphalitis	['657']	['856', '856.4']
C0158947	P38	Omphalitis of newborn	HP_0032435	Neonatal omphalitis	['657']	['856', '856.4']
C0159015	P83.5	Congenital hydrocele	HP_4000037	Congenital hydrocele	['656', '656.7']	['868', '868.6']
C0159020	P90	Convulsions of newborn	HP_0032807	Neonatal seizure	['656']	['870', '870.1']
C0159054	R09.3	Abnormal sputum	HP_0032016	Abnormal sputum	['516']	['486', '486.5']
C0159054	R84	Abnormal findings in specimens from respiratory organs and thorax	HP_0032016	Abnormal sputum	['516']	['835']
C0159060	R19.1	Abnormal bowel sounds	HP_0030142	Abnormal bowel sounds	['561']	['529', '529.4']
C0159060	R19.15	Other abnormal bowel sounds	HP_0030142	Abnormal bowel sounds	['561']	['529', '529.4']
C0159066	R19.3	Abdominal rigidity	HP_0032545	Abdominal rigidity	['579']	['556', '556.4']
C0159066	R19.30	Abdominal rigidity, unspecified site	HP_0032545	Abdominal rigidity	['579']	['556', '556.4']
C0159104	R94.110	Abnormal electro-oculogram [EOG]	HP_0030454	Abnormal electrooculogram	['346']	['385']
C0159667	S42.1	Fracture of scapula	HP_0041244	Fractured scapula	['803', '803.3']	['T826']
C0159849	S82.0	Fracture of patella	HP_0041237	Fractured patella	['800', '800.4']	['T820.3']
C0159877	S82.89	Other fractures of lower leg	HP_0041153	Fractured ankle	['800']	['T820.4']
C0159970	S83.1	Subluxation and dislocation of knee	HP_0004976	Knee dislocation	['830']	['T830.7']
C0162275	R82.4	Acetonuria	HP_0002919	Ketonuria	['250', '250.5']	['832', '832.5']
C0162283	N25.1	Nephrogenic diabetes insipidus	HP_0009806	Nephrogenic diabetes insipidus	['588']	['209', '209.2', '209.21', '588', '588.1', '588.12']
C0162285	H02.84	Edema of eyelid	HP_0100540	Palpebral edema	['374']	['362', '362.7']
C0162292	H49.88	Other paralytic strabismus	HP_0000544	External ophthalmoplegia	['378', '378.5']	['381', '381.1']
C0162674	H49.4	Progressive external ophthalmoplegia	HP_0000544	External ophthalmoplegia	['378']	['381', '381.1', '381.11']
C0162297	R09.2	Respiratory arrest	HP_0005943	Respiratory arrest	['509', '509.5']	['497']
C0162316	D50.9	Iron deficiency anemia, unspecified	HP_0001891	Iron deficiency anemia	['280', '280.1']	['160', '160.1', '164', '164.1', '247', '247.7', '247.72']
C0162316	D50	Iron deficiency anemia	HP_0001891	Iron deficiency anemia	['280', '280.1']	['160', '160.1', '164', '164.1', '247', '247.7', '247.72']
C0162323	M08.862	Other juvenile arthritis, left knee	HP_0005764	Polyarticular arthritis	['714', '714.2']	['705', '705.2']
C0162323	M1A.38X1	Chronic gout due to renal impairment, vertebrae, with tophus (tophi)	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['588', '588.1', '703', '703.1', '703.11']
C0162323	M10.172	Lead-induced gout, left ankle and foot	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11']
C0162323	M05.741	Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M10.179	Lead-induced gout, unspecified ankle and foot	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11']
C0162323	M10.18	Lead-induced gout, vertebrae	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11']
C0162323	M05.74	Rheumatoid arthritis with rheumatoid factor of hand without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M10.19	Lead-induced gout, multiple sites	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11']
C0162323	M05.739	Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M10.2	Drug-induced gout	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M10.20	Drug-induced gout, unspecified site	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M05.732	Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M1A.1521	Lead-induced chronic gout, left hip, with tophus (tophi)	HP_0005764	Polyarticular arthritis	['984']	['703', '703.1', '703.11', 'R952']
C0162323	M10.21	Drug-induced gout, shoulder	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M10.211	Drug-induced gout, right shoulder	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M10.212	Drug-induced gout, left shoulder	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M05.73	Rheumatoid arthritis with rheumatoid factor of wrist without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M10.219	Drug-induced gout, unspecified shoulder	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M05.729	Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M10.22	Drug-induced gout, elbow	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M10.221	Drug-induced gout, right elbow	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M05.722	Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M10.222	Drug-induced gout, left elbow	HP_0005764	Polyarticular arthritis	['274', '274.1', '274.11']	['703', '703.1', '703.11', '973']
C0162323	M05.721	Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M05.731	Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
C0162323	M08.021	Unspecified juvenile rheumatoid arthritis, right elbow	HP_0005764	Polyarticular arthritis	['714', '714.2']	['181', '705', '705.2']
C0162323	M05.742	Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement	HP_0005764	Polyarticular arthritis	['714', '714.1']	['181', '705', '705.1', '705.14']
