phecode1.2_code	phecode1.2_label	phecode1.2_category	CUI	hpo_code	hpo_label	PheMap_score
753.1	Congenital cataract and lens anomalies	congenital anomalies	C0009691	HP_0000519	Developmental cataract	71.44874198968328
753.1	Congenital cataract and lens anomalies	congenital anomalies	C0013581	HP_0001083	Ectopia lentis	31.746510014974092
753.1	Congenital cataract and lens anomalies	congenital anomalies	C3277059	HP_0000519	Developmental cataract	15.359653476965885
753.1	Congenital cataract and lens anomalies	congenital anomalies	C0002418	HP_0000646	Amblyopia	15.836043238030562
753.1	Congenital cataract and lens anomalies	congenital anomalies	C0086543	HP_0000518	Cataract	25.3958455660476
753.2	Congenital anomalies of posterior segment of eye	congenital anomalies	C0024221	HP_0100764	Lymphangioma	15.036605024231925
753.2	Congenital anomalies of posterior segment of eye	congenital anomalies	C0917804	HP_0002408	Cerebral arteriovenous malformation	16.56126544902376
753.2	Congenital anomalies of posterior segment of eye	congenital anomalies	C0035305	HP_0000541	Retinal detachment	16.737883514503725
753.2	Congenital anomalies of posterior segment of eye	congenital anomalies	C0266544	HP_0000482	Microcornea	14.500693152674133
753.2	Congenital anomalies of posterior segment of eye	congenital anomalies	C0035313	HP_0007973	Retinal dysplasia	93.8471708778013
753.2	Congenital anomalies of posterior segment of eye	congenital anomalies	C0340803	HP_0025104	Capillary malformation	47.63398829636986
754	Congenital musculoskeletal deformities of spine	congenital anomalies	C0022821	HP_0002808	Kyphosis	48.952617049248765
754	Congenital musculoskeletal deformities of spine	congenital anomalies	C0038016	HP_0003302	Spondylolisthesis	19.476935664087986
754.2	Spondylolisthesis, congenital	congenital anomalies	C0038016	HP_0003302	Spondylolisthesis	98.54718550546669
755	Congenital anomalies of limbs	congenital anomalies	C0039273	HP_0001761	Pes cavus	17.361345446286823
755.1	Congenital deformities of feet	congenital anomalies	C0009081	HP_0001762	Talipes equinovarus	44.113839802408044
755.1	Congenital deformities of feet	congenital anomalies	C0265654	HP_0008368	Tarsal synostosis	15.220185144050017
755.1	Congenital deformities of feet	congenital anomalies	C0016202	HP_0001763	Pes planus	48.59829704000107
755.3	Congenital anomaly of fingers/toes	congenital anomalies	C0152427	HP_0010442	Polydactyly	22.20458497720394
755.4	Congenital anomalies of upper limb, including shoulder girdle	congenital anomalies	C4025414	HP_0004059	Radial club hand	14.481283523766534
755.6	Other congenital anomalies of lower limb, including pelvic girdle	congenital anomalies	C0544755	HP_0002979	Bowing of the legs	14.806586855210467
755.6	Other congenital anomalies of lower limb, including pelvic girdle	congenital anomalies	C0576093	HP_0002857	Genu valgum	115.88844836339187
755.6	Other congenital anomalies of lower limb, including pelvic girdle	congenital anomalies	C0431996	HP_0030772	Proximal femoral focal deficiency	69.60950559412352
755.6	Other congenital anomalies of lower limb, including pelvic girdle	congenital anomalies	C0544755	HP_0002970	Genu varum	14.806586855210467
755.61	Congenital hip dysplasia and deformity	congenital anomalies	C0019554	HP_0002827	Hip dislocation	14.332055285953894
755.61	Congenital hip dysplasia and deformity	congenital anomalies	C4551649	HP_0001385	Hip dysplasia	84.36487803916356
755.61	Congenital hip dysplasia and deformity	congenital anomalies	C0239138	HP_0002812	Coxa vara	16.403402438129454
756.1	Congenital anomalies of abdominal wall; diaphram	congenital anomalies	C0033770	HP_0004392	Prune belly	32.149775187046316
756.1	Congenital anomalies of abdominal wall; diaphram	congenital anomalies	C0795690	HP_0001539	Omphalocele	37.53219662798953
756.1	Congenital anomalies of abdominal wall; diaphram	congenital anomalies	C0265706	HP_0001543	Gastroschisis	18.51917556731017
756.1	Congenital anomalies of abdominal wall; diaphram	congenital anomalies	C0019270	HP_0100790	Hernia	16.252519697090484
756.1	Congenital anomalies of abdominal wall; diaphram	congenital anomalies	C0235833	HP_0000776	Congenital diaphragmatic hernia	36.85669353819611
756.21	Pectus excavatum	congenital anomalies	C0158731	HP_0000768	Pectus carinatum	55.88976332344725
756.22	Pectus carinatum	congenital anomalies	C0158731	HP_0000768	Pectus carinatum	55.88976332344725
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	congenital anomalies	C0544755	HP_0002979	Bowing of the legs	17.26808759834762
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	congenital anomalies	C0544755	HP_0002970	Genu varum	17.26808759834762
756.5	Congenital osteodystrophies	congenital anomalies	C0544755	HP_0002979	Bowing of the legs	13.951789263600222
756.5	Congenital osteodystrophies	congenital anomalies	C0544755	HP_0002970	Genu varum	13.951789263600222
757	Congenital anomalies of the integument	congenital anomalies	C0282160	HP_0001057	Aplasia cutis congenita	20.250053489135773
757	Congenital anomalies of the integument	congenital anomalies	C0013575	HP_0000968	Ectodermal dysplasia	30.97225983536658
760	Back pain	symptoms	C0004604	HP_0003418	Back pain	36.479662341683685
760	Back pain	symptoms	C0024031	HP_0003419	Low back pain	25.297709065109714
761	Cervicalgia	symptoms	C0007859	HP_0030833	Neck pain	80.72017929031382
764	Sciatica	symptoms	C0036396	HP_0011868	Sciatica	93.2247835917932
766	Neuralgia, neuritis, and radiculitis NOS	symptoms	C0040997	HP_0100661	Trigeminal neuralgia	14.07952304487673
766	Neuralgia, neuritis, and radiculitis NOS	symptoms	C0027796	HP_0033345	Neuralgia	72.61743919262884
772	Symptoms of the muscles	symptoms	C0264005	HP_0045029	Eosinophilic fasciitis	64.94523340140178
772.1	Muscular wasting and disuse atrophy	symptoms	C0002736	HP_0007354	Amyotrophic lateral sclerosis	14.90980163861036
772.1	Muscular wasting and disuse atrophy	symptoms	C0006625	HP_0004326	Cachexia	18.37345243644022
772.2	Spasm of muscle	symptoms	C0037763	HP_0031988	obsolete Muscle spasm	37.91806893884997
772.2	Spasm of muscle	symptoms	C0026838	HP_0001257	Spasticity	62.417175984127866
772.2	Spasm of muscle	symptoms	C0037763	HP_0003394	Muscle spasm	37.91806893884997
772.3	Muscle weakness	symptoms	C0151786	HP_0001324	Muscle weakness	17.149725115567936
772.4	Rhabdomyolysis	symptoms	C0035410	HP_0003201	Rhabdomyolysis	74.84959311846927
773	Pain in limb	symptoms	C0023222	HP_0012514	Lower limb pain	22.30987107033087
773	Pain in limb	symptoms	C0016512	HP_0025238	Foot pain	21.614017913921536
780	Hypothermia/Chills	symptoms	C0020672	HP_0002045	Hypothermia	80.05712156192104
781	Symptoms involving nervous and musculoskeletal systems	symptoms	C0003635	HP_0002186	Apraxia	21.29409429728556
782.3	Edema	symptoms	C0018801	HP_0001635	Congestive heart failure	26.540830639911395
782.6	Pallor and flushing	symptoms	C1321898	HP_0025085	Bloody diarrhea	26.591769437983316
782.6	Pallor and flushing	symptoms	C0030232	HP_0000980	Pallor	152.44396222356232
783	Fever of unknown origin	symptoms	C0024591	HP_0002047	Malignant hyperthermia	75.6016088432321
783	Fever of unknown origin	symptoms	C0015967	HP_0001945	Fever	14.69358450766899
785	Abdominal pain	symptoms	C0013395	HP_0410281	Dyspepsia	58.307465007153596
788	Syncope and collapse	symptoms	C0039070	HP_0001279	Syncope	32.02776979038513
788	Syncope and collapse	symptoms	C0042420	HP_0012668	Vasovagal syncope	37.704508399320105
789	Nausea and vomiting	symptoms	C0027497	HP_0002018	Nausea	22.62606692748687
789	Nausea and vomiting	symptoms	C0042963	HP_0002013	Vomiting	30.302168582464013
790	Nonspecific findings on examination of blood	symptoms	C0040034	HP_0001873	Thrombocytopenia	23.052122139325107
790	Nonspecific findings on examination of blood	symptoms	C0021655	HP_0000855	Insulin resistance	37.017255448148994
790.6	Other abnormal blood chemistry	symptoms	C0020456	HP_0003074	Hyperglycemia	14.078756190788724
790.6	Other abnormal blood chemistry	symptoms	C0740394	HP_0002149	Hyperuricemia	32.489163358444316
791	Gangrene	symptoms	C0017086	HP_0100758	Gangrene	129.54050511974512
797	Shock	symptoms	C0036974	HP_0031273	Shock	24.230399311178104
797	Shock	symptoms	C0020683	HP_0031274	Hypovolemic shock	27.28588586390248
797.1	Cardiogenic shock	symptoms	C0036980	HP_0030149	Cardiogenic shock	87.66655873694367
800	Fracture of lower limb	injuries & poisonings	C0016658	HP_0020110	Bone fracture	28.989244704617914
800	Fracture of lower limb	injuries & poisonings	C0159877	HP_0041153	Fractured ankle	46.02724375343943
800	Fracture of lower limb	injuries & poisonings	C1542178	HP_0041081	Fractured lower leg	26.084021315337978
800.1	Fracture of neck of femur	injuries & poisonings	C0016658	HP_0020110	Bone fracture	17.491485367483946
800.2	Fracture of unspecified part of femur	injuries & poisonings	C0015802	HP_0031846	Femur fracture	20.47640146817388
800.2	Fracture of unspecified part of femur	injuries & poisonings	C0016658	HP_0020110	Bone fracture	37.017220414785655
800.3	Fracture of tibia and fibula	injuries & poisonings	C0345375	HP_0003097	Short femur	15.32546393967628
800.3	Fracture of tibia and fibula	injuries & poisonings	C0016658	HP_0020110	Bone fracture	35.935362759006665
800.3	Fracture of tibia and fibula	injuries & poisonings	C1542178	HP_0041081	Fractured lower leg	82.9906469167032
800.4	Fracture of patella	injuries & poisonings	C0281926	HP_0041061	Fractured calcaneus	61.13754488991803
800.4	Fracture of patella	injuries & poisonings	C0159849	HP_0041237	Fractured patella	14.584114627490745
800.4	Fracture of patella	injuries & poisonings	C0016658	HP_0020110	Bone fracture	19.54089252623329
801	Fracture of ankle and foot	injuries & poisonings	C0272774	HP_0041162	Fractured foot bone	31.111071086111778
801	Fracture of ankle and foot	injuries & poisonings	C0016658	HP_0020110	Bone fracture	19.377301518789626
801.1	Fracture of foot	injuries & poisonings	C0159877	HP_0041153	Fractured ankle	39.613456986928924
801.1	Fracture of foot	injuries & poisonings	C0016658	HP_0020110	Bone fracture	25.49429455213164
801.1	Fracture of foot	injuries & poisonings	C0272774	HP_0041162	Fractured foot bone	42.72651187877719
802	Fracture of pelvis	injuries & poisonings	C0016658	HP_0020110	Bone fracture	18.193550764405504
803	Fracture of upper limb	injuries & poisonings	C0034628	HP_0003978	Fractured radius	18.540723847948538
803	Fracture of upper limb	injuries & poisonings	C0016658	HP_0020110	Bone fracture	14.398168428476412
803	Fracture of upper limb	injuries & poisonings	C0041601	HP_0003987	Fractured ulna	13.905542885961404
803	Fracture of upper limb	injuries & poisonings	C1859399	HP_0002986	Radial bowing	26.882155908063048
803	Fracture of upper limb	injuries & poisonings	C1305215	HP_0003961	Fractured forearm bones	30.74853205927765
803.1	Fracture of humerus	injuries & poisonings	C0037006	HP_0041217	Fractured shoulder	23.47506753090435
803.1	Fracture of humerus	injuries & poisonings	C0016658	HP_0020110	Bone fracture	37.529934308777854
803.1	Fracture of humerus	injuries & poisonings	C0020162	HP_0041055	Fractured humerus	32.509773455362485
803.1	Fracture of humerus	injuries & poisonings	C0600106	HP_0041219	Fractured elbow	23.47506753090435
803.2	Fracture of radius and ulna	injuries & poisonings	C0034628	HP_0003978	Fractured radius	18.540723847948538
803.2	Fracture of radius and ulna	injuries & poisonings	C1305215	HP_0003961	Fractured forearm bones	30.74853205927765
803.2	Fracture of radius and ulna	injuries & poisonings	C0041601	HP_0003987	Fractured ulna	13.905542885961404
803.2	Fracture of radius and ulna	injuries & poisonings	C0016658	HP_0020110	Bone fracture	14.398168428476412
803.2	Fracture of radius and ulna	injuries & poisonings	C1859399	HP_0002986	Radial bowing	26.882155908063048
803.3	Fracture of clavicle or scapula	injuries & poisonings	C0159667	HP_0041244	Fractured scapula	43.3866203286814
803.3	Fracture of clavicle or scapula	injuries & poisonings	C0016658	HP_0020110	Bone fracture	25.139970718304358
804	Fracture of hand or wrist	injuries & poisonings	C0016658	HP_0020110	Bone fracture	15.315506302453597
804	Fracture of hand or wrist	injuries & poisonings	C0016644	HP_0041248	Fractured carpal bone	22.47262234090413
805	Fracture of vertebral column without mention of spinal cord injury	injuries & poisonings	C0238436	HP_0041246	Fractured sternum	21.866497687852487
805	Fracture of vertebral column without mention of spinal cord injury	injuries & poisonings	C0016196	HP_0030207	Paradoxical respiration	23.10337952370986
807	Fracture of ribs	injuries & poisonings	C0238436	HP_0041246	Fractured sternum	73.79016937595853
807	Fracture of ribs	injuries & poisonings	C0016658	HP_0020110	Bone fracture	17.458181394137636
807	Fracture of ribs	injuries & poisonings	C0035522	HP_0041159	Fractured rib	82.25051416134536
809	Fracture of unspecified bones	injuries & poisonings	C0016196	HP_0030207	Paradoxical respiration	19.495108861673266
809	Fracture of unspecified bones	injuries & poisonings	C0016658	HP_0020110	Bone fracture	49.87489702289962
818	Intracranial hemorrhage (injury)	injuries & poisonings	C0238154	HP_0100310	Epidural hemorrhage	110.93350432448904
830	Dislocation	injuries & poisonings	C0037005	HP_0003834	Shoulder dislocation	27.887082413380828
830	Dislocation	injuries & poisonings	C0012691	HP_0001373	Joint dislocation	62.07170632573101
835	Internal derangement of knee	injuries & poisonings	C0238218	HP_0032191	Torn meniscus	63.81229632466359
840	Sprains and strains	injuries & poisonings	C0238218	HP_0032191	Torn meniscus	17.050809837468186
854	Complications of cardiac/vascular device, implant, and graft	injuries & poisonings	C0151636	HP_0034041	Ventricular ectopy	29.40492441307221
854	Complications of cardiac/vascular device, implant, and graft	injuries & poisonings	C0039231	HP_0001649	Tachycardia	13.948759258339672
854	Complications of cardiac/vascular device, implant, and graft	injuries & poisonings	C0151636	HP_0006682	Premature ventricular contraction	29.40492441307221
856	Vascular complications of surgery and medical procedures	injuries & poisonings	C0034734	HP_0030880	Raynaud phenomenon	20.303671726471887
870.1	Open wound or laceration of eye or eyelid	injuries & poisonings	C0007876	HP_0011410	Caesarian section	16.04203454535692
870.1	Open wound or laceration of eye or eyelid	injuries & poisonings	C0008767	HP_0100699	Scarring	24.2359081059273
870.1	Open wound or laceration of eye or eyelid	injuries & poisonings	C0155196	HP_0025608	Cicatricial ectropion	35.535563932357704
873	Broken tooth	injuries & poisonings	C0040427	HP_0006482	Abnormality of dental morphology	16.66459394293832
873	Broken tooth	injuries & poisonings	C0003090	HP_0031013	Ankylosis	26.89675369901148
873	Broken tooth	injuries & poisonings	C0024692	HP_0041155	Fractured mandible	18.154154627228987
873	Broken tooth	injuries & poisonings	C0016658	HP_0020110	Bone fracture	18.13863044253797
873	Broken tooth	injuries & poisonings	C0596028	HP_0011095	Overjet	18.97391902703519
873	Broken tooth	injuries & poisonings	C1848977	HP_0000188	Short upper lip	24.066760644931396
873	Broken tooth	injuries & poisonings	C0040427	HP_0000164	Abnormality of the dentition	16.66459394293832
930	Allergic reaction to food	injuries & poisonings	C0020517	HP_0012393	Allergy	18.46811627521201
938	Dermatitis due to solar radiation	dermatologic	C0031736	HP_0032379	Polymorphous light eruption	20.994737122438824
938	Dermatitis due to solar radiation	dermatologic	C0022602	HP_0025127	Actinic keratosis	86.82302594773331
938.1	Acute dermatitis due to solar radiation	dermatologic	C0263610	HP_0410137	Solar urticaria	21.30011035326604
939	Atopic/contact dermatitis due to other or unspecified	dermatologic	C0011615	HP_0001047	Atopic dermatitis	21.582602896592284
939	Atopic/contact dermatitis due to other or unspecified	dermatologic	C0011616	HP_0032282	Contact dermatitis	15.217647688654607
946	Anaphylactic shock NOS	injuries & poisonings	C0344183	HP_0410139	Exercise induced anaphylaxis	14.148200960090179
946	Anaphylactic shock NOS	injuries & poisonings	C0042109	HP_0001025	Urticaria	23.33087298037088
946	Anaphylactic shock NOS	injuries & poisonings	C0002792	HP_0100845	Anaphylactic shock	56.08387210796636
946	Anaphylactic shock NOS	injuries & poisonings	C0002994	HP_0100665	Angioedema	40.51968041070069
947	Urticaria	dermatologic	C0042109	HP_0001025	Urticaria	64.15558305371505
947	Urticaria	dermatologic	C0002994	HP_0100665	Angioedema	37.013057944538545
949	Allergies, other	injuries & poisonings	C0020517	HP_0012393	Allergy	21.740021590274768
949	Allergies, other	injuries & poisonings	C0002994	HP_0100665	Angioedema	17.291697484899302
958.1	Postoperative shock	injuries & poisonings	C0036980	HP_0030149	Cardiogenic shock	87.66655873694367
958.2	Traumatic and surgical subcutaneous emphysema	injuries & poisonings	C0032326	HP_0002107	Pneumothorax	17.049659861389223
960	Poisoning by antibiotics	injuries & poisonings	C0002792	HP_0100845	Anaphylactic shock	26.811013790840946
960	Poisoning by antibiotics	injuries & poisonings	C0042109	HP_0001025	Urticaria	14.08488146319834
